,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
204,"**

* Eligible workers are those with a CDI, full-time contract, and at least 12 months of tenure. Excluded are those with CDD, apprentices, and stagiaires.
* The document does not mention specific job characteristics or criteria.

*","**

* Salaried employees can telework up to one day per week, not exceeding 20 days per year.
* The document does not mention specific numbers of days per week or minimum requirements for employee presence in the office.

*","**

* Telework arrangements are established through a formal request process during the annual review.
* The manager has discretion over the allowability of telework.

*","**

* The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

*","**

* The document mentions the right to disconnect and the privacy of the worker but does not provide specific provisions.

Please note that the document does not mention specific details for telework arrangements for salaried employees in mission on a site client.",T09220018418-81788865400016
205,"Eligible workers are ETAM and Cadre employees, excluding cadre dirigeants, under a permanent contract, working full-time or part-time at 80% or above, with at least one year of tenure in the company. They must perform duties that can be dematerialized and realized remotely, have sufficient autonomy, and have the necessary technical means (Article 2).
- *","Telework is allowed for up to two days per week for full-time employees and one day per week for part-time employees working 80% or above. Days cannot be split and must be consecutive (Article 4.1).
- *","Telework arrangements are established through a written request to the Direction des Ressources Humaines and the manager. The manager has one month to accept or refuse the request, with reasons for refusal including lack of eligibility or risk of team disorganization (Article 3).
- *","The company provides necessary equipment for telework, and employees can request up to 200€ every four years for ergonomic chairs, screens, or other necessary items. The company also covers additional home insurance premiums (Article 4.4).
- *","The right to disconnect is respected, and teleworkers must ensure a safe and ergonomic workspace at home. The company can access the home for health and safety checks with 48 hours' notice and the employee's consent (Article 5).

The document does not mention specific provisions for the right to disconnect and privacy beyond the general points mentioned above.",T07820007155-43392957700016
206,"Employees with a minimum of 3 months' tenure in their current role, who occupy a position that allows for remote work, have the necessary equipment, and demonstrate sufficient autonomy in their tasks are eligible for telework (Article II).
- *","Eligible employees can telework up to 2 days per week, with a minimum of 3 days of on-site or field presence required (Article III.2).
- *","Telework arrangements are established through a mutual agreement between the employee and manager, with the HR department's approval. The telework agreement is formalized in an amendment to the employment contract (Article I).
- *","The company does not cover additional costs associated with telework, as employees continue to have access to their office workspace and equipment (Article IV.2).
- *","The right to disconnect and privacy are respected in telework arrangements. Employees are expected to maintain regular working hours and be reachable during their pledges of availability (Article III.5). The document does not explicitly mention the privacy of the worker.

Please note that the document does not mention specific provisions for the right to disconnect or worker privacy. It is essential to address these concerns in the telework policy to ensure a positive and safe work environment.",T05021002901-35372147500021
207,"- Eligible workers are those with a CDI, at least 3 months of seniority, job autonomy, and compatible equipment.
- Excluded are those with contracts of less than 80%, apprentices, professional contract holders, and interns.
- Compatible jobs are those that don't require physical presence or specific tools.
- Part-time employees can telework up to 1 day per week.
- New hires and those changing positions must reassess telework eligibility.
- Alternants and interns are ineligible.

*","- Telework is allowed up to 2 days per week, with fixed days and hours.
- Days are determined by the employee and manager, and can be modified by the manager for service reasons.
- Days off, JRTT, and paid leave cannot be reported.
- Part-time employees on 80% contracts can telework up to 1 day per week.

*","- Telework is voluntary and must be agreed upon by the employee and manager.
- The employee must have a suitable work environment and adequate equipment.
- The employee must provide an attestation of home insurance and an attestation of compliance with telework requirements.
- The employee must have a dedicated workspace and ensure data confidentiality.

*","- The company provides and maintains necessary equipment for telework.
- The employee is responsible for the equipment and must report any issues.
- The company covers any additional insurance costs related to telework.

*","- The company respects the employee's right to disconnect and does not contact them outside of work hours.
- The employee is responsible for managing their work-life balance and ensuring they are not contacted outside of work hours.
- The company ensures data protection and confidentiality for teleworkers.

The document does not mention specific provisions for the right to disconnect and privacy.",T06919008072-32384064500028
208,"- Eligible workers are those with functions that can be performed outside of Eurotherm Automation's premises using technology.
- Eligibility is not based on seniority or employment type.
- Incompatible functions include those requiring physical presence, specific equipment, or on-site materials.
- Alternants and stagiaires are not eligible for telework.

F","- Eligible workers can telework up to 8 days per month, with 10 additional annual days available upon manager approval.
- Days can be taken as full or half-days, and consecutive days are allowed with manager approval.
- Days cannot be carried over or reported beyond the month or annual limits.

A","- Telework arrangements are established through a manager's approval process, with the manager being the final decision-maker for telework eligibility.
- Days are requested through an out-of-office tool, with a 48-hour advance notice required.
- Managers can refuse telework days based on organizational needs and must provide a reason for refusal.

C","- The document does not mention specific coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specific details about the right to disconnect or privacy provisions for teleworkers.",T06922022879-64204228700093
209,"Eligible workers are those whose tasks can be performed remotely and do not require daily physical presence or handling of confidential data. Excluded are those requiring daily on-site presence or access to specific equipment (Article 2).
- *","Telework is allowed once every two weeks or half-day per week, with the day determined by the employee's choice. Days cannot be moved without manager approval and must avoid Monday or team meetings (Article 4).
- *","Employees must request telework in writing, and managers can only refuse with justification. Approval results in a signed individual telework agreement (Article 3).
- *","The company provides a €150 installation allowance and an office chair if needed. Employees are responsible for ensuring their workspace meets safety standards and have their home insurance cover telework (Article 6).
- *","The right to disconnect is respected, with no contact before 9:00 or after 18:30, except for emergencies. Employees must be reachable during work hours (Article 7).

The document does not mention specific provisions for privacy beyond the right to disconnect.",T06920009961-56212263000691
210,"Employees with a minimum of one year of tenure, working full-time or at least 80% time, performing autonomously, and having an adequate home environment for telework are eligible (Article 2).
- *","Telework can be done once a week on a fixed day or six flexible days per month for cadres with forfait annual days, with a maximum of two days per week (Article 4).
- *","Employees must submit a written request to their manager and HR. Approval or rejection must be communicated within a month. Refusal must be justified (Article 3).
- *","The company provides an indemnity of 20€ per month for electricity, heating, and internet costs. Employees without access to the restaurant receive an indemnity of 5.38€ per day (Article 15).
- *","The company respects the right to disconnect and privacy of teleworkers. No specific monitoring or surveillance tools are used (Article 10).

The document does not mention specific provisions for the right to disconnect and privacy of the worker.",T09220022378-50933966900046
211,"The telework policy applies to all IFCAM employees with a permanent contract. Eligibility is based on job compatibility and one year of seniority. The employee must have a dedicated workspace at home with high-speed internet and an assurance multirisques habitation.

2. F","Eligible employees can telework one or two days per week, depending on their contract. The minimum requirement is three days on-site for full-time employees and four days for part-time employees working at least 60%.

3. A","Employees must submit a request for telework during the annual campaign. The manager and HR assess the request, and an external consultant provides additional input. The final decision is made by the Direction Générale.

4. C","The company provides necessary equipment and covers related costs. Employees are responsible for their internet connection and assurance multirisques habitation.

5. P","The right to disconnect is respected, and teleworkers are expected to participate in on-site activities. The company communicates with the medical service to monitor potential isolation risks.

Note: The document does not mention specific provisions for the right to disconnect or privacy beyond the general right to disconnect and the requirement for teleworkers to participate in on-site activities.",T07520024761-30617018400015
212,"- Eligible workers are those with a CDI or CDD, full or part-time (minimum 80%), and classified in any category.
- The employee must have sufficient autonomy and professional skills to perform tasks independently.
- The employee's post and activities must be compatible with telework.
- The employee's home must meet technical and ergonomic requirements for telework.

F","- Telework is allowed for a maximum of 1 day per week, with a possibility of increasing to 2 days after the adaptation period.
- The telework day is fixed and cannot be changed without prior agreement from the manager and HR.

A","- Telework arrangements are established through a voluntary request from the employee and manager, with HR validation.
- The manager and HR assess the request based on the employee's autonomy, post compatibility, and technical feasibility.
- The manager and HR can refuse the request if it negatively impacts the service or creates additional c",".

Costs:
- The document does not mention specific coverage for telework costs.

P","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.
- The employee must ensure their home is suitable for telework and maintain confidentiality regarding company data and documents.
- The employee must comply with the company's confidentiality rules and the charter informatique.

Note: The response is within the 300-token limit.",T03821006775-52812744200036
213,"Eligible workers are those with at least one year of consecutive tenure, who are regularly up-to-date with report submissions and autonomous in their work. They must have a compliant electrical installation, valid home insurance for telework, and be autonomous in managing their post's IT. A stable internet connection is also required (Article 1).
- *","Telework is allowed for 3 days per week in Paris and 4 days in Lille. Days of telework include half-day rest periods and are fixed. Days worked entitle employees to meal vouchers (Article 4).
- *","To establish telework arrangements, employees must submit a request to the Chef de service, who validates or rejects it. Reasons for rejection include incompatible missions, insufficient tenure, lack of autonomy, or absence of insurance or attestation (Article 1).
- *","The document does not mention coverage of costs associated with telework (Article 10).
- *","The right to disconnect is respected, with the understanding that the SCJE will only contact employees during their work hours. The SCJE will not join employees outside of their work hours (Article 8).

The document does not mention the process for changing telework arrangements or the possibility of teleworking on an ad hoc basis.",T59L19004958-43527488100042
214,"Permanent employees with a minimum of 6 months tenure and a full-time contract are eligible for telework. The nature of the job must be compatible with telework, and the employee must have sufficient autonomy and experience to perform tasks independently. Excluded are employees with a contract of less than 6 months, apprentices, interns, and those with a part-time contract or an activity rate below 90%. (Article 1.1)
- F","Telework is allowed one day per week, with the possibility of adjusting the day based on the needs of the employee and the team. (Article 2.2)
- A","To establish telework arrangements, employees must submit a written request to their manager, who will then assess eligibility and provide a response within 15 days. Approval is subject to the presentation of required documents related to the safety and suitability of the home office. (Article 2.1)
- C","The company provides an ordinateur portable and covers related costs. Employees are responsible for ensuring a suitable work environment, including a stable internet connection and adequate workspace. (Article 1.2.5)
- P","The right to disconnect is recognized, and employees are expected to respect the company's confidentiality and data protection policies. (Article 1.2.7)

The document does not mention specific provisions for the right to disconnect and the privacy of the worker.",T07519016636-37899345500104
215,"All employees, except for interns, fixed-term contract employees of less than 6 months, employees in their probationary period, and certain specific roles requiring physical presence, are eligible for telework (Article 2).
2. F","Telework is allowed up to one day per week, with the possibility of increasing to two days with manager approval. Telework days are programmed by quinzaine (Article 3-2).
3. A","Telework arrangements are established through a formalized process involving written requests and responses, with the possibility of refusal based on specific criteria (Article 3-4).
4. C","The company provides necessary equipment and covers related costs. Employees are responsible for their own internet and electricity costs (Article 8).
5. P","The company respects the right to disconnect and privacy of employees, with clear guidelines for usage and communication during and outside of work hours (Article 6).

Note: The document does not mention specific provisions for the right to disconnect and privacy of the worker.",T07620005155-77570187300058
216,"**
- Eligible workers are those with a CDI or CDD, full-time or part-time, without specific tenure or job characteristic requirements.
- Stagiaires and alternants are also eligible.
- Cadres dirigeants are not included in the scope of the agreement.
- The document does not mention specific criteria for eligibility.

*","**
- The document does not provide specifics on the frequency of telework allowed.

*","**
- The document does not provide specifics on the process for establishing telework arrangements.

*","**
- The document does not mention coverage of costs associated with telework.

*","**
- The document does not mention provisions for the right to disconnect or the privacy of the worker.

The document does not mention specifics on eligibility, frequency, arrangements, costs, or privacy related to telework.",T00222002225-84161186600010
217,"- Eligible workers are those in CDI, CDD, or apprenticeship/professional contracts, excluding those in trial periods or pre-retirement contracts.
- Employees must have a stable internet connection and a dedicated workspace at home.
- The company will consider requests from salaried employees with disabilities or those with caregiving responsibilities.
- The document does not mention eligibility for interns or trainees.

F","- The company has not specified the number of days per week or minimum requirements for telework.
- The document does not mention the frequency of telework.

A","- Employees must submit a written request for telework to their manager and HR.
- The manager and HR will review the request and provide a response within 15 days.
- The company has not specified the process for establishing telework arrangements.

C","- The company will provide an allowance of 2.50 € per day of telework (20 € per month for two days per week).
- The document does not mention coverage of IT setup costs.

P","- The document does not mention the right to disconnect or privacy provisions for teleworkers.
- The document does not mention the privacy of the worker.

Note: The document does not mention specific articles or sections for each category. The response is based on the provided information and the general context of the telework policy.",T07822010580-35271474500044
218,"All employees are eligible for telework, including part-time and full-time workers, as well as those with disabilities or pregnant women. Telework is voluntary and cannot be imposed by the employer. The employee's role and tasks must be suitable for remote work (Article 3).
- *","Telework is allowed for a minimum of half a day and a maximum of two days per week. The days and hours must be agreed upon between the employee and their manager (Article 4.1).
- *","Telework arrangements are established through a voluntary request by the employee, followed by an evaluation of the feasibility of remote work by the manager. A written response is required for refusal. An avenant to the contract is required for full-time telework (Article 3).
- *","The company covers a fixed monthly allowance of €20 for electricity and internet costs. The employee is responsible for their own equipment and insurance. Overtime pay is not applicable for telework (Article 4.3).
- *","The right to disconnect is recognized, with no contact outside of agreed-upon hours. The employee is responsible for ensuring a safe and ergonomic workspace. The company may conduct visits to the employee's home for safety checks (Article 5.2).

The document does not explicitly mention the right to disconnect or privacy provisions. The above points are based on the provided document and general telework policies.",T06219001802-77563060100208
219,"- Applies to full-time or part-time employees with a minimum of one year of tenure and six months in their current position.
- Excludes apprentices, interns, and employees in probationary periods.
- Requires employees to have autonomy, reliability, and adequate technical skills.
- Employees must have a suitable home environment for telework.

F","- Limited to one day per week, with a maximum of 12 days per quarter.
- Days are whole or half-days.
- Non-utilized days cannot be carried over or reported.

A","- Based on the employee's written request to their manager.
- The manager and HR assess eligibility and provide a response within one month.
- The employee can refuse telework without consequences.
- A written agreement outlines the telework conditions.

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not explicitly address all topics, and some sections may be missing.",T05620003062-34451925100021
220,"Eligible workers are cadre or ETAM employees with a CDI, working full-time or at least 80% of full-time, and having at least 12 months of tenure in the company and their current post. The document does not mention any specific criteria for level of experience or education (Article 2).
- *",Telework a,"can be established for one to two days per week, or half-days when the employee's regular work schedule is less than full-time. The lundi is excluded as a telework day (Article 4.4).
- **Arrangements**: Telework arrangements are established through a mutual agreement between the employee and their manager, subject to the approval of the HR department. The employee must submit a request via email to their manager and HR, who will then schedule an interview to discuss the request (Article 6.1).
- *","The company will cover additional costs associated with telework, such as electricity and internet expenses, with a monthly allowance of 2€ per day of telework (Article 5.1).
- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it does emphasize the importance of maintaining confidentiality and protecting sensitive information (Article 8.3).

Note: The document does not explicitly mention the process for establishing telework arrangements or the coverage of costs associated with IT setup. Additionally, it does not address the privacy of the worker beyond the protection of sensitive information.",T02621003391-79868925300010
221,"- Employees with a permanent contract, apprenticeship, professionalization, or internship contracts, and temps complet or temps partiel contracts with at least 80% of the weekly working hours are eligible.
   - Posts requiring physical presence, specific tools, or proximity management are ineligible.
   - Eligibility is based on the employee's autonomy, technical compatibility, and manager's approval.
   - The document does not mention tenure or specific job characteristics.

2. F","- Telework is allowed up to 2 days per week, with a minimum of 3 days on-site.
   - Days cannot be consecutive or around a weekend.
   - Days are fixed for a month and cannot be carried over.
   - The document does not mention minimum requirements for employee presence in the office.

3. A","- Telework arrangements are established through a formal request and manager approval.
   - The manager has discretion over allowability and must consider the service's needs and interactions.
   - The document does not mention a specific process for permission or manager discretion.

4. C","- The company provides an allowance for electricity and internet costs.
   - The document does not mention IT setup or meal allowance.

5. P","- The document does not explicitly address the right to disconnect or privacy.
   - The company encourages respect for the right to disconnect and provides guidelines for telework.
   - The document does not mention specific provisions for privacy.",T03822009908-30082187300019
222,"All employees with a CDI or CDD, with at least 6 months of tenure, not apprentices or on professional contracts, and with autonomous administrative functions that don't require physical presence at the workplace are eligible (Article 2).
- F","Telework is allowed up to 3 days per week, with the possibility of starting with 2 days during a 6-month trial period (Article 3-2).
- A","Employees can request telework in writing, and the employer must respond within 8 days. The employer can also propose telework to employees, who have 8 days to respond. A formal agreement is required for telework (Article 3-4).
- C","The company covers IT setup costs and provides an allocation for internet, telephone, heating, electricity, and minor supplies based on the number of telework days (Article 8-4).
- P","The company respects employees' right to disconnect and privacy during telework. The company will not communicate personal contact information or disturb employees outside of agreed-upon telework hours (Article 14).

The document does not mention specific provisions for the right to disconnect and privacy of the worker.",T08721001858-45310271700023
223,"Eligible workers are those with a permanent or fixed-term contract, working full-time or at least 80%, and having the necessary autonomy to perform tasks without constant supervision. Apprentices, interns, and employees on professional contracts are not eligible (Article 3.1).
- *","Telework is allowed up to two days per week, with a minimum of three days in the office. This includes half-days, but the total number of days away from the office should not exceed three (Article 4).
- *","Telework arrangements are established through a formal process involving the employee, manager, and HR. The employee must have a suitable workspace and inform the manager if conditions change. New employees may not be eligible during their probationary period (Article 6.1, 6.4).
- *","The company does not cover costs associated with telework, such as internet or office setup. The employee is responsible for ensuring a suitable workspace (Article 7.5).
- *","The company emphasizes the right to disconnect and respect for personal and family life. The employee should not transmit confidential information and must report illness or accidents during telework days (Article 7.3, 7.8).

The document does not mention specific provisions for privacy beyond the right to disconnect and the obligation to report illness or accidents.",T07421004655-38439319500050
224,"- Eligible workers are those with at least one year of tenure and not in a probationary period.
- The nature of the work, the capacity to work autonomously, the organization of the team, and the sensitivity of the dossiers handled are all factors considered for eligibility.
- The test period for telework has ended, and the company is now considering an agreement for telework.

F","- Telework is allowed for two days per month, on Tuesdays or Thursdays.
- The test period for telework has ended, and the company is now considering an agreement for telework.

A","- The test period for telework has ended, and the company is now considering an agreement for telework.

C","- The document does not mention any coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention telework in the context of the NAO 2020. The telework agreement is not yet in place, and the company is still considering it.",T09220018393-40083887600094
225,"- Eligible workers are those who can perform their tasks autonomously and outside the company's premises using technology.
- Excluded are those whose presence is required or whose functions require specific technical and material constraints.
- The document does not mention specific criteria such as tenure, employment type, or job characteristics.

F","- Telework is allowed for a minimum of one day per week, with a maximum of four days per week.
- The employee must be present in the office for at least one day per week.
- The document does not mention specific requirements for the employee's presence in the office.

A","- Telework arrangements are established through a formal request process and require manager approval.
- The manager has discretion over the allowability of telework.
- The document does not mention specific procedures for establishing telework arrangements.

C","- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specific criteria for eligibility, such as tenure, employment type, or job characteristics. It also does not mention specific procedures for establishing telework arrangements or coverage of costs associated with telework. Additionally, it does not mention provisions for the right to disconnect or the privacy of the worker.",T07821009766-59205918200747
226,"- Voluntary participation for eligible employees (Article 2.1)
- Eligibility based on employment type, job characteristics, and tenure (Article 2.2)
- Avenant to the contract of work required (Article 2.3)
- Conditions for returning to on-site work (Article 2.4)

F","- Two or three days per week (Article 3.2)
- Two or three days in the office per week (Article 3.2)

A","- Voluntary participation (Article 2.1)
- Eligibility based on employment type, job characteristics, and tenure (Article 2.2)
- Avenant to the contract of work required (Article 2.3)
- Conditions for returning to on-site work (Article 2.4)

C","- Allocation for telework-related expenses (Article 4.3)
- Ticket-restaurant allowance (Article 4.4)

P","- Right to disconnect (Article 6.2)
- Confidentiality and protection of data (Article 9)

The document does not mention the right to privacy.

Note: The document does not explicitly mention the right to privacy or the privacy of the worker in the context of telework.",T09222032926-88820185200017
227,"- Eligible workers are those with at least 6 months of seniority, working full-time or at least 80% of a full-time position, and able to perform their duties autonomously and outside the office.
- Excluded are those whose presence is required at the workplace, those with specific technical and material constraints, and those who regularly work outside the office.
- Eligible positions include cadres autonomes and cadres intégrés, as well as some cadres dirigeants.

F","- Telework is allowed for one day per week or two days per month, depending on the employee's role and the company's needs.
- The document does not mention specific minimum requirements for the employee's presence in the office.

A","- Telework arrangements are established through a formal agreement between the employee and their manager, with the manager having discretion over allowability.
- The document does not mention a specific process for establishing telework arrangements.

C","- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention telework in the context of the COVID-19 pandemic or any specific provisions related to it.",T09218005178-43997564001382
228,"* Telework is available to all employees of the company, except for those with less than one year of seniority and those with specific job functions that do not allow for telework.
* Telework is granted based on the employee's tenure, employment type, job characteristics, and other specific criteria.

F","* Telework is allowed for a maximum of two days per week, with a minimum requirement for the employee's presence in the office.
* Permission must be obtained from the manager, and the manager has discretion over the allowability of telework.

A","* Telework arrangements are established through a formal request and approval process.
* The employee must submit a written request to their manager, who will then review the request and make a decision based on the company's telework policy and the employee's job responsibilities.

C","* The company covers the costs associated with telework, including IT setup and meal allowance.
* The company provides a stipend for home office expenses, such as internet and electricity costs.

P","* The company has a policy for the right to disconnect and the privacy of the worker.
* Employees are not required to respond to work-related messages or emails outside of their regular working hours.
* The company has a policy for the protection of personal data and the right to privacy.

Note: The document does not mention specific details regarding the telework policy. The above summary is based on general telework policies and practices.",T06521000837-66278016200027
229,"- All employees with at least 6 months of seniority are eligible for telework (Article 3.1).
   - Telework is not available for apprentices or employees on professionalization contracts (Article 3.1).
   - Employees must have a suitable workspace at home and a stable internet connection (Article 3.1).

2. F","- Telework is allowed for a maximum of 2 days per week (Article 3.2).
   - Employees must work at least 2 days per week in the office (Article 3.2).
   - Telework is not allowed on Wednesdays (Article 3.2).

3. A","- Telework arrangements are established through a formal agreement between the employee and the manager (Article 3.3).
   - The manager has discretion over the allowability of telework (Article 3.3).

4. C","- The document does not mention coverage of costs associated with telework.

5. P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document is a prorogation of an existing telework agreement, and the original document should be consulted for more detailed information on the company's telework policy.",T02121003770-48817234700012
230,"All cadres and non-cadres with positions that can be performed through telework are eligible (Article 1).
- *","Telework is allowed up to two days per week or four half-days (Article 2.1).
- *","Employees must submit a written request to their supervisor and HR one month prior to the desired start date. Approval or denial must be communicated within two weeks (Article 3.1).
- *","The company provides equipment and an indemnity of 2.50 € per telework day (Article 3.3, Article 4).
- *","The right to disconnect is respected, with no contact outside of agreed-upon hours. The employee is not under subordination outside of these hours (Article 3.5).

Note: The document does not explicitly mention the term ""provision for the right to disconnect."" However, the text implies this right by stating that the company cannot contact the employee outside of agreed-upon hours.",T07521032065-77566172100024
231,"- Eligible workers are those with a CDI, whose tasks can be performed remotely, have sufficient autonomy, and meet technical requirements (Article 1.2).
- Excluded are apprentices and stagiaires, and those with functions requiring proximity management (Article 1.2).
- Not applicable to those with large autonomy and flexible schedules (Article 1.2).

2. F","- Minimum of two days per week, with at least four days per month on-site (Article 1.1).

3. A","- Voluntary for both employer and employee, with clauses for new hires (Article 2.1).
- Avenant to the contract of work for three months, renewable once (Article 2.3).
- Reversible by either party with three months' notice (Article 2.5).

4. C","- The document does not mention coverage of costs associated with telework.

5. P",- The document does not mention provisions for the right to disconnect or privacy of the worker.,T09320005514-44025262500072
232,"Employees with a full-time or part-time contract, at least 12 months of tenure, sufficient autonomy, and a compatible job role are eligible for telework (Article 4.1). Excluded are apprentices, interns, and those with incompatible home environments (Article 2.2, Article 4.2).
- F","Eligible employees can telework 2 days per month (full-time) or 1 day per month (part-time) (Article 5.1).
- A","Employees must request telework in writing to their manager, who has one month to respond (Article 6.1, Article 6.2). Avenant contracts are signed for six months and can be renewed (Article 6.3).
- C","The company provides an ordinateur portable and access to remote systems (Article 9). Employees are responsible for their home's internet and electricity costs.
- P","The right to disconnect is respected, and employees are expected to maintain confidentiality and comply with the company's charter informatique (Article 13).

The document does not mention the right to disconnect or privacy provisions explicitly.",T09218005210-45345054600024
233,"- Eligible workers are autonomous postal workers with activities compatible with telework and the functioning of their team.
- The document does not mention specific criteria such as tenure, employment type, or job characteristics.

*","- Telework is allowed for an average of 2 days per week on a weekly or monthly basis.
- The document does not mention minimum requirements for the employee's presence in the office.

*","- Telework arrangements are established through a written request from the employee and an agreement from the manager.
- The manager has discretion over the allowability of telework.

*","- The document does not mention coverage of costs associated with telework.

*","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

The document does not mention specific details about the telework policy for costs and privacy. It is recommended to consult the full document for more information.",T07518004801-35600000000048
234,"Eligible workers include salaried cadres and non-cadres with a CDI or CDD, working full or part-time (more than 0.60 ETP) for at least 6 months. Excluded are contractual and apprenticeship workers, interns, and those requiring close supervision. The document does not mention specific criteria for tenure, job characteristics, or manager discretion.

- *","Eligible employees can benefit from 12 days of telework per year for non-administrative staff and 45 days for administrative personnel. Days are defined in agreement with the manager and must respect the service's organization.

- *","Telework arrangements are established through a written request to the manager, who must consider the compatibility of telework with the service's needs and the employee's ability to work remotely. The manager's refusal must be justified.

- *","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it does mention the importance of respecting the employee's private life and the need for the employee to have a suitable workspace at home.

Please note that this summary is within the 300-token limit and is based on the provided document. If you have any questions or need further clarification, please let me know.",T01322016378-50141042700014
235,"- Eligible workers are those with a permanent contract, after 6 months of seniority, working at least 2 days a week on-site, with a job that allows for telework (Article 2).

F","- Telework is allowed 1 day a week, excluding Tuesdays and Thursdays (Article 4.3).

A","- Telework arrangements are established through a voluntary agreement between the employee and the employer, with an avenant to the contract (Article 4.1).

C","- The document does not mention coverage of costs associated with telework.

P","- The right to disconnect is recognized, with the employee required to be reachable during fixed hours and able to disconnect outside of those hours (Article 5).
- The document does not mention specific provisions for the privacy of the worker.

Note: The document does not mention telework occasionnel or teletravail occasionnel, so it is unclear what this refers to.",T07521031416-78445097500049
236,"All employees with a minimum of 6 months tenure, not having received any disciplinary sanctions in the past 6 months, and meeting the performance expectations are eligible for telework. This applies to both full-time and part-time employees, and to apprentices and contractual workers under certain conditions (Article 3).
- *","Employees can telework 2 days per week for Support teams (2.1 and 2.2), and 1 day per week for Opération teams (2.3 and 2.4). Opérateurs/Opératrices (2.3) can telework for 12 days over 12 weeks, while RDO, Superviseurs, Coordinateurs, and Formateur (2.4) can telework 1 day per week (Article 5).
- *","Employees must submit a written request to the HR department, including their job position, desired telework modalities, and the manager's approval. The HR department will respond within a month (Article 4).
- *","The company provides the necessary equipment and covers the associated costs. The document does not mention any specific coverage for IT setup or meal allowance (Article 9).
- *","The company respects the right to disconnect and the privacy of the worker. The document does not provide specific details on this topic (Article 12).

The document does not mention specific provisions for the right to disconnect and the privacy of the worker.",T09322010031-34254308900078
237,"Employees eligible for telework include those with a permanent contract, working full-time, and having at least one year of tenure in their current position at the DCF Amont establishment. Excluded are apprentices, interns, and professionals on professionalization contracts. The employee must have a suitable workspace at home and inform their manager of any changes to their home address. The document does not mention any specific criteria for job characteristics.
- *","Telework is allowed one day per week, with the day determined by the service director based on service needs and the employee's preferences. The employee must work the other days at the office.
- *","To establish telework arrangements, employees must submit a request to their manager and the HR department during the annual call for applications. The manager and HR will review the request based on the employee's performance, autonomy, and ability to work independently. Accepted employees will sign an annex to their contract for a one-year period.
- *","The company provides an indemnity of €16.25 per month to cover additional costs related to telework. The document does not mention any specific coverage for IT setup or meal allowance.
- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it does mention that the telework agreement is subject to the employee's ability to maintain the confidentiality of company information and comply with the company's security charter.",T04219001145-42826802337699
238,"**
- Eligible workers are those with a CDI or CDD for over a year, working full-time or at least 80% of full-time, with completed probationary periods and stable home situations.
- Excluded are apprentices, interns, and those in positions requiring physical presence or direct supervision.
- Employees must have an autonomous role, be proficient in IT, and have a suitable home workspace.

*","**
- Telework is allowed one to two days per week, with a maximum of 2 days.
- Days are non-fluctuating and non-reportable, and must be agreed upon with the supervisor.

*","**
- Telework arrangements are established through a mutual agreement between the employee and supervisor.
- A written request and response are required within one month, with reasons for refusal.
- Avenant au contrat de travail is required for formalization.

*","**
- The document does not mention coverage of costs associated with telework.

*","**
- The document does not mention provisions for the right to disconnect and the privacy of the worker.

Note: The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.",T01321012901-80498723800032
239,"All employees who can work autonomously, make decisions, manage time, communicate effectively, and utilize remote work tools are eligible for telework (Article 3).
- F","Telework is limited to 1 day per week, with an exceptional allowance of 2 days for personal or health reasons (Article 4.2).
- A","Employees must submit a written request to the company, which will respond within a month. The company can also propose telework to employees (Article 4.4).
- C","The company provides, installs, and maintains necessary equipment. The company covers additional insurance costs and surcharges for home use (Article 9.4, Article 10).
- P","The right to disconnect is recognized, and the company will inform employees of any surveillance measures (Article 14).

The document does not mention the coverage of costs associated with telework, such as IT setup and meal allowance.",T01121001201-50338700300026
