,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
210,"- **Article 1**: 
  - Alternants and interns are eligible for telework if they meet other criteria.
  - No changes to other eligibility conditions from the original agreement.

### F","- **Article 2.1**:
  - Maximum of two days per week for employees on permanent (CDI) and fixed-term (CDD) contracts.
  - Maximum of one day per week for alternants and interns.

### A","- **Article 2.1**:
  - Employees must request telework days from their managers.
  - Requests must be submitted via the ADP system.

### C","- The document does not mention costs.

### P",- The document does not mention privacy.,ACCOTEXT000044414555
211,"- **Article 6**: All employees of METROBUS, regardless of seniority or employment type (CDI, CDD, full-time, part-time, forfait jours), are eligible for telework. Employees in ""Home Office"" roles are excluded.

### F","- **Article 8.1**: Telework can be imposed up to 100% of the time based on public health recommendations. The number of telework days per week can be adjusted by the company according to public health guidelines.

### A","- **Article 8.1**: Telework arrangements are determined between the employee and their manager, potentially with input from HR. Managers have discretion over the specifics, including the distribution of telework days.

### C","- **Article 9**: The company provides a monthly telework allowance based on the number of telework days per week, ranging from €10 to €50. This covers costs like internet and phone usage.

### P","- **Article 8.3**: Employees have a right to disconnect outside of specified working hours. For hourly employees, this is outside their standard work hours. For those on a forfait jours, it is before 8:30 AM and after 8:30 PM. The company ensures the confidentiality of data and provides guidelines for data protection.

The document does not mention meal allowances.",ACCOTEXT000044414557
212,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed.

### A","- **Article Reference**: Article 4.2.2
- **Summary**:
  - The parties have agreed not to reopen negotiations on telework.
  - They prefer to wait to gain more perspective on the current telework agreement.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify coverage of costs associated with telework.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000044414558
213,"- **Article 5**: 
  - All employees whose telework request is approved by their hierarchy and the Human Resources Department.
  - Approval is based on the need to maintain service activity.

### F","- **Article 5**:
  - Employees can telework up to:
    - 1 day per week for 80% work time.
    - 1.5 days per week for 90% work time (can be taken as half-days or a full day every two weeks).
    - 2 days per week for 100% work time.
  - Exceptional circumstances (e.g., weather events, transport strikes) may allow additional telework days for employees equipped with VDI/VPN.

### A","- **Article 5**:
  - Telework days and preferences must be validated by the manager.
  - Formalized in the Workday tool via a specific form filled out by the manager, with a copy to the employee.
  - Changes to telework days can be requested by either the employee or employer with a 3-day notice for personal or operational reasons.

### C","- The document does not mention costs.

### P",- The document does not mention privacy.,ACCOTEXT000044414567
214,"- The document does not mention eligibility criteria for telework.

2. *","- The document does not mention the frequency of telework allowed.

3. *","- The document does not mention the process by which telework arrangements are established.

4. *","- The document does not mention the coverage of costs associated with telework.

5. *",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000044414568
215,"- The document does not mention eligibility criteria for telework.

2. *","- The document does not mention the frequency of telework allowed.

3. *","- The document does not mention the process by which telework arrangements are established.

4. *","- The document does not mention the coverage of costs associated with telework.

5. *",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000044414570
216,"- **Article 3**: Telework is open to employees who:
  - Can perform their tasks remotely using necessary IT tools.
  - Have a certain level of autonomy in their job.
  - Are not in their probationary period.
  - Have a suitable telework location.
  - Special provisions are made for employees with disabilities.

### F","- **Article 5.1**: 
  - Regular telework is allowed up to 2 days per week.
  - Additional days may be allowed for occasional telework or exceptional circumstances.

### A","- **Article 4**: 
  - Employees must submit a written request to their manager, including HR in the communication.
  - The manager reviews the request and responds within 7 days.
  - An agreement is formalized through an addendum to the employment contract.

### C","- **Article 8**: 
  - The company provides necessary IT equipment (e.g., laptop, screen, keyboard).
  - A monthly allowance of €20 is provided to cover additional telework expenses.

### P","- **Article 7.1**: 
  - Teleworkers must be reachable during their usual working hours.
  - Employees must respect legal and company rules on work hours and rest periods.
- **Article 9**: 
  - Employees must adhere to company data security and confidentiality policies.
  - Report any loss or damage of company equipment within 24 hours.

The document does not mention specific provisions for the right to disconnect.",ACCOTEXT000044891873
217,"(Article 1)
- **Eligible Workers**: The telework policy applies to all categories of employees, including Ouvriers, ETAM, and Cadres.
- **Criteria**: Specific criteria such as tenure, employment type, or job characteristics are not explicitly mentioned.

### F","(Article 1)
- **Frequency of Telework**: The document does not specify the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","(Article 1)
- **Establishing Telework Arrangements**:
  - Telework arrangements must be established through an agreement at the enterprise level.
  - Managers have discretion over the allowability of telework.
  - Negotiations for telework arrangements are to be conducted during the first semester of 2022.

### C","(Article 1)
- **Coverage of Costs**: The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

### P","(Article 1)
- **Right to Disconnect and Privacy**: The document does not mention provisions for the right to disconnect and the privacy of the worker.

**Note**: The telework policy is part of a broader agreement that includes various other employment conditions and benefits.",ACCOTEXT000044414575
218,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework, including criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established, including whether permission must be obtained and whether the manager has discretion over the allowability of telework.

### C","- **Article Reference**: Article 1
- **Summary**:
  - A monthly compensatory allowance is provided to employees engaged in contractual telework.
  - This allowance covers all expenses related to telework, including utilities (gas, electricity, heating), internet, and the use of part of the home for professional purposes.
  - For 2021, the allowance is set at 50 euros per month for five days of telework per week, totaling 600 euros annually.
  - The amount may be reviewed annually based on URSSAF recommendations.
  - The allowance is listed as ""Prime Homeworking Nanterre"" on the payslip.
  - Occasional and exceptional telework does not qualify for this allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000044473581
219,"(Article 1.2)
- Applies to all sedentary employees working at the company's headquarters.
- No sedentary function is inherently non-teleworkable, but some may have temporary restrictions in exceptional circumstances.
- Itinerant functions are not covered and will have specific a","(Article 2.2 and 3.1)
- Equal split: 50% on-site, 50% telework.
- Alternating weeks: 2 days on-site in even weeks, 3 days on-site in odd weeks.
- Adjustments possible for part-time employees or those with specific needs.

### A",".

### Frequency (Article 2.2 and 3.1)
- Equal split: 50% on-site, 50% telework.
- Alternating weeks: 2 days on-site in even weeks, 3 days on-site in odd weeks.
- Adjustments possible for part-time employees or those with specific needs.

### Arrangements (Article 2.1 and 3.2)
- Telework is voluntary for both employee and employer.
- No need for individual contract amendments; applicable directly from the effective date.
- Managers may require on-site presence for operational needs with sufficient notice.

### C","(Article 5)
- Company provides necessary professional equipment.
- Employees receive a flat-rate allowance for telework-related expenses, exempt from social contributions.
- No coverage for personal travel, meals, or accommodation costs if the employee chooses to work far from the headquarters.

### P","(Article 4)
- Right to disconnect is maintained.
- Standard work duration and rest periods apply.
- Health and safety rules, including risk assessment and accident liability, remain in force.
- Measures to prevent social isolation and support individual difficulties are in place.

The document does not mention meal allowance specifically.",ACCOTEXT000044414599
220,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework based on criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: Préambule
- **Summary**:
  - Employees must work on-site 2 days per week.
  - Employees are allowed to telework 3 days per week.
  - This arrangement may change based on the evolving health situation.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established, such as whether permission must be obtained or if the manager has discretion over telework allowability.

### C","- **Article Reference**: Préambule
- **Summary**:
  - The agreement aims to compensate costs related to telework during the health crisis.
  - Specific costs covered are not detailed in the provided text.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not provide provisions for the right to disconnect or the privacy of the worker.

This summary adheres to the 300-token limit and provides a concise overview of the telework policy based on the provided document.",ACCOTEXT000044414600
221,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework, including criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: Title 1, Paragraph 4
- **Summary**:
  - Telework must be formalized by an amendment to the employee's contract.
  - Additional telework days due to a state of emergency are considered occasional telework.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000044473599
222,"- **Article 2**: Eligible workers include those with effective employment at ARVAL SERVICE LEASE during the specified periods (16 March 2020 - 31 December 2020 and 1 January 2021 - 31 October 2021).
- Exclusions: Interns, vacation workers, occasional non-monthly staff, detached and expatriated personnel, and ""nomadic"" employees (who follow a different work arrangement).

### F","- The document does not mention the frequency of telework allowed.

### A","- The document does not mention the process by which telework arrangements are established.

### C","- **Article 2**: Indemnity for telework costs is provided based on the number of telework days:
  - ≥120 days: €300
  - 80-119 days: €200
  - 40-79 days: €100
  - <40 days: No indemnity
- **Article 3**: Meal allowance based on telework days:
  - ≥120 days: €100
  - 80-119 days: €70
  - 40-79 days: €30
  - <40 days: No allowance

### P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000044473605
223,"- **Article 1**: 
  - Eligible workers include both cadre (executive) and non-cadre (non-executive) employees with a permanent contract (CDI).
  - Temporary contract (CDD) employees may be considered on a case-by-case basis.
  - Employees must have completed their probation period (CDI) or have at least one month of seniority (CDD).
  - Interns and apprentices are not eligible.
  - Eligibility is evaluated by service, prioritizing the service's mission and functionality.

### F","- **Article 2**:
  - Eligible employees can telework up to 4 days per week.
  - Employees must be physically present in the office at least 4 days per month.
  - Telework days are planned monthly in consultation with the manager, ensuring service functionality and social connection.

### A","- **Article 3**:
  - Telework arrangements must be formalized through a note and follow the procedure outlined in Articles 4.1 and 4.2 of the original agreement.
  - Managers have discretion to organize telework schedules, either by imposing all telework days or a mix of fixed and flexible days.
  - Employees must declare telework days via HR platforms ADP or Octime.

### C","- The document does not mention costs.

### P",- The document does not mention privacy.,ACCOTEXT000044519684
224,"- The document does not mention eligibility criteria for telework.

2. *","- The document does not mention the frequency of telework allowed.

3. *","- The document does not mention the process by which telework arrangements are established.

4. *","- The document does not mention the coverage of costs associated with telework.

5. *",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000044473614
225,"- **Criteria**: Employees with permanent or fixed-term contracts, including professionalization or apprenticeship contracts, are eligible. Specific attention is given to new hires and alternates to ensure proper supervision and integration.
- **Exclusions**: Senior executives without hourly references are excluded.
- **Reference**: Article 1.4

### F","- **Regular Telework**: 1 to 3 days per week, with exceptions for medical recommendations or specific business needs.
- **Occasional Telework**: Up to 25 days per year, with a maximum of 5 days per month.
- **Reference**: Articles 2.1, 3.1

### A","- **Process**: Employees must submit a request electronically, which is subject to approval by their manager and HR. Managers have discretion over the allowability of telework.
- **Reference**: Articles 2.2, 3.2

### C","- **Coverage**: The company provides necessary IT equipment but does not cover internet or other telework-related expenses. No meal allowances are provided.
- **Reference**: Article 5.1

### P","- **Right to Disconnect**: Employees have the right to disconnect outside of agreed availability hours.
- **Privacy**: The company cannot access the employee's home without prior written consent, except for technical or security reasons.
- **Reference**: Articles 7.1, 7.2",ACCOTEXT000044473630
226,"- **Article Not Mentioned**: The document does not mention specific criteria for worker eligibility for telework, such as tenure, employment type, or job characteristics.

### F","- **Article 1**: 
  - Maximum of 2 days of telework per week.
  - Exceptionally, up to 3 days per week with the approval of the Business Unit Director.

### A","- **Article 3**:
  - Telework arrangements are formalized through a ""fiche d’engagement"" (commitment form).
  - This form must be signed by both the employee and the manager.
  - The company will inform employees of any substantial changes to telework modalities.

### C","- **Article 2**:
  - A monthly flat-rate allowance is provided to cover telework-related expenses.
  - €9 per month for 1 day of telework per week.
  - €18 per month for 2 days of telework per week (also applicable for exceptional cases of 3 days per week).

### P",- **Article Not Mentioned**: The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000046153332
227,"- **Article 2.2**: 
  - Employees must undergo a 3-month adaptation period to assess suitability for telework.
  - Employees who worked during March 2020 – September 2021 and request regular telework are exempt from this period.

### F","- **Article 3.1**:
  - Option 1: 1 or 2 fixed days of telework per week, with flexibility to change days based on professional/personal needs.
  - Option 2: Up to 8 telework days per month, which can be consecutive or non-consecutive.

### A","- **Article 3.1**:
  - Employees must choose their telework option in a written request.
  - Telework days must be approved by the hierarchical manager.
  - Annual review during the appraisal interview to validate or invalidate the continuation of telework.

### C","- **Article 4.1**:
  - Employees are responsible for ensuring the compliance of their telework location (electrical installations, internet access, fire safety, data protection).
  - Employees must inform their insurer about teleworking with employer's equipment and provide a ""multirisque habitation"" insurance certificate.
  - No mention of IT setup or meal allowance coverage.

### P",- The document does not mention privacy provisions or the right to disconnect.,ACCOTEXT000044519710
228,"(Article 3.3)
- No specific tenure required.
- Applies to roles where tasks can be performed remotely.
- Managers should favor on-site presence during the first month for new hires.
- Apprentices, interns, and those needing strong managerial support may have limited telework options.

### F","(Article 2.3.1)
- Hybrid model: Minimum 60% on-site, maximum 40% remote.
- Weekly: At least 3 days on-site, up to 2 days remote.
- Flexibility for planning over multiple weeks, ensuring at least one on-site day per week.

### A","(Article 3.1)
- Telework is not mandatory or an individual right.
- Requires collective agreement within teams.
- Managers can adjust or revoke telework based on operational needs and performance.

### C","(Article 4.2)
- Company provides necessary IT equipment (laptops, screens, etc.).
- Co-investment for ergonomic chairs, with the company contributing up to €150.
- No mention of meal allowances.

### P","(Annex 1 & 2)
- Right to disconnect: Adherence to legal work hours, rest periods, and disconnection rules.
- Confidentiality: Strict rules on handling sensitive information and IT system usage.
- No personal printing or use of non-company devices.

The document does not mention meal allowances.",ACCOTEXT000045162277
229,"(Article 4.4)
- **Permanent and intermittent employees** are eligible for telework.
- **Criteria**: Must be in roles that can be performed remotely and have managerial approval.

### F","(Article 4.4)
- **Regular and occasional telework** are allowed.
- **Frequency**: Specific details on the number of days per week are not provided in the document.

### A","(Article 4.4)
- **Process**: Telework arrangements must be established through an agreement.
- **Managerial Discretion**: Managers have the discretion to approve telework based on job suitability and organizational needs.

### C","(Article 4.4)
- **Coverage**: The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

### P","(Article 4.2)
- **Right to Disconnect**: Employees have the right to disconnect from digital tools during rest periods, weekends, and holidays.
- **Privacy**: The document does not mention specific privacy provisions for teleworkers.

This summary adheres to the 300-token limit and provides a clear overview of the telework policy for employees.",ACCOTEXT000044995106
230,"(Article not specified)**

- The document does not mention eligibility criteria for telework.

*","(Article not specified)**

- The document does not mention the frequency of telework allowed.

*","(Article not specified)**

- The document does not mention the process by which telework arrangements are established.

*","(Article not specified)**

- The document does not mention the coverage of costs associated with telework.

*","(Article not specified)**

- The document does not mention provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000044562412
231,"(Article 2)
- **Criteria for Eligibility**:
  - Must be able to perform duties autonomously.
  - Job must be feasible to perform remotely.
  - Requires good time management and proficiency in necessary IT applications.
  - Must have a suitable work environment (quiet, well-lit, proper electrical setup).
  - Must be equipped with a professional laptop, VPN configuration, and high-speed internet.

### F","(Article 9)
- **Allowed Frequency**:
  - Categories A and B: Up to 2 days per week.
  - Must work at least 3 days per week in the office.
  - Category C: Telework is occasional and based on specific needs.
  - Exceptions: More than 2 days per week allowed for rare skills or personal mobility reasons.

### A","(Article 5)
- **Establishing Telework**:
  - Requires written request and approval from the manager, regional director, and HR.
  - Different validation processes for Categories A, B, and C.
  - Formal agreement for Categories A and B; occasional telework for Category C requires manager approval.

### C","(Article 11)
- **Cost Coverage**:
  - Allocation of €2 per telework day, up to €20 per month.
  - Meal allowance provided through restaurant tickets for telework days.
  - Applicable only to Categories A and B.

### P","(Article 18)
- **Privacy Provisions**:
  - Right to disconnect as per the 2017 agreement.
  - Confidentiality of data must be maintained.
  - Specific rules for data protection and use of IT resources.

The document does not mention any other specific topics.",ACCOTEXT000044891901
232,"- **Article 1**: 
  - Eligible workers include employees of LafargeHolcim Ciments / LafargeHolcim Distribution whose usual workplace is the headquarters in Clamart, moving to Issy-les-Moulineaux from February 1, 2022.

### F","- **Article 2**:
  - Regular telework is allowed up to 3 days per week.
  - Employees must be present in the office at least 2 days per week.
  - Exceptions for up to 4 additional telework days per month can be granted for pregnant women, employees over 55, and those with increased commute times due to the office relocation.

### A","- **Article 2**:
  - Telework arrangements require approval from the employee's direct manager.
  - Managers have discretion to grant additional telework days under specific conditions.

### C","- **Article 3**:
  - A fixed annual allowance of up to 440 euros is provided based on the average number of telework days per month.
  - No additional meal allowances are provided, but existing meal ticket entitlements remain unchanged.

### P","- The document does not mention privacy provisions.

**Note**: The summaries are based on the specified articles in the document.",ACCOTEXT000044891903
233,"- **Article Reference**: Article 2
- **Summary**:
  - Telework eligibility is based on job characteristics and the experience during the health crisis.
  - Specific criteria such as tenure or employment type are not explicitly mentioned.

### F","- **Article Reference**: Article 2
- **Summary**:
  - The document does not specify the frequency of telework allowed or minimum requirements for office presence.

### A","- **Article Reference**: Article 2
- **Summary**:
  - Telework arrangements will be negotiated and implemented within the Association.
  - The process for obtaining permission and the manager's discretion over telework is not detailed.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**:
  - The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not mention provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000045333836
234,"- **Criteria**: The document does not mention specific criteria for telework eligibility.
- **Article**: Not specified.

### F","- **Allowed Frequency**: The document does not mention the frequency of telework allowed.
- **Article**: Not specified.

### A","- **Process**: The document does not mention the process by which telework arrangements are established.
- **Article**: Not specified.

### C","- **Coverage**: The document does not mention the coverage of costs associated with telework.
- **Article**: Not specified.

### P","- **Provisions**: 
  - Ensures the right to disconnect and regulates the use of digital tools to respect rest and personal time.
  - Aims to balance personal and professional life.
- **Article**: Article 2a (Bloc 2 – Qualité de vie au travail).",ACCOTEXT000045333837
235,"- **Article 1.1 & 2.1**: 
  - Full-time employees are eligible for both ""fixed"" and ""flexible"" telework.
  - Part-time employees (80% schedule) are eligible for one day of ""fixed"" telework per week.
  - Additional eligibility for ""flexible"" telework includes:
    - Employees using public transport.
    - Recognized disabled workers.
    - Pregnant women from the 3rd month of pregnancy.

### F","- **Article 1.2 & 2.2**:
  - **Fixed Telework**:
    - Managers: 1 day per week.
    - Non-managers: 2 days per week.
    - Part-time employees: 1 day per week.
  - **Flexible Telework**:
    - Full-time employees: 1 day per week.
    - Additional 1 day per week for eligible employees (public transport users, disabled workers, pregnant women).

### A","- **Article 1.1 & 2.1**:
  - Telework days are agreed upon between the employee and the manager.
  - Flexible telework requires manager approval.
  - A 4-day notice is recommended for flexible telework.

### C","- **The document does not mention costs**.

### P",- **The document does not mention privacy**.,ACCOTEXT000044891925
236,"- **Article 1**: The telework policy applies to itinerant employees of ANTARGAZ in France.
  - Includes commercial itinerant roles and HSE itinerant roles such as the industrial transport safety and security manager.

### F","- The document does not mention the frequency of telework allowed.

### A","- The document does not mention the process by which telework arrangements are established.

### C","- **Article 2**: A monthly allowance of 10€ for home office use, exempt from social charges and income tax.
- **Article 3**: Reimbursement of internet costs up to 20€ per month upon presentation of receipts.
- **Article 4**: 50% reimbursement for professional equipment (desk, ergonomic chair) up to 150€, one-time only, with receipts.
- **Article 5**: Monthly allowance of 3 meal vouchers for home-based work, provided digitally.

### P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000044562435
237,"(Article 3.1)
- **Voluntary Basis**: Telework is voluntary and initiated by the employee.
- **Job Characteristics**: Functions or tasks must not require major use of employer-specific equipment or data.
- **Employee Criteria**: 
  - Must be a permanent employee (CDI) and not in a notice period.
  - Must work at least 3/5th of full-time hours.
  - Must have validated their trial period.
  - Must be autonomous and proficient in necessary IT tools.
- **Location Criteria**: 
  - Must have a dedicated workspace at home.
  - Must allow potential health and safety inspections.
  - Must have necessary insurance and internet connectivity.

### F","(Article 3.3)
- **Minimum Office Presence**: At least one day per week in the office.
- **Managerial Discretion**: Managers can require presence for meetings, training, or client interactions.
- **Team Coordination**: Managers can limit the number of team members teleworking on the same day to ensure team functionality.
- **Restrictions**: Telework is not allowed on bridge days.

### A","(Article 3.3)
- **Manager Approval**: Telework requests must be approved by the manager.
- **Flexibility**: Managers can accept or refuse telework based on team needs and operational requirements.

### C","- **The document does not mention costs**.

### P",- **The document does not mention privacy**.,ACCOTEXT000044562436
238,"- **Article 1**: Eligible employees must:
  - Hold a full-time or part-time permanent contract (minimum 80%).
  - Have at least six months of tenure in their current position.
  - Demonstrate sufficient autonomy and not require close managerial support.
  - Occupy a role that can be partially performed remotely, as assessed by their manager.
  - Have a home setup that meets technical requirements, including a dedicated workspace, high-speed internet, and compliant electrical installation.
- Exclusions: Employees with itinerant roles, senior executives, apprentices, interns, and those in long-term training.

### F","- **Article 6**: Telework is limited to a maximum of two days per week.
  - Days cannot be split into half-days.
  - No carryover of unused telework days to subsequent weeks.
  - Exceptions for temporary increased telework due to medical reasons, subject to approval.

### A","- **Article 3**: Telework requires approval from both the direct manager and the HR department.
  - Employees must submit a written request to HR.
  - The manager reviews the request, and HR provides a written response within one month.
  - Occasional telework also requires prior authorization.
  - An annual review of telework arrangements will be conducted.

### C","- **Article 11**: The company provides a daily allowance of €2.50 per telework day.
  - This covers costs related to workspace adaptation, internet, and utilities.

### P","- **Article 9**: Employees have the right to disconnect, with contact limited to their usual working hours.
  - **Article 14**: Employees must adhere to IT security protocols and maintain confidentiality.
  - **Article 12**: The company respects employees' privacy and does not require the use of personal phone lines for work communications.

The document does not mention meal allowances.",ACCOTEXT000046153334
239,"(Article 2)
- **Eligible Workers**: All employees except those whose roles require daily physical presence.
- **Manager's Discretion**: Employees must have autonomy in certain tasks, as assessed by their manager.
- **Adaptation Period**: A recommended 3-month on-site period for new employees or those needing to gain autonomy.
- **Technical Requirements**: Employees must ensure they have the necessary material conditions, including insurance, workspace, and internet connectivity.

### F","(Article 3)
- **Minimum On-Site Presence**: At least 8 days per month.
- **Flexibility**: Managers can require more on-site days based on team and activity needs.
- **Special Cases**: Employees can neutralize 2 months of the year from the on-site requirement with manager approval.

### A","(Article 4)
- **Initiation**: Employees must request telework during their annual review.
- **Approval**: Managers must ensure telework compatibility with team and service needs.
- **Reversibility**: Both employees and managers can end telework arrangements with appropriate notice.

### C","(Article 13)
- **Indemnity**: A fixed annual indemnity of €420, paid in monthly installments of €35, to cover telework-related expenses.
- **Equipment**: Audiens provides necessary IT and communication equipment, including laptops, monitors, and headsets.

### P","(Article 17)
- **Right to Disconnect**: Employees should not be contacted outside of agreed working hours, except in exceptional circumstances.
- **Confidentiality**: Employees must adhere to company standards for data security and confidentiality.

The document does not mention meal allowance.",ACCOTEXT000044808254
240,"- **Article 3**: 
  - All employees whose job duties are compatible with remote work.
  - Employees must have demonstrated a certain level of autonomy in their tasks.
  - Autonomy is assessed by the manager, potentially in consultation with HR.

### F","- **Article 4**:
  - Telework days are determined by the manager in consultation with the employee.
  - On-site presence may be required based on job duties, projects, and overall office occupancy.
  - Specific situations may necessitate more on-site presence.

### A","- **Article 4**:
  - Telework arrangements are made based on the needs of the activity and the employee.
  - Managers have discretion over the days employees need to be on-site.
  - HR will review urgent personal situations requiring telework or a return to the office.

### C","- **Article 6**:
  - Employees receive a flat-rate telework allowance of 30 euros per month.
  - This allowance covers general expenses like electricity and internet.
  - The allowance is retroactive from January 1, 2021.
  - Long-term absences do not qualify for this allowance.
  - Telework does not affect public transport reimbursement.

### P","- **Article 7**:
  - Employees must be reachable during work hours via provided professional tools.
  - Employees must provide a personal mobile number for emergency contact.
  - The document does not mention specific provisions for the right to disconnect.

This summary adheres to the 300-token limit.",ACCOTEXT000044891956
241,"- **Article 3**: All employees whose job duties are compatible with remote work are eligible. Employees must have demonstrated a certain level of autonomy in their tasks, as assessed by their manager, potentially in consultation with HR.

### F","- **Article 4**: The frequency of telework is flexible and determined by the manager in consultation with the employee, based on the needs of the activity, service, and team support. More on-site presence may be required depending on the tasks and projects assigned.

### A","- **Article 4**: Telework arrangements are established through discussions between the employee and their manager. The manager has discretion over the allowability of telework, considering the overall occupancy of the premises and the specific needs of the employee and the organization.

### C","- **Article 6**: Employees receive a flat-rate telework allowance of 30 euros per month to cover general expenses such as electricity and internet. This allowance is not provided during long-term absences. Telework does not affect the reimbursement of public transport costs.

### P","- **Article 7**: Employees must be reachable during working hours via provided professional tools and a personal mobile number for emergencies. The document does not explicitly mention the right to disconnect but implies continuous availability during work hours. 

The document does not mention specific privacy provisions beyond the requirement to be reachable and the use of professional tools.",ACCOTEXT000044891957
242,"- **Article 3**: All employees whose job duties are compatible with remote work are eligible. Employees must have demonstrated a certain level of autonomy in their tasks, as assessed by their manager, potentially in consultation with HR.

### F","- **Article 4**: The frequency of telework is flexible and determined by the manager in consultation with the employee, based on the needs of the activity, service, and team support. More on-site presence may be required depending on the tasks and projects assigned.

### A","- **Article 4**: Telework arrangements are established through discussions between the employee and their manager. The manager has discretion over the allowability of telework, considering the overall occupancy of the premises and the specific needs of the employee and the organization.

### C","- **Article 6**: Employees receive a flat-rate telework allowance of 15 euros per month to cover general expenses like electricity and internet. This allowance is provided for July and August 2021 and does not affect public transport reimbursement.

### P","- **Article 7**: Employees must be reachable during work hours via provided communication tools and a personal mobile number. The document does not explicitly mention the right to disconnect or specific privacy provisions beyond the need to be reachable for work-related communications.

If any topic is not mentioned, it is stated as such.",ACCOTEXT000044891958
243,"- **Article Reference**: The document does not mention specific article numbers.
- **Summary**:
  - Telework is based on employee voluntarism.
  - No specific criteria such as tenure, employment type, or job characteristics are mentioned.

### F","- **Article Reference**: The document does not mention specific article numbers.
- **Summary**:
  - The document does not specify the frequency of telework allowed or minimum requirements for office presence.

### A","- **Article Reference**: The document does not mention specific article numbers.
- **Summary**:
  - Telework arrangements are voluntary.
  - No specific process for obtaining permission or manager discretion is detailed.

### C","- **Article Reference**: The document does not mention specific article numbers.
- **Summary**:
  - The organization requested an indemnity of €10/month for 1 day of telework per week.
  - The company declined this proposal, stating no obligation to provide telework equipment or indemnity.

### P","- **Article Reference**: The document does not mention specific article numbers.
- **Summary**:
  - The document does not mention provisions for the right to disconnect or worker privacy.

If you have any further questions or need additional details, please let me know!",ACCOTEXT000044808256
244,"- The document does not mention eligibility.

*","- The document does not mention frequency.

*","- The document does not mention arrangements.

*","- The document does not mention costs.

*","- The document does not mention privacy.

The provided document primarily focuses on the extension of the telework agreement due to the ongoing health crisis, without detailing specific policies related to eligibility, frequency, arrangements, costs, or privacy.",ACCOTEXT000044891970
