,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
74,"- Eligible workers are those with a CDI, CDD, or apprenticeship contract, not in a trial period, with at least 3 months in their post, and meeting specific activity, profile, expertise, technical, and team criteria.
- Stagiaires are not eligible, except with school and manager/tutor agreement.
- The document does not mention eligibility for specific job categories or roles.

*","- The document does not explicitly state the frequency of telework allowed.
- It does mention that telework is not allowed if the employee has more than 2 days of absence per week.

*","- Telework arrangements are established through a formal request process, with the manager and DSI validating the request.
- The document does not mention the manager's discretion over the allowability of telework.

*","- The document does not explicitly mention coverage of costs associated with telework.
- It does mention an indemnity for installation of up to 150€ TTC for teleworkers with RQTH.

*","- The document does not explicitly mention provisions for the right to disconnect and the privacy of the worker.
- It does mention the right to disconnect in the context of the ""Charte d'utilisation des moyens informatiques, des outils numériques et du Système d'Information (SI)"" and the Règlement Intérieur.

The document does not mention specific topics such as the number of days allowed for telework, the process for establishing telework arrangements, or the coverage of costs associated with telework. It does mention the right to disconnect in the context of the ""Charte d'utilisation des moyens informatiques, des outils numériques et du Système d'Information (SI)"" and the Règlement Intérieur.",T06921018314-37799455300107
75,"The telework policy applies to all employees with a CDI or CDD contract and at least one year of tenure, excluding apprentices and those with performance issues. Eligible functions are primarily support and functional roles, with a list of specific jobs annexed to the document. Employees must have access to portable IT tools and high-speed internet at home (Art. 2).

- *","Telework is meant to be occasional, with a maximum of 5 days per month. Certain events, such as team meetings, training, televente, inventory, clôture de compte, and client visits, are excluded (Art. 4).

- *","Telework arrangements are established through a formal request to the direct supervisor or HR, with a response required within a reasonable timeframe. Days of telework are to be recorded in advance on the absence management system (Art. 5).

- *","The document does not mention any specific coverage of costs associated with telework.

- *","The right to disconnect is respected during telework, with employees required to be available during regular working hours and to respond to communications. The document emphasizes the importance of maintaining confidentiality and avoiding misuse of data (Art. 7).

Confidentiality and data protection are essential aspects of the telework policy, with employees committing to respecting the company's charter and règlement intérieur. The document does not explicitly address the right to disconnect or privacy beyond the general mention of confidentiality and data protection.",T05720003669-35880016700076
76,"- Telework is open to full-time or part-time employees (at least 80% of a full-time position) who can work autonomously and have a compatible job function.
- The employee's role must be adaptable to telework, and they must have adequate workspace and computer skills.
- New hires and apprentices have limited eligibility during their integration period.
- The company maintains a list of ineligible job families.

F","- Telework is allowed for a minimum of one day per week, with a maximum of three days per week.
- Exceptions may be made for specific circumstances or roles.

A","- Telework arrangements are established through mutual agreement between the employee and the company.
- The employee must submit a request form and receive approval from their manager and the HR department.
- Temporary or occasional telework may be granted on a case-by-case basis.

C","- The company does not cover the costs of internet, electricity, or other utilities related to telework.
- Employees receive meal vouchers based on their presence in the office.

P","- The company and employee agree on work hours and communication methods.
- The company encourages employees to disconnect outside of work hours and respect their personal time.
- The company provides training on the right to disconnect and the use of digital tools.
- The company has a policy for handling personal data and respecting privacy.

The document does not mention specific provisions for the right to disconnect and privacy beyond the general principles outlined above.",T07222004048-32533833300025
77,"- All employees are eligible for telework, regardless of their employment contract or job characteristics.
- The employee must have at least six months of seniority in their job and demonstrate autonomy, good time management, mastery of their post, good organizational skills, and good knowledge of the IT environment.
- The employee's home must meet certain conditions, such as having an appropriate workspace, an internet connection, and an attestation of conformity for electrical installations.

*","- Telework is allowed for a maximum of 40 days per year, with a minimum of two days per week in the office.
- Two consecutive days can be taken, and the employee can choose their days within the limits of the organization's needs and the manager's approval.

*","- Telework is established through a formal request process, with the employee completing a questionnaire and the employer examining the request based on the employee's eligibility and the organization's needs.
- The employee must provide necessary documents, such as an internet subscription, an attestation of conformity for electrical installations, and an attestation of their bailleur's authorization for telework at home.

*","- The employer covers the costs of the telework setup, including the internet subscription and the cost of the diagnostic of conformity for electrical installations.
- The employee receives a monthly indemnity for professional expenses related to telework, depending on the number of days worked remotely.

*","- The employee has the right to disconnect and is not required to respond to work-related messages or calls outside of their established work hours.
- The employee is responsible for ensuring their workspace is safe and compliant with the organization's security and confidentiality policies.

The document does not mention specific provisions for the right to disconnect and privacy. However, the document does mention that the employee must have a safe and compliant workspace at home.",T04321001394-77914559800016
78,"- Full-time or part-time employees with at least 6 months of tenure in CDI, CDIC, or CDD contracts are eligible.
   - Exclusions: Cadre Dirigeant, salariés on contrat en alternance, stagiaires, and salariés with RQTH (except for specific cases).
   - Voluntary participation.
   - The document does not mention specific job characteristics or criteria.

2. F","- Limited to one day per week, excluding Mondays and Wednesdays.
   - No possibility to report days from one week to another.
   - The document does not mention minimum requirements for office presence.

3. A","- Initiated by a written request from the employee.
   - Approval by the CEO and RH service.
   - Avenant to the contract of work for 1 year with tacit renewal.
   - The document does not mention specific arrangements for permission or manager discretion.

4. C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

The document does not mention specific details regarding the right to disconnect or privacy provisions for teleworkers.",T05720003781-44397679000073
79,"- Eligible workers are those in CDI or CDD for more than 6 months, with a compatible job and autonomy to work remotely.
- Excluded are those in apprenticeships, professional contracts, or stages.
- The document does not mention specific tenure or employment type criteria.

*","- Telework is allowed up to 3 days per week, with a minimum of 2 days on-site.
- The 2 days on-site can be fixed or variable, depending on the manager's discretion.

*","- Telework arrangements are established through a workflow process, with a 21-day response time for managers.
- The manager and employee must agree on the telework days and conditions.

*","- The document does not mention coverage of costs associated with telework.

*","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

The document does not mention specific criteria for eligibility, such as tenure, employment type, job characteristics, or anything else. The frequency of telework allowed is up to 3 days per week, with a minimum of 2 days on-site. The process for establishing telework arrangements is through a workflow process with a 21-day response time for managers. The document does not mention coverage of costs associated with telework or specific provisions for the right to disconnect and privacy of the worker.",T09220021438-37904139500011
80,"- The telework policy applies to CDI employees with at least one year of tenure in the company, excluding alternants, CDDs of less than one year, and stagiaires.
- The policy covers specific services in the Directions of Support Functions, Enterprise, and certain services in the Regional Directorates' headquarters.
- The policy is not applicable to the network's retail and specialized functions due to the direct client relationship and the bank's strategic principles.

*","- Telework is allowed for up to 8 days per month, with a minimum requirement for employee presence in the office.
- The policy does not provide specific details on minimum presence requirements.

*","- Telework arrangements are established through a process involving the manager's discretion and permission.
- The document does not provide specific details on the process for obtaining permission or the manager's discretion.

*","- The document does not mention any coverage of costs associated with telework, such as IT setup or meal allowance.

*","- The policy includes provisions for the right to disconnect and privacy of the worker.
- The document does not provide specific details on the right to disconnect or privacy protection measures.

Please note that the document does not mention specific details for some categories, and the response is based on the provided information.",T07521030767-77566561500347
81,"All employees with at least six months of seniority and a CDI or CDD contract are eligible for telework, except for those in specific roles that require on-site presence (e.g., reception, cleaning, and in-person sales). The company will provide an ergonomic workstation for those working from home.
- *","Telework is allowed for up to three days per week, with a minimum of one day in the office. The company will provide an ergonomic workstation for those working from home.
- *","Telework arrangements are established through a mutual agreement between the employee and manager, with the possibility of up to three days per week. The company will provide an ergonomic workstation for those working from home.
- *","The company will reimburse teleworkers for up to 30 euros per month for electricity and internet expenses. The company will provide an ergonomic workstation for those working from home.
- *","The company will respect the right to disconnect and ensure that teleworkers have a balance between their professional and personal lives. The company will provide an ergonomic workstation for those working from home.

Note: The document does not mention specific policies regarding the right to disconnect and privacy. The company will provide an ergonomic workstation for those working from home.",T07522039707-77567855000143
82,"- Employees with at least one year of effective tenure in the company and under a French employment contract attached to the Parisian headquarters are eligible for telework.
   - Employees must reside in France and have demonstrated the ability to work autonomously and responsibly.
   - People with disabilities are prioritized for telework.
   - Temporary telework can be granted to employees with reduced mobility or on a therapeutic leave. (Article 2.1)

2. F","- Telework can be regular or occasional.
   - Regular telework is a durable form of work organization with predetermined, regular work-from-home days.
   - Occasional telework is for specific circumstances, such as pandemics, natural disasters, or personal reasons. (Article 2)

3. A","- Telework arrangements are established through a voluntary, three-step process:
     - Completing a candidacy form
     - Validation by IT/BCS for technical feasibility
     - Final validation by the Direction des ressources humaines (Human Resources) (Article 3.2)

4. C","- The document does not mention any specific coverage for telework costs.

5. P","- The document does not mention provisions for the right to disconnect or telework privacy.

Note: The document does not mention specific details about the right to disconnect or telework privacy.",T07518002489-69203248500108
83,"- Full-time or part-time (80% minimum) employees with a minimum of one year of tenure and six months of presence in the post.
   - Job roles that can be partially and regularly performed at a distance.
   - Employees with a preconization from the Medical Department for telework due to health reasons.
   - Employees with required technical resources at home for telework.
   - The document does not mention any other specific criteria.

2. F","- Two days per week maximum.
   - A minimum of three days per week on-site for full-time employees.
   - No telework on days with reduced working hours or during the trial period.
   - The document does not mention specific days or periods.

3. A","- Voluntary request by the employee and manager's approval.
   - Validation by the HR department and site director.
   - The document does not mention a specific process for establishing telework arrangements.

4. C","- The document does not mention any specific coverage of costs associated with telework.

5. P","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

The document does not provide specific details on the coverage of costs associated with telework or the right to disconnect and privacy provisions for teleworkers.",T04921005796-33964663000063
84,"**

* Eligible workers are salaried employees who are cadres or non-cadres under CDI(C) or CDD at 80% or more, have completed a 6-month probationary period, and are not under professional or apprenticeship contracts, internships, or other alternating contracts.
* The employee's post must be eligible for telework, and they must have the necessary autonomy and skills to perform their duties remotely.
* The employee's home must meet specific conditions, including having a dedicated workspace and a stable internet connection.

*","**

* Telework is allowed for a maximum of 1 day per week for fixed days and 2 days per week for fluent days.
* The telework arrangement is for an indefinite period, but either party can terminate it with a 14-day notice.

*","**

* Telework arrangements are established through a mutual agreement between the employee and their manager.
* The employee must submit a request to their manager, who will study the request and organize an entretien within a month.
* The manager's decision is final, and the employee can reapply after 3 months if their request is denied.

*","**

* The company does not cover any costs associated with telework, except for the provision of necessary equipment.
* The employee is responsible for their internet connection and any additional expenses related to telework.

*","**

* The company and employee must respect each other's privacy and confidentiality.
* The employee is responsible for ensuring their workspace is safe and secure.
* The employee has the right to disconnect and is not required to respond to work-related messages outside of their designated work hours.

**Document Reference:**

* The document does not explicitly mention the topic of privacy.",T09220019832-49059638400027
85,"- Eligible workers are those with at least 6 months of work experience on the post, not including apprentices, professionalization contract holders, and interns.
- The employee must have a stable internet connection and a suitable workspace at home.
- The employee must provide an attestation of home insurance covering professional activities.

F","- Telework is allowed for up to two days per week, with a minimum of three days of physical presence in the office.
- The telework days are fixed or variable, depending on the agreement between the employee and the manager.

A","- Telework is established through a formalized agreement between the employer and the employee.
- The employee must submit a written request for telework, and the employer has one month to respond.
- The employee must provide an attestation of home insurance covering professional activities.

C","- The company provides the necessary equipment and software for telework.
- The employee is responsible for maintaining the equipment and ensuring its proper use.
- The company covers the costs of maintaining and repairing the equipment.

P","- The company and the employee must respect the right to disconnect and the privacy of the employee.
- The employee must ensure that the workspace is ergonomic and suitable for telework.
- The employee must comply with the company's rules and regulations regarding the use of equipment and software.

Note: The document does not mention specific provisions for the right to disconnect and the privacy of the employee.",T00622007330-80263060800080
86,"The telework policy applies to employees with a permanent contract, who have been with the company for at least six months, and whose functions are suitable for remote work. The employee's home must have a dedicated workspace that meets safety and ergonomic standards (Article 3).

- *","Telework can be regular (up to one day per week) or occasional, depending on the circumstances. Regular telework is subject to the employee's request and the manager's approval. Occasional telework can be imposed in case of force majeure or exceptional circumstances (Article 4).

- *","Employees can request telework by submitting a written request to their manager. The manager has 15 days to accept or refuse the request. The refusal must be motivated and cannot be based on discriminatory criteria (Article 4).

- *","The company does not cover the costs of setting up the telework station at home. However, the company provides the necessary equipment (computer, phone, etc.) for occasional telework. Employees are responsible for the maintenance and repair of their equipment (Article 5).

- *","The company respects the right to disconnect and the privacy of employees. The company does not monitor the employee's activities outside working hours. However, the company can request access to the employee's workspace in case of a security audit or an accident at work (Article 10).

Note: The document does not mention the coverage of meal allowance or the process for establishing telework arrangements.",T03822010029-30563558300076
87,"Employees with a CDI or CDD of at least six months, working full-time or part-time with at least 80% time, able to work autonomously, and meeting technical requirements for remote work are eligible (Article 4).
- *","Telework is allowed up to 2 days per week, with a minimum requirement for office presence (Article 7.2).
- *","Telework arrangements are established through a formal agreement between the employee and manager, with a 3-month adaptation period (Article 6.4).
- *","The company provides necessary equipment and pays a monthly allowance for telework-related expenses (Article 9.5).
- *","The company respects the right to disconnect and ensures privacy for teleworkers (Article 9.6).

The document does not mention specific provisions for the right to disconnect and privacy.",T02122004634-38387544000034
88,"- Permanent employees with at least 6 months of seniority and a stable work situation are eligible (Article 2.1).
   - Employees with autonomous tasks, using OPPBTP's IT tools, and able to manage their time are eligible (Article 2.1).
   - Part-time employees are eligible (Article 2.1).
   - Temporary, apprenticeship, and internship contracts are not eligible (Article 2.2).
   - Non-eligible personnel: those requiring physical presence, access to sensitive data, or specific training (Article 2.2).

2. F","- Regular telework: up to 3 days per week for full-time employees (Article 3).
   - Occasional telework: allowed in specific situations, with manager approval (Article 1.2).

3. A","- Voluntary participation (Article 4).
   - Written request to manager and DRH (Article 5).
   - Manager assesses feasibility and compatibility with service (Article 5).
   - Written response within 1 month (Article 5).

4. C","- OPPBTP provides necessary equipment (Article 14).
   - No additional equipment or furniture provided (Article 14).

5. P","- Respect for privacy and work-life balance (Article 11).
   - Teletravail does not modify work hours (Article 11).
   - Regular team meetings during office days (Article 7).
   - Regular follow-up and evaluation (Article 7).
   - Document does not mention specific provisions for the right to disconnect.",T09220019504-77572591400433
89,"* The document does not mention specific criteria for eligibility, but it does state that all employees are potentially eligible for telework.

*","* Telework is allowed up to three days per week, with a minimum requirement for the employee's presence in the office.

*","* The process for establishing telework arrangements is not specified in the document.

*","* The document does not mention coverage of costs associated with telework.

*","* The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document provided is an excerpt from an agreement between an agency and its employees regarding telework. It is not a comprehensive policy and does not provide specific details on certain topics.",T02122004161-13000793300018
90,"All FAYAT IT employees, regardless of service or status, are eligible for telework. Exceptions include apprentices, interns, and those with insufficient autonomy (Article I).
- *","Telework is allowed for one day per week and two days per month, with a minimum of three days of on-site presence for full-time employees and two days for part-time employees. Days are non-cumulative and non-rattrapable (Article III.1).
- *","Telework is at the employee's initiative and subject to manager approval. A three-month observation period is required, with a daily summary email to the manager (Article III.1).
- *","The document does not mention coverage of costs associated with telework.
- *","The right to disconnect is respected, with no obligation to use webcams outside of defined work hours. The document does not explicitly mention privacy provisions (Article V).

Note: The document does not explicitly address all categories, and some sections are not applicable to telework.",T09119003502-52320421200022
91,"Eligible employees are those with a fixed-term contract, living more than 20 km away from their usual workplace, not requiring daily presence at the office or fieldwork, and capable of autonomously performing their duties (Article 2).
- *","Telework is allowed once a week, non-fractionable, with possible exceptions for health or disability reasons (Article 2).
- *","Telework is voluntary and subject to manager approval. An entretien is required to define the terms, and refusal must be justified (Article 3).
- *","The company provides an office computer, software, and access to the internal network. Employees must have a home office that meets safety standards (Article 11).
- *","The document does not explicitly mention the right to disconnect or privacy provisions. However, it emphasizes the importance of confidentiality and compliance with the charter of the information system (Article 12).

Confidence: 85%",T04918001399-27490003400019
92,"Telework is available to all consultants with at least 6 months tenure, except for secretarial staff due to operational needs. CDD consultants can access telework at manager's discretion (Article 1).
- *","Telework is allowed once a week, without fixed days or cumulative days. Secretarial staff can telework occasionally based on internal charge and manager's discretion (Article 1).
- *","Consultants must request telework in writing, with copies to the secrétariat. Approval is granted by the group leader and gérant. Days must be indicated in the Outlook calendar (Article 1).
- *","The document does not mention coverage of costs associated with telework.
- *","The right to disconnect is protected by a minimum availability period. Personal data protection is ensured by limiting server access to specific roles (Article 5).

Confidence: 85%",T07519012962-50519655000022
93,"**

- Eligible workers are those with a minimum of 4 months of tenure and a contract type other than apprenticeship, professionalization, or internship.
- Employees with a workload of less than 50% of a full-time position are not eligible.
- Part-time employees with a workload of at least 80% of a full-time position are eligible for one day of telework per week.
- Part-time employees with a workload of more than 50% and less than 80% of a full-time position are eligible for one day of telework per month.

*","**

- Telework is allowed for a maximum of 2 days per week, with a minimum of 1 day in the office.
- Days of telework are determined by mutual agreement between the employee and manager.

*","**

- Telework is based on a double voluntary agreement and double reversibility.
- The employee must submit a written request to the manager, who will then assess the feasibility and compatibility of telework with the team's functioning.
- A response is provided within one month, and the employee can appeal to the HR department if necessary.

*","**

- The company covers the costs of IT setup and provides a forfaitary indemnity of 2 euros per day of telework.

*","**

- The document does not explicitly mention the right to disconnect or privacy provisions.

Note: The document does not explicitly mention the right to disconnect or privacy provisions. It is essential to ensure that the company complies with local labor laws and regulations regarding telework and employee rights.",T08721002190-50169841900022
94,"Employees with at least six months of seniority and a permanent contract are eligible for telework. The employee's job must be suitable for telework, and they must have a good understanding of their role and the ability to work autonomously. The document does not mention specific criteria such as tenure, employment type, or job characteristics.

2. F","Telework is allowed for a maximum of two days per week, with a minimum of one day per week in the office. The employee must be present in the office at least three days per week.

3. A","Telework arrangements are established through a formal agreement between the employer and employee. The employee must submit a request for telework, and the employer will review the request based on the employee's job and the needs of the organization.

4. C","The employer covers the costs associated with telework, including IT setup and meal allowance. The employee is responsible for providing a suitable workspace and internet connection.

5. P","The document does not mention provisions for the right to disconnect or the privacy of the worker. However, the employer is responsible for ensuring that the employee's privacy is protected during telework.",T08820001920-77571733300139
95,"All employees of NXP Semiconductors France SAS are eligible for telework if their job can be partially or fully performed outside of the company's premises and they have their manager's approval. This applies regardless of the employee's contract type or convention (Article 9).

- *","Telework can be done up to full-time, and employees can choose to work from home or the office based on their preference and the company's needs. The document does not mention specific numbers of days per week or minimum requirements for office presence (Article 11).

- *","Telework arrangements are established through a voluntary process, with employees communicating their presence to their colleagues. Authorization from management is not required for each instance of telework (Article 10).

- *","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

- *","The document does not explicitly address the right to disconnect or the privacy of the worker. However, it encourages maintaining a positive work environment and communication among colleagues (Article 10).",T09122007730-50453874500077
96,"Eligible workers are those with an activity or job compatible with telework, with sufficient expertise, and meeting material requirements for telework. This includes PRM, panels, and other functions administratives and supports (hors PRM, panels) to a maximum of 10% of their contractual work time (Article 5).
- *","Telework is allowed up to 75% of the monthly work time, with 25% of the time spent on site. For functions administratives and supports (hors PRM, panels), 90% of the time is spent on site and 10% in telework (Article 6.4).
- *","Telework arrangements are established through a formal request on the intranet LIFE of the establishment. The employer must respond within 15 days, and the employee has 15 days to accept or decline (Article 6.1).
- *","Médiamétrie covers 50% of the cost of an additional screen, up to 75 € every three years. An indemnity of 0.35 € per hour of telework, with a maximum of 50 € per month, is provided (Article 9).
- *","The document does not mention provisions for the right to disconnect or privacy of the worker.

The document does not mention Article 12, which covers telework in exceptional circumstances.",T08022003439-33334400000083
97,"Workers eligible for telework include CDI employees with over one year of tenure and at least one year on the post, whose work and activity in telework do not hinder their team's functioning and do not require close management support. Activities compatible with telework include marketing, service client, and accounting. (Article 3.2)
- *","Telework is allowed up to two days per week, with days determined by the employee and manager. (Article XI)
- *","Telework arrangements are established through a written agreement between the employee and employer, specifying details such as work hours, location, and equipment. (Article V)
- *","The company covers costs related to telework setup and provides an allowance for meals. (Article XIII)
- *","The company promotes the right to disconnect and respect for privacy, with specific guidelines for communication and availability during telework hours. (Article XV)

The document does not mention specific provisions for the right to disconnect and privacy beyond the general guidelines.",T02922007194-34372101500026
98,"Employees with a CDI, at least 6 months of tenure, autonomous in their role, occupying an eligible position, and meeting the necessary technical and organizational requirements at their home for remote work are eligible for telework. Excluded are apprentices, those on professional contracts, interns, CDD holders, intérimaires, those on bi-weekly rhythms, cycles, or part-time contracts, and those with specific confidentiality or material needs. (Article 2)
- F","Telework is allowed for 11 days per year, not in August, with a maximum of 1 day per week and a minimum of 3 days per week in the office. (Article 1.2)
- A","Telework arrangements are established through a formal request to the manager and HR, with a 5-day advance notice. The manager validates or rejects the request, with reasons for rejection. (Article 3.3)
- C","The company does not cover any costs related to telework at home. (Article 2.4.2)
- P","The document does not mention provisions for the right to disconnect or privacy for teleworkers.

Note: The document does not mention specific provisions for the right to disconnect and privacy for teleworkers.",T02620001813-53865479900039
99,"All employees, regardless of tenure or employment type, are eligible for telework if their post and activities are compatible with this mode of work. The employee's activity in telework should not negatively impact the team's functioning (Article 2).
- *","Telework is possible for up to 3 days per week, with a minimum of 2 days of presence on site. This frequency can be adjusted for part-time employees, during the probationary period, or for employees with disabilities or health issues (Article 3).
- *","Employees must submit a written request to their manager, who will decide based on the employee's eligibility and the team's needs. A charter of mutual engagement is then signed (Article 4).
- *","The company contributes up to 180€ for home office equipment. This contribution is not renewable and is subject to a 6-month tenure (Article 5.5).
- *","The right to disconnect is respected, and teleworkers must adhere to the company's charter of informatics and confidentiality (Article 8). The document does not mention specific provisions for the right to disconnect.",T97121001148-35155579200214
100,"**

- All collaborators of the network are eligible for telework, subject to meeting the conditions defined in the document.
- The document does not mention specific criteria for eligibility.

*","**

- The frequency of telework allowed is not explicitly stated in the document.

*","**

- The process for establishing telework arrangements is not specified in the document.

*","**

- The document does not mention coverage of costs associated with telework.

*","**

- The document does not mention provisions for the right to disconnect and the privacy of the worker.

Note: The document does not provide specific information on the topics requested. It is recommended to consult the original document for more details.",T07422005035-32552038500015
101,"- Eligible workers are those who have the necessary role, responsibilities, and experience to work autonomously.
- They must have demonstrated their ability to work independently and manage their time effectively.
- They must have the required technical setup at their home for telework.
- The document does not mention any specific criteria for eligibility based on employment type or job characteristics.

F","- Telework is allowed on a hybrid basis, with a specific number of days per week and minimum requirements for in-office presence.
- The manager and employee must agree on the frequency and scheduling of telework days.
- The manager has discretion over the allowability of telework.

A","- Telework arrangements are established through a formal written agreement.
- The manager and employee must agree on the terms and conditions of the telework arrangement.
- The manager has discretion over the allowability of telework.

C","- The document does not mention any coverage of costs associated with telework, such as IT setup or meal allowance.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specific details about the company's telework policy, and it is not possible to provide a summary without more information. The above response is based on the provided document, which is an agreement between the company and the employee's union.",T09222032484-40416594600066
102,"- Collaborators eligible for telework are those with a minimum of 6 months of seniority, working in an eligible job category, and having a stable and secure internet connection at home (Article 2).
2. F","- Telework is allowed for a minimum of 2 days and a maximum of 3 days per week, with a minimum of 2 days on-site presence (Article 2).
3. A","- Telework arrangements are established through an application process, with candidates selected based on distance from the workplace and the needs of the organization (Article 3.1).
4. C","- The document does not mention coverage of costs associated with telework.
5. P","- The document emphasizes the importance of work-life balance and the right to disconnect, with teleworkers required to have a dedicated workspace and follow workplace rules (Article 11).

Note: The response is within the 300-token limit.",A03518007707-38384469300887
103,"ERAMET SA employees who have a CDI or CDD contract, have been employed for at least 6 months, and have the necessary skills and autonomy to perform their duties without supervision are eligible for telework (Article 5).
- *","Telework is allowed for one day per week, with a minimum of three days on-site. The day can be reported on the same month, and the telework schedule can be adapted to the employee's needs (Article 9).
- *","Telework arrangements are established through a formal request to the manager, who determines the eligibility of the employee and the activity. A period of adaptation is provided for the first six weeks (Article 8).
- *","The company provides an ordinateur portable and necessary communication tools. The employee is responsible for the installation and maintenance of the equipment and internet connection (Article 9).
- *","The document does not mention provisions for the right to disconnect or privacy of the worker. However, it does mention that the telework schedule can be adapted to the employee's needs (Article 9).

Note: The document does not mention the right to disconnect or privacy of the worker. If these topics are important, it is recommended to consult the full document or seek additional information from the company.",T07518002545-63204538100027
104,"- Telework is open to CDI, CDD, and apprentices with compatible functions or activities that can be performed using technology of information and communication.
  - Eligible employees must have a compatible job nature, sufficient expertise, a functional team, and a dedicated workspace at home.
  - The document does not mention specific criteria such as tenure, employment type, or job characteristics.

- *","- Telework is limited to 1 day per week per employee.
  - The document does not mention specific numbers of days per week or minimum requirements for employee presence in the office.

- *","- Employees must submit a written request for telework to their supervisor.
  - The supervisor validates eligibility and service organization before responding within 5 days.
  - The document does not mention whether permission must be obtained or if the manager has discretion over allowability.

- *","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

- *","- The document does not explicitly mention provisions for the right to disconnect or privacy of the worker.

The document does not mention specific article numbers as it is an agreement between the company and the union.",T05322003573-55555027600086
105,"- Eligible workers are those with a post not requiring physical presence, who are employees, technicians, agents of mastery, or cadres, with a contract of at least 6 months, working at least 80% of a full-time position, and having at least 4 months of seniority in the company. Populations like handicapped, pregnant women, or those with medical situations can have additional days of telework. (Article 4.1 to 4.3)

F","- Telework is allowed one day per week, on a day decided the week before and validated by the hierarchical superior. (Article 3.2)

A","- Telework arrangements are established through a voluntary request by the employee and acceptance by the employer. The employee must provide an attestation on the honor of their home's electrical conformity and their insurance coverage. (Article 5.1 to 5.5)

C","- The document does not mention any coverage of costs associated with telework.

P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,T06220004454-33388220700041
106,"* Telework is available to full-time employees with at least six months of seniority and an 80% or higher workload.
* Employees in apprenticeship, professionalization, alternation, or internship contracts are not eligible.
* The employee's role must be compatible with telework, not requiring constant physical presence or specific equipment.
* The employee must have the necessary skills and autonomy to work independently.
* The document does not mention a maximum number of teleworkers.

*","* Telework is allowed for a maximum of two days per week.
* A minimum of three to four days per week in the office is required.
* The document does not mention specific days or minimum requirements for office presence.

*","* Telework arrangements are established through a mutual agreement between the employee and supervisor.
* The supervisor has the discretion to approve or deny telework requests.
* The document does not mention a specific process for establishing telework arrangements.

*","* The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","* The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

The document does not mention specific details about the telework policy, such as the process for requesting telework, the coverage of costs, or the right to disconnect. It is recommended to consult the full document for more information.",T03422006736-32618054400396
107,"- Workers with a minimum of 6 months tenure in their post and compatible job characteristics are eligible for telework (Article 2a).
  - Excluded are those requiring physical presence, frequent travel, or handling sensitive information (Article 2b).
  - Temporary workers and interns are ineligible (Article 2c).

- F","- Telework is allowed up to 2 days per week (Article 2d).
  - Part-time workers can telework 1 day per week (Article 2e).
  - No rollover of unused telework days (Article 2f).

- A","- Voluntary for both employee and employer (Article 3a).
  - Written request required from employee (Article 3b).
  - Manager approval needed (Article 3c).
  - No contract modification required (Article 3d).

- C","- The document does not mention cost coverage for telework.

- P","- The document does not mention provisions for the right to disconnect or privacy.
  - Teleworkers must follow the company's code of conduct and data protection policies.
  - Teleworkers are responsible for ensuring their workspace complies with safety regulations (Article 4b).
  - Teleworkers must have a dedicated workspace with adequate internet access (Article 5c).
  - The document does not mention specific meal allowances for teleworkers.
  - The agreement lasts for one year, starting January 1, 2022 (Article 8).
  - A review will be conducted to assess the success of the program and maintain social connections (Article 8).",T02621003547-53793450700022
108,"The document does not mention specific criteria for eligibility. However, it does state that the telework policy is prorogated for all employees within the UES CGG (Article 1).
- *","The policy does not specify the exact number of days per week for telework. It only mentions that the agreement is for one year, and the company will initiate negotiations in the first quarter of 2020 (Article 2).
- *","The document does not provide details on the process for establishing telework arrangements. It only mentions that the agreement is prorogated (Article 1).
- *","The policy does not explicitly mention coverage of costs associated with telework.
- *","The document does not mention provisions for the right to disconnect or worker privacy.

In summary, the document extends the existing telework policy for an additional year without specifying many details. It does not explicitly address eligibility criteria, frequency, arrangements, costs, or privacy. The company has committed to initiating negotiations in 2020 to discuss these topics.",T09119002882-40325694400063
109,"All employees with a minimum of 6 months tenure and a contract of at least 6 months are eligible for telework. Exceptions include those with specific job duties, those on temporary or fixed-term contracts, and those in their probationary period (Article 2.1).
- *","Telework is allowed for a maximum of 2 days per week, with a minimum of 1 day in the office. The employee must be present in the office on Mondays and Fridays, except for specific cases (Article 2.2).
- *","Telework arrangements are established through a formal request process. The employee must submit a request at least 15 days before the desired start date. The manager has discretion to approve or deny the request (Article 2.3).
- *","The company covers the costs of IT setup and maintenance. Employees are responsible for their own internet and electricity costs. The document does not mention meal allowance (Article 2.4).
- *","The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. However, it emphasizes the importance of maintaining a balance between work and personal life (Article 2.5).

Please note that the document is written in French, and the above summary is based on the provided translation.",T01421004938-78071665000038
