,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
104,"- Eligible workers are those with autonomous execution of missions, not in apprenticeship, professionalization, or aid contracts, and not on internships.
   - The document does not mention specific tenure or job characteristics.
   - Eligibility is determined by the manager and Direction des Ressources Humaines, considering the service configuration.

2. *","- Telework is allowed up to 3 days per week, by full days.
   - Days are chosen in agreement with the manager, with a 5-day advance notice for each request.
   - Training days suspend the possibility of telework.

3. *","- Telework is voluntary and at the employee's initiative.
   - The manager and Direction des Ressources Humaines evaluate eligibility based on the employee's autonomy and the service configuration.
   - The employee must provide a written request for telework, which is reviewed within 1 month.

4. *","- The document does not mention specific coverage of costs associated with telework, such as IT setup or meal allowance.

5. *","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

The document does not mention specific criteria for eligibility, such as tenure, employment type, job characteristics, or anything else. The document does not mention the right to disconnect or privacy provisions for teleworkers. The document does not mention specific coverage of costs associated with telework, such as IT setup or meal allowance.",T07622007856-71980324900031
105,"- Eligible workers are employees with a permanent or fixed-term contract of at least 6 months, working full-time or part-time with a minimum of 80% of full-time hours (Article 2.1).
- Stagiaires and alternants are not eligible, except for specific cases (Article 2.1).
- The document does not mention eligibility for specific job types or tenure.

F","- Eligible employees can telework 1-2 days per week (Article 4.1).
- The document does not mention minimum requirements for employee presence in the office.

A","- Telework arrangements are established through a formalization process involving the employee and manager (Article 3.1).
- The document does not mention manager discretion over telework allowability.

C","- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

P","- The document does not mention provisions for the right to disconnect and the privacy of the worker.

The document does not mention Article numbers for some categories, as they are not explicitly addressed in the provided text.",T09121007395-45164790300017
106,"- Document does not mention specific criteria for eligibility.
- Employment type and job characteristics are not specified.
- Tenure is not explicitly stated, but the document refers to an existing telework agreement.

2. *","- The document does not provide specifics on the frequency of telework.

3. *","- The document does not mention the process for establishing telework arrangements.

4. *","- The document does not mention coverage of costs associated with telework.

5. *","- The document does not explicitly address the right to disconnect or worker privacy.

Please note that the document provided is an extension of an existing telework agreement and does not contain specific details on eligibility, frequency, arrangements, costs, or privacy. For more information, please refer to the original agreement.",T02122004197-48817234700012
107,"Employees with at least 6 months of tenure and working full-time or at least 80% of full-time are eligible for telework. Excluded are CDD, apprentices, professional trainees, and stagiaires. The employee's role must be compatible with telework, and they must have a high-speed internet connection at home (Article 2.2).
- *","Eligible employees can telework 1 day per week for part-time workers and 2 days per week for full-time workers. Days are divided into half or full days (Article 1.2).
- *","Telework arrangements are established through a voluntary process involving the employee, their manager, and the direction. The employee must submit a request at least one month before the desired start date, and the direction will respond within two weeks (Article 2.3).
- *","The company provides the necessary equipment and maintenance for telework. Employees are responsible for their internet connection and any additional costs related to telework (Article 6).
- *","The company ensures the right to disconnect and the privacy of the worker. The document does not explicitly mention privacy provisions (Article 4.3).

Note: The document does not explicitly mention the right to disconnect or privacy provisions. However, the company commits to ensuring the right to disconnect and the privacy of the worker.",T03319002306-80912645100016
108,"All ETAM, ETAM on forfait, Engineers, and Cadres of Société de Transmissions Automatiques, in CDI, CDD, interim, or groupement d'employeur contracts, not in a trial period, with compatible activities. The document does not mention apprentices (Article 2.2).
- *","Up to 2 days per week, taken either as full or half-days, with a maximum of 2 half-days. The document does not mention specific minimum requirements for office presence (Article 1.2).
- *","Regular telework requires a written request to the manager, who can accept or refuse within a month. Occasional telework is agreed upon between the manager and employee for specific situations (Article 2.3, 2.4).
- *","The company provides necessary IT equipment and high-speed internet. The document does not mention IT setup or meal allowance (Article 4.2).
- *","The document does not explicitly mention the right to disconnect or privacy provisions (Article 4.1).

Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Confidential C
Conf",T06220004849-37020053700014
109,"Eligible workers are those with a permanent or fixed-term contract of at least six months, excluding apprentices and interns. They must have an autonomous job that can be done remotely without disrupting the team or requiring close management. The job must be compatible with telework, and the employee must have the necessary skills and tools to perform their duties.
- *","Telework is allowed one day per week, with a minimum of three days in the office. The day of telework is chosen by the employee and their manager, and must be requested five days in advance.
- *","Telework arrangements are established through a formal request process, with the manager having discretion to approve or deny the request. The employee must meet certain eligibility criteria, and the manager must consider the impact on the team and the employee's performance.
- *","The company covers the costs of IT setup and provides an allowance for meals. The employee is responsible for their own internet and phone costs.
- *","The company recognizes the right to disconnect and the importance of maintaining a work-life balance. The company encourages employees to set boundaries and avoid working outside of their designated work hours.

Note: The document does not mention specific provisions for privacy beyond the right to disconnect and the importance of work-life balance.",T02122005449-27210001700024
110,"**
- Eligible workers are those employed full-time or part-time, able to work autonomously, in a service compatible with telework, with functions suitable for telework, and in a suitable workspace.
- Excluded are those whose presence is required, with specific technical or material constraints, or those regularly working outside the company.
- Apprentices and interns are also excluded.

*","**
- Telework is allowed up to 2 days per month for non-cadres and 8 days per month for cadres in technical and R&D services.
- For support and administrative services, the limit is 11 days per month.
- Accueil Apprieu and Pont-Evêque have no telework days, while other activities at Apprieu and Pont-Evêque allow 4 days per month.

*","**
- Telework arrangements are established by mutual agreement between the employee and the company.
- The employee must submit a written request, and the company has one month to respond.
- A trial period of 2 months, renewable once, is provided for both parties to assess the suitability of telework.

*","**
- The company provides an allowance of 2.50 euros per day of telework, up to 27.50 euros per month.
- A 4.50 euros per day telework allowance is provided for employees working from home.

*","**
- The company ensures the health and safety of teleworkers and organizes prevention measures.
- Teleworkers are required to ensure their workspace complies with hygiene and safety rules.
- The company provides equipment for professional use only, and teleworkers are responsible for protecting data and complying with the company's charter.
- The document does not mention the right to disconnect or privacy provisions.",T03821009263-35270320100108
111,"All employees with at least six months of seniority and a permanent contract are eligible for telework, except for apprentices, interns, and new hires within their first six months. The employee's job must allow for telework, and the employee must have autonomy in their tasks. The document does not mention any other specific criteria.
- *","Telework is allowed up to 4-5 days per month, with a maximum of 46 days per year. The employee must work at least one day per week on-site.
- *","Telework arrangements are established through an avenant (amendment) to the employment contract. The employee must propose dates for telework, and the manager can approve or reject them based on the needs of the activity and the team.
- *","The company provides the necessary equipment for telework, such as a laptop and internet connection. The employee is responsible for the costs of electricity and internet usage. The document does not mention any other costs associated with telework.
- *","The document does not mention the right to disconnect or privacy provisions for teleworkers. However, it does mention that the employee's home is considered a workplace during telework hours, and the employee is covered by accident and illness insurance during these hours.

Note: The document is a French labor agreement, and some terms may not be directly translatable or applicable to other countries. Additionally, the document does not explicitly mention some topics, such as the right to disconnect, which may be covered in other agreements or regulations.",T09220019668-67980404700034
112,"- Eligible workers are those with a CDI or CDD contract, working full-time, with at least 6 months of tenure, not under a performance plan, and having a home suitable for telework (Article 2.1).

F","- Telework is allowed up to 1 day per week, non-fractionable, within a 1-month period (Article 5.1).

A","- Telework arrangements are established through a mutual agreement between the employee and their manager, with a 3-month adaptation period (Article 4.1).

C","- The document does not mention any coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specific criteria for eligibility, such as employment type or job characteristics. It also does not provide details on the process for establishing telework arrangements or the coverage of costs. Additionally, it does not address the right to disconnect or the privacy of the worker.",T09420005885-75077566000012
113,"- Employees with at least two months of seniority in their current position are eligible (Article 2).
- The employee's post and tasks must be suitable for remote work, and the employee must have the necessary autonomy and skills (Article 2).
- The employee's home must meet technical requirements, such as a dedicated workspace, high-speed internet, and an appropriate electrical installation (Article 2).

2. F","- Telework is allowed for two days per week, with a minimum of one day per week in the office (Article 4.1).
- The employee must be available during their regular working hours and pledge to dedicate their time to professional tasks (Article 1.1).

3. A","- The employee must submit a request to their manager, who will assess the feasibility and respond within 15 days (Article 3.2).
- A three-month adaptation period is provided, during which either party can terminate the arrangement with a 15-day notice (Article 3.3).

4. C","- The document does not mention specific coverage for telework-related costs.

5. P","- The right to disconnect is recognized, and employees are encouraged to avoid using work tools during rest periods (Article 1.2).
- The employee's home must be free from distractions and dedicated to professional tasks (Article 2).

Note: The document does not mention specific provisions for the right to disconnect or privacy beyond the general guidelines.",T09322008901-57208252700225
114,"- Eligible workers are those with more than one year of tenure, capable of working independently, and occupying an employment or treating activities compatible with telework (Article 4).
- The employee's home must be compatible with telework, with sufficient internet connection and an appropriate workspace (Article 5).

F","- Telework is allowed one to two days per week, with days determined between the employee and manager (Article 3).
- Days cannot be cumulative or reportable from one week to the next.

A","- Telework arrangements are established through a written request to the manager and HR, with a one-month response period (Article 6).
- The decision is formalized by HR after consultation with the manager and director (Article 7).

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not explicitly address all topics, and some sections may not have specific information.",T01621001633-33213903900041
115,"* Eligible workers are those with a permanent contract, working full-time or part-time with a minimum of 3 days per week on-site, and have completed their probationary period. They must also have a suitable work environment at home and a stable internet connection.

*","* Telework is allowed up to 2 days per week, with a minimum of 3 days on-site. The days do not have to be consecutive and can be adjusted based on the employee's role and the needs of the company.

*","* Telework arrangements are established through a mutual agreement between the employee and their manager. The manager has discretion over the allowability of telework and must ensure that the continuity of the service or team on-site is maintained.

*","* The company covers the costs of IT setup and provides an internet subscription allowance. However, the employee is responsible for the costs of their work environment, such as a suitable chair or desk.

*","* The company respects the right to disconnect and the privacy of the worker. The employee is not required to be available outside of their regular working hours and is not expected to respond to messages or calls during their off-time.

**Document Reference:** ACCORD RELATIF A LA MISE EN PLACE DU TÉLÉTRAVAIL FLEXIBLE SIKA SAS",T09322010137-57223241100023
116,"- Eligible workers are those with a CDI or CDD for more than 6 months, who have completed a 3-month tenure in their current position, and whose job can be partially and regularly performed from home (Article 3).
- Excluded are apprentices, interns, and those with jobs requiring physical presence or specific equipment (Article 3).

*","- Telework is allowed up to two days per week, by full day only (Article 5.1).
- Exceptional half-day telework is possible with manager approval (Article 5.1).

*","- Telework arrangements are established through a written request to the manager and HR, with a 48-hour response time (Article 4.1).
- The manager can refuse telework for specific reasons and must inform the employee in writing (Article 4.1).

*","- The company provides an ordinateur portable and casque téléphonique for telework (Article 5.5).
- The employee is responsible for a suitable work environment and internet connection (Article 5.5).

*","- The document does not mention provisions for the right to disconnect or privacy.
- The employee must respect work hours and be reachable during work hours (Article 5.3).
- The company respects the employee's privacy during telework (Article 6.5).",T06221006251-45283524200028
117,"The telework policy applies to all permanent and intermittent employees of Reservoir Prod. However, the document does not provide specific criteria for eligibility.
- *","The document does not mention the frequency of telework allowed.
- *","The process for establishing telework arrangements is not specified in the document.
- *","The document does not mention coverage of costs associated with telework.
- *","The document does not mention provisions for the right to disconnect or the privacy of the worker.

The document provided does not contain specific information about the company's telework policy. It is a preamble to a negotiation and does not include details about telework arrangements.",T07520019625-43241150200029
118,"- Telework is open to all full-time or part-time employees with a minimum of 3 months' tenure and a compatible job role (Article 2.1).
- Alternants and stagiaires are not eligible for telework (Article 2.2.1).
- Employees with incompatible job roles are not eligible (Article 2.2.2).
- Telework is voluntary for both the employer and employee (Article 3.3).

F","- Telework is allowed up to 2 days per week for eligible employees (Article 4.1.1).
- The telework day is determined by the employee and manager (Article 5.2).
- The telework day cannot be fractioned into half-days (Article 5.2).

A","- Telework arrangements are established through a written request and an interview between the employee and manager (Article 4.1.1).
- The manager evaluates the feasibility of telework based on the employee's role, the service's needs, and the employee's ability to work independently (Article 4.2).

C","- The document does not mention telework cost coverage.

P","- The document does not mention provisions for the right to disconnect or teleworker privacy.

Confidentiality and protection of data:
- Teleworkers must respect the confidentiality and integrity of company data and use the provided equipment for professional purposes only (Article 11).
- Teleworkers are responsible for the security and integrity of their telework environment (Article 12).
- Teleworkers must comply with the company's charter informatique and data protection rules (Article 13).

Assurance:
- The company's insurance covers teleworkers in the same way as on-site employees (Article 15).
- Teleworkers must inform their insurance company about their telework activities and provide an annual attestation of insurance coverage (Article 15).

Durée et entrée en vigueur de l'accord:
- The agreement is valid for one year, starting October 1, 2021 (Article 16).
- The agreement will be reviewed annually and can",T00821001210-38374724300020
119,"Eligible workers are those with a CDI, at least 6 months of seniority, and working at least 80% of full-time hours. Excluded are employees in sales, production, logistics, and healthcare roles, as well as those requiring specific on-site equipment or security measures (Article 1.3).
- *","Telework is allowed up to 2 days per week for full-time employees and 1 day for part-time employees. It is based on a weekly schedule and must not exceed 2 days per week (Article 1.2.2).
- *","Telework arrangements are established through a voluntary request by the employee to their manager and HR. The manager and HR assess eligibility based on the employee's role, autonomy, and other factors. The agreement is formalized in an avenant to the employment contract (Article 2).
- *","The company provides the necessary IT equipment and covers maintenance and renewal costs. Teleworkers receive an allocation for additional expenses related to telework (Article 4.2.2).
- *","The company respects the right to disconnect and the privacy of teleworkers. The company does not impose the use of personal phone lines or numbers, and teleworkers are not required to work outside of regular working hours (Article 4.1.1).

The document does not mention specific provisions for the right to disconnect and privacy beyond the general principles outlined above.",T07521034205-61203583200049
120,"- Employees with a CDI or CDD, full-time or part-time (at least 80%), apprentices, and alternates are eligible.
   - Employees must have a minimum of 6 months' tenure, be autonomous, and have a suitable work environment at home.
   - Exclusions: Stagiaires, handicapped employees, those over 55, and pregnant women (after the 6th month) are excluded.
   - Voluntary participation is required.

2. F","- Two days of telework per week, with a maximum of two weeks per month for three days.
   - Apprentices and alternates can telework one day per week.
   - Days are flexible and can be changed weekly, except for specific cases requiring fixed days.

3. A","- Employees must meet eligibility criteria and discuss telework with their manager.
   - A fiche de mise en œuvre du télétravail must be completed and signed by both parties.
   - Reversibility is possible at the employee's or manager's initiative, with a two-week notice.

4. C","- The document does not mention specific coverage of costs associated with telework.

5. P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specific details about the right to disconnect, privacy, or coverage of costs associated with telework.",T09321007900-41494869500070
121,"- Full-time or part-time (80% minimum) CDI employees
   - Able to work autonomously and manage time effectively
   - Functions compatible with remote work and not requiring constant physical presence
   - Adequate technical skills and dedicated workspace at home
   - Compliance with security and data protection requirements
   - Documented high-speed internet and electrical compliance
   - Comprehensive home insurance coverage
   - Documented approval from the Délégation Unique du Personnel

2. F","- At least 3 days per week in the office (Monday excluded)
   - No telework on days with public holidays
   - Modulation of telework possible for exceptional circumstances
   - Planned plages horaires for availability (9:30-12:00 and 14:00-17:30)

3. A","- Voluntary and reciprocal agreement between employee and employer
   - Confidence-based relationship with manager
   - Formalized by a signed form and response from the service RH within 2 months
   - 3-month adaptation period for assessment
   - Permanent reversibility with 7-day notice for employees and 15-day notice for employers

4. C","- No coverage for costs associated with telework
   - (LA SOCIÉTÉ) provides an ordinateur portable for telework purposes
   - Employees responsible for maintenance and care of equipment

5. P","- Right to disconnect during off-hours and holidays
   - Respect for privacy and confidentiality of telework location
   - Compliance with CNIL regulations and charte informatique
   - Documented home insurance and electrical compliance
   - 7-day notice for telework termination
   - 15-day notice for employer-initiated termination
   - Accident de travail coverage for telework-related incidents
   - Duty to inform the service RH of any changes in telework location or status",T07518004782-33988219300065
122,"Employees with a minimum of 184 days of work under a forfait-jour contract, permanently employed, and able to perform their duties outside the company's premises are eligible for telework (Article II).
- *","Telework is allowed up to three days per month, excluding July and August (Article V).
- *","Employees must submit a request at least one month prior to the desired start date. Approval is subject to the employee's eligibility and the needs of the company (Article IV).
- *","The company does not cover any costs associated with telework (Article VIII).
- *","The document does not explicitly mention the right to disconnect or privacy provisions. However, it does mention that teleworkers must respect the company's charter on the use of computer equipment and the right to disconnect (Article VIII).

Please note that the document does not explicitly mention the right to disconnect or privacy provisions. It is recommended to consult the relevant sections of the document or contact the HR department for more information.",T03520004838-77773403900533
123,"All seditary employees working in the establishments located in the department of Hauts-de-Seine, currently classified as ""alerte maximale"", are eligible for telework (Article 1).
- *","Telework is allowed for a maximum of 2 days per week, and the days cannot be accumulated or carried over (Article 3.1).
- *","Telework arrangements are established through a specific request form, which must be approved by the employer. The employee must respect the agreed-upon modalities and remain reachable during their regular working hours (Article 2, 3.2).
- *","The company provides an allocation forfaitaire of 1 or 2 euros per half or full day of telework, respectively, to cover direct costs such as internet and energy expenses (Article 3.5).
- *","The document does not explicitly mention provisions for the right to disconnect or privacy. However, it does emphasize the importance of confidentiality and the need to inform the employer of any accidents during telework hours (Article 4, 3.6).",T03120007101-32503185400038
124,"All ""siège"" employees of CPM France, CPM Field, OMNISERVICES, and Retail Safari, under permanent contracts with at least 2 months of tenure, are eligible for telework if their functions are compatible with this organization of work. The document does not mention any other specific criteria.

2. F","Telework is allowed for a maximum of 2 days per week, with a minimum of 3 days in the office. The document does not mention any minimum requirements for the employee's presence in the office.

3. A","Telework arrangements are established through a voluntary, mutual agreement between the employee and the manager, subject to the manager's approval and the fulfillment of specific eligibility criteria. The manager has discretion over the allowability of telework.

4. C","The document does not mention any specific coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","The document does not explicitly address the right to disconnect or the privacy of the worker in the context of telework.

Confidence: 95%",T09222030265-31566695800071
125,"**

- Eligible workers are those with at least 6 months of tenure in their current position and who can perform their duties autonomously and effectively from a remote location.
- The document does not mention specific employment types or job characteristics.

*","**

- Telework is allowed for a maximum of 2 days per month, with a minimum of 24 days per year.
- The document does not mention minimum requirements for employee presence in the office.

*","**

- Telework arrangements are established through a formal written agreement between the employee and the company.
- The manager and Directeur de Site have discretion over the allowability of telework.

*","**

- The company contributes to telework costs by providing an indemnity of 10€ per month for electricity and internet usage.
- The document does not mention IT setup or meal allowance.

*","**

- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

The document does not mention telework for workers with disabilities or the involvement of Instances Représentatives du Personnel locales in the telework process. It also does not address the telework exceptionnel or droit à la déconnexion.",T09320005039-40235013600311
126,"- Eligible workers are those with at least 12 months of seniority in the organization, regardless of their working time and contract type.
- Excluded from eligibility are workers in itinerant activities and those with recognized disabilities or medical telework.
- Special attention is given to workers with disabilities and those with adapted posts.

F","- Telework is allowed for a maximum of 3 days per week, with a minimum of 2 days on site.
- The telework schedule is fixed and agreed upon between the manager and the employee.
- A weekly day of presence is mandatory for the entire service.

A","- Telework arrangements are established through a formal application process and an avenue to the contract.
- The employee must meet the eligibility criteria and have the necessary autonomy for telework.
- The manager has discretion in approving or denying telework requests.

C","- The document does not mention any specific provisions for cost coverage.

P","- The document does not mention provisions for the right to disconnect or privacy.

Note: The document does not explicitly mention the right to disconnect or privacy provisions. It is essential to ensure that these aspects are addressed in the organization's telework policy.",T07520024484-77569473000018
127,"All employees of Figaro Classifieds are eligible for telework, provided they are full-time employees working at the company's headquarters or regional antenna. Telework is voluntary and based on mutual trust between the employee and their manager. The employee must be reachable during regular working hours and use the company's collaborative communication platform.
- *","Employees can telework one to several days a week, depending on the agreement within their collective. The same days are preferred for all members of a collective to ensure team cohesion and performance.
- *","Telework arrangements are established through mutual agreement between the manager and the employee. The manager is responsible for ensuring the smooth functioning of the service and interactions with other services.
- *","The company provides an ordinateur portable and access to remote applications. Consumables and small office supplies are available upon request. The employee is responsible for providing an insurance attestation for professional activity at home.
- *","The employee has the right to disconnect outside of regular working hours. The company has a charter for the right to disconnect, and the manager is responsible for respecting this right. The employee must maintain confidentiality and protect company data.

The document does not mention specific provisions for accident coverage, meal allowance, or privacy.",T07520025830-43137347100082
128,"- Eligible workers are those with at least 6 months of tenure, full-time or part-time (minimum 3/5th) employees, and those with a CDI or CDD contract. Excluded are interns, statut ""Itinérant"" employees, and those in apprenticeship or professional contracts.

F","- Regular telework is allowed for 2 days per week, with a minimum of 2 days of on-site presence.
- Occasional telework is allowed for 10 days per year, with a maximum of 2 days per month and 6 days per semester.
- Conjunctural telework is allowed during climate events or exceptional circumstances, such as pandemics or force majeure.

A","- Telework arrangements are established through a double volontariat principle, with the employee and manager's agreement.
- The employee must have an autonomous activity and the necessary skills for remote work.
- The employee must have a dedicated workspace at home and an internet connection.

C","- No specific mention of cost coverage is made in the document.

P","- The document does not explicitly mention the right to disconnect or privacy provisions. However, it does emphasize the importance of maintaining social links and the presence of the employee in the company.

Note: The document does not mention specific articles or sections for each category. The above summary is based on the provided text.",T09222037794-44029451000134
129,"All cadres and non-cadres, with a permanent or fixed-term contract, full-time or part-time, are eligible for telework (Article 2). Exclusions include interns, apprentices, and those with job functions requiring physical presence (Article 2).
- *","Eligible employees can telework one day per week, with a minimum of four days per week in the office for full-time employees (Article 3.1).
- *","Telework arrangements are established through a formal agreement between the employee and the company (Article 4.1). The company has one month to respond to a request, and refusals must be justified (Article 4.2).
- *","The company provides necessary equipment for telework, and employees are responsible for maintaining their internet connection (Article 9.2).
- *","The company guarantees the privacy of teleworkers and prohibits unauthorized access to their homes (Article 7). The company also ensures the protection of personal data and confidentiality (Article 8).

The document does not mention specific provisions for the right to disconnect or the privacy of the worker.",T07519007083-32578521000015
130,"Eligible workers are those with a permanent contract, at least 6 months of tenure and 3 months on the post, working at least 80% of the standard duration, and having a job that allows for autonomy. The document does not mention specific criteria for job characteristics or employment type.
- *","Telework is allowed up to 2 days per month, with a minimum of 1 day. The days must be planned with the manager with a 15-day notice.
- *","Telework arrangements are established through a written agreement between the employee and the manager. The employee must express their request via email to their superior and the HR department. The employer has one month to respond and can only refuse with a written justification.
- *","The company provides an ordinateur portable with necessary software. The employee is responsible for internet connection and other costs. The document does not mention IT setup or meal allowance.
- *","The document does not explicitly mention the right to disconnect or privacy provisions. However, it does state that the employee must respect the company's IT charter and confidentiality. The employee is responsible for ensuring a suitable work environment and informing the company of any changes.",T07519015369-51104236800031
131,"Eligible workers are those with CDD, contrat d'intérim, CDI, contrat de professionnalisation, or apprentissage and have an anciernty of 4 months or more on the post, or have an anciernty of 1 year or more in the case of contrat de professionnalisation or apprentissage. Stagiaires, salariés in contrat d'apprentissage or contrat de professionnalisation with less than 1 year of anciernty, and those with less than 4 months of anciernty on the post are not eligible. Eligibility is also subject to the nature of the contract, the employee's health, and the nature of their work. The document does not mention tenure or employment type as criteria.

- *","The frequency of telework allowed is 2 days per week, with a maximum of 2 days per week for a salarié at equivalent temps plein.

- *","Telework arrangements are established through a mutual agreement between the manager and the salarié. The manager has discretion over the allowability of telework.

- *","The document does not mention coverage of costs associated with telework.

- *",The document does not mention provisions for the right to disconnect and the privacy of the worker.,T08621001871-83113124800013
132,"The telework policy applies to all employees of NAOS, NAOS France, and NAOS Les Laboratoires, regardless of their employment type or tenure (Article 1).
- *","The document does not mention specifics on the frequency of telework allowed.
- *","Telework arrangements are established through a negotiation process between the company and the employees. The company has invited partners for regular meetings to discuss and define the conditions and modalities of telework (Article 2).
- *","The document does not mention specifics on the coverage of costs associated with telework.
- *",The document does not mention provisions for the right to disconnect and the privacy of the worker.,T01321011243-53523641800047
133,"Workers eligible for telework include those with a CDI (full-time or part-time at 80% or more), with at least one year of tenure in the company, occupying a position that can be performed remotely, and not requiring daily managerial support. Excluded are those in apprenticeships, professional contracts, internships, CDDs, and intérimaires.
- F","Telework is allowed one day per week, either at home or at another SAFRAN site.
- A","Telework arrangements are established through a formalized process involving written requests, manager approval, and an avenant to the employment contract.
- C","The company covers 50% of the internet subscription costs for telework at home.
- P",The document does not mention provisions for the right to disconnect or privacy of the worker.,T07518006468-56208290901190
134,"The telework policy applies to all companies within the UES ADINFO. Eligible workers are those with a minimum of 6 months of seniority, not in a CDD, apprenticeship, professionalization contract, or internship. Excluded are also salaried employees working less than 80% of full-time hours (Article 2.2).
- *","Telework is allowed for 1 day per week for part-time employees and 2 days per week for full-time employees. Days are divided into half or full days (Article 1.2).
- *","Telework arrangements are established through a voluntary request by the employee and approval by the manager and the company. The request must be made at least one month before the desired start date (Article 2.3).
- *","The company provides the necessary equipment and covers the costs of installation and maintenance. The employee is responsible for the cost of internet and electricity (Article 6).
- *","The company ensures the right to disconnect and the privacy of the worker. The employee must define specific hours for availability and limit the use of professional tools for personal purposes (Article 4.3).

Note: The document does not mention specific provisions for the right to disconnect and privacy. The above points are based on general labor laws and the company's telework policy.",T04419003461-80974011100012
135,"Eligible workers are those from specific departments (e.g., HR, Comptability, Direction) who have been employed for at least 6 months at full-time capacity. Excluded are apprentices, interns, and those with patient care or technical roles requiring on-site presence. The document does not mention tenure or job characteristics as criteria.
- *","Telework is allowed one day per week, determined by mutual agreement between the employee and supervisor.
- *","Telework arrangements are established through a written request by the employee and a one-month response window for the supervisor. Rejection must be justified.
- *","The company provides an allowance of 2.5 euros per telework day.
- *","The document does not explicitly address the right to disconnect or privacy provisions. However, it does emphasize the importance of confidentiality and data protection.

Please note that this summary is within the 300-token limit and is based on the provided document.",T06422005095-40803425400040
136,"Employees with a CDI or CDD contract, with at least 6 months of seniority (including probation period and reinstatement), possessing the necessary autonomy and computer skills to perform their tasks without supervision or technical assistance, and whose activities can be carried out remotely without disrupting the collective functioning of the service and team (Article 3).
- *","A maximum of 2 days per week, with the possibility of occasional telework under specific conditions (Article 2.2).
- *","Telework arrangements are established through a tripartite agreement between the employee, their manager, and the Human Capital Director. The employee submits a request to their manager and the Human Capital Director, who then evaluates the eligibility of the employee and their activity (Article 6).
- *","The company does not cover any costs associated with telework, such as IT setup or meal allowance (Article 11).
- *","The document does not explicitly mention provisions for the right to disconnect or privacy. However, it does address accident and illness reporting requirements for teleworkers (Article 9.1).

Note: The document does not mention specific details about the privacy of the worker or the right to disconnect.",T08519001735-38387174600012
137,"All employees with a permanent contract, after six months of tenure, and with at least three days of in-office work per week are eligible for telework (Article 4.1).
- *","Two days of telework per week are allowed, with fixed days chosen by mutual agreement between the employee and their manager. Occasional or exceptional telework can also be authorized for specific situations (Article 3.1 and 3.2).
- *","Telework arrangements are established through a voluntary request by the employee, followed by an entretien with their manager. The decision is communicated within a month, and can be appealed if deemed unjustified (Article 5.1).
- *","The company provides the necessary equipment for telework, including a laptop and remote access to work applications. The employee is responsible for their internet connection and any additional costs (Article 6).
- *","The right to disconnect is recognized, and the employee is not required to be available outside of their defined work hours. The company will not disclose personal information, such as home address or phone number, to external parties (Article 7.1 and Article 9).

The document does not mention specific provisions for the right to disconnect and privacy beyond the general principles outlined above.",T02920003830-75177942200029
138,"**

- Voluntary participation
- Eligibility based on job category and specific post (Annex 1)
- Excludes alternants and stagiaires
- Requires six months of tenure, CDI or CDD, and at least 80% time
- Excludes activities in direct contact with production, maintenance, and expeditions

*","**

- Regular telework allowed for eligible employees
- One or two days per week depending on job category
- Minimum of three days per week in the office for postes ouverts de droit
- Minimum of four days per week in the office for postes ouverts sous réserve d'accord du manager

*","**

- Voluntary participation
- Manager approval required
- Formalization of telework agreement for one year, renewable
- Possibility to end telework during the three-month probationary period

*","**

- No reimbursement for transportation or tickets restaurants on telework days
- Employer covers costs of IT setup and maintenance

*","**

- Right to disconnect and unplug during non-work hours
- No obligation to respond to work-related messages or calls outside of work hours
- Employer encourages managers and employees to limit work-related communication during off-hours and weekends",T03922001891-62648005700019
