,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
41,"- Eligible workers: All eligible jobs that can be partially done from a distance without disrupting the service's smooth operation. Excluded jobs: Those using in-house software/hardware, maintenance, reprography, and physical client reception.
- Four-month minimum tenure in the company.
- Autonomous employees with sufficient mastery of telework tasks, IT/telephone proficiency, ability to maintain team links, and self-organization.
- Stable internet connection, compliant home office, and home insurance with professional activity coverage.
- CDI, CDD, and temporary workers are eligible. Alternants, interns, and part-time employees are not eligible for telework.

*","- Four days per month for full-time employees, two days for part-time employees.
- Days are chosen by the employee and manager, with a seven-day notice for changes.
- Two days per week maximum, with exceptions for specific situations.

*","- Double consent required for telework.
- Telework is performed at the employee's home or another TGS France site.
- A four-month adaptation period is required for new teleworkers.

*","- The document does not mention telework cost coverage.

*","- The document does not mention the right to disconnect or privacy provisions.

The document does not mention telework cost coverage or privacy provisions.",T04921006545-06920021001634
42,"All salaried employees with at least 6 months of seniority and working in a job deemed eligible for telework can apply for telework. Excluded are employees in apprenticeship or professional training contracts, and interns. The document does not mention any specific criteria for eligibility beyond seniority and job type.

- *","Telework is allowed one day per week, with a minimum of four days per week in the office. The day of telework is fixed in consultation with the manager.

- *","The employee must first ensure the conformity of their home for telework. After that, they can request telework from their manager, who will assess the feasibility based on technical and organizational factors. The manager's decision is based on the service's needs and the quality of service to clients.

- *","The document does not mention any specific provisions for the coverage of costs associated with telework.

- *","The document emphasizes the importance of the right to disconnect and the need to preserve the social link within the company. It also stresses the need to respect the privacy of the worker. However, specific provisions or measures to ensure these rights are not detailed in the document.

Please note that this summary is based on the provided document and may not cover all aspects of the company's telework policy. For a comprehensive understanding, it is recommended to consult the original document.",T59L21014020-45200018500010
43,"- Voluntary participation, with exceptions for specific circumstances (Article II)
- General criteria: CDI or CDD, 6 months of seniority, full-time contract, and ability to work autonomously (Article II.3)
- Specific job criteria: non-sédentary roles, ability to perform tasks without supervision, and capacity to manage time and prioritize tasks (Article II.4)
- Exclusions: apprentices, interns, and employees with specific roles (Article II.5)

F","- 2 days per week, with a forfait of 40 days per year (Article IV.3)
- Minimum of 3 days per week in the office (Article II.3)

A","- Double-voluntary basis, with exceptions for specific circumstances (Article II.1)
- Written request and manager approval required (Article IV.1)
- 1-month response period (Article IV.1)

C","- No specific mention of cost coverage in the document (Article VIII)

P","- Right to disconnect and pledges to respect personal time (Article VI.7)
- Confidentiality and data protection obligations (Article VI.4)
- Hygiène and sécurité rules for home workspaces (Article VII)

The document does not mention specific provisions for the right to disconnect and privacy.",T01421004858-78070570300012
44,"All employees with a permanent contract, after 3 months of seniority, and with a job that allows for telework are eligible (Article 1.1).
- *","Telework is possible 1 to 2 days per week, with a minimum of 1 day in the office (Article 1.2).
- *","Employees must submit a request to their manager, who has discretion to approve or deny it (Article 1.3).
- *","The company covers the cost of IT setup and maintenance, but employees are responsible for their own internet and electricity costs (Article 2.2).
- *","The document does not mention the right to disconnect or privacy provisions for teleworkers.

Note: The document provided is a prorogation of an existing telework agreement, and the specific details of the telework policy are not fully outlined in the provided text.",T09222036804-33193008100079
45,"All employees are eligible for telework, including those in apprenticeships, professional contracts, and internships. The company is open to telework for all activities and positions (Article 1.2).
- *","Telework is allowed for up to 3 days per week. In exceptional circumstances, this can be temporarily modified (Article 2).
- *","Telework arrangements are established through a written request by the employee and acceptance by the manager within a month. The agreement includes details such as days, pledges, and equipment (Article 4).
- *","The company provides an internet subscription, computer, and phone. An indemnity of 10-15 € per month is paid for electricity and internet costs (Article 10).
- *","The right to disconnect is recognized, and employees are expected to respect working hours. Confidentiality and data protection are essential (Article 11).

The document does not mention specific provisions for the right to disconnect and privacy beyond the general expectations.",T09222030454-34822094800817
46,"COGESAL MIKO's telework policy applies to salaried cadres and non-cadres with CDI or CDD contracts, full or part-time, except for interns, apprentices, and professional trainees. Eligible roles include administrative services like finance, logistics, planning, and RH. Exceptions may be made for other positions with manager approval (Article 2).
- *","Telework is limited to one day per week, with a 30-day response time for telework requests. The policy does not mention minimum requirements for office presence (Article 3-3).
- *","Telework arrangements are established through a written, motivated request from the employee. The employer has 30 days to respond and can accept or refuse based on technical and organizational feasibility. Reversibility is possible with one month's notice (Article 4-1).
- *","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.
- *","The policy emphasizes the right to disconnect and encourages teleworkers to take breaks and manage their time effectively. The document does not explicitly address privacy provisions (Article 5-2).

Confidence: 85%",T05222001256-60203344100158
47,"The telework policy applies to all employees with at least one year of seniority, regardless of their employment type or contract length. However, not all jobs are compatible with telework, and it requires certain individual skills and professional qualities. The employee's tasks must be able to be performed remotely without disrupting the company's operations. (Article 3.2)
- *","Telework can be implemented non-consecutively, by day or half-day, up to a maximum of one day per week. It cannot be performed during periods of suspension of the employment contract, such as during illness or vacation. (Article 3.4.2)
- *","To establish telework arrangements, the employee must submit a written request to their manager, who will then organize an interview to discuss the request. The manager will consult with the functional manager and respond to the employee in writing. The telework agreement will be formalized in an amendment to the employment contract. (Article 3.4.3)
- *","The company will provide an office computer and telephone for telework. The employee is responsible for providing a suitable workspace at home and will be reimbursed for up to 100 euros for the cost of a diagnostic of conformity and installation of prises. (Article 3.6.1)
- *","The company will respect the employee's privacy and will not access the employee's home without their consent. The employee is responsible for ensuring the confidentiality of the company's data and will be subject to the same rules as if they were working on-site. (Article 3.8.3)

The document does not mention the right to disconnect or the privacy of the worker.",T04920004954-31450443200027
48,"- Eligible workers: Permanent and fixed-term contract employees with at least one year of seniority and six months in their function (Article 4.1).
- Excluded: Temporary, occasional, and part-time workers, interns, and trainees (Article 1.1).

*","- Regular and flexible telework: One day per week, non-cumulative, for full-time employees with a 4-5 day workweek. One day every two weeks or one half-day per week, non-cumulative, for part-time employees with a 2.5-3 day workweek (Article 3.1).
- Exceptional circumstances: Occasional telework allowed for extraordinary situations or specific personal circumstances (Article 3.2).

*","- Establishment: Telework arrangements are established through a request process and an avenant (amendment) to the employment contract (Article 6).
- Period of adaptation: A three-month adaptation period is provided for both the employee and the employer to assess the suitability of telework (Article 7.1).

*","- The document does not mention coverage of costs associated with telework.

*","- Right to disconnect: The document refers to an agreement on the right to disconnect (Article 9).
- Privacy: The document does not explicitly mention provisions for the right to disconnect and the privacy of the worker.",T03721002321-30282378600025
49,"- The document does not mention specific criteria for eligibility, but it does state that the telework policy applies to all employees of the SAS MAUGIN who meet the general conditions.

*","- Telework is limited to one day per week.
- The day of telework is determined by the manager and/or the responsable hiérarchique, after validation of the manager.
- The days of telework are fixed and cannot be reported or cumulated.

*","- The telework arrangement is established through a formal request from the employee and an agreement from the manager and/or the responsable hiérarchique.
- The manager and/or the responsable hiérarchique have discretion over the allowability of telework.

*","- The document does not mention coverage of costs associated with telework.

*","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document provided is a preamble and does not contain all the necessary information to fully answer the questions. However, based on the provided document, the above summary is as complete as possible.",T04422013819-33271166200038
50,"- All employees of the Maine et Loire Mutualité Sociale Agricole, excluding cadres dirigeants and those with specific job functions (Article 2.1).
- Employees must have an activity that can be performed remotely and have access to necessary applications (Article 2.2).
- Handicapped employees are given special consideration for telework (Article 3).

2. F","- Telework is allowed up to 90 days per year, with a maximum of two days per week (Article 4.1).
- Part-time and 3/5th employees can telework one day per week (Article 4.1).
- Telework days are scheduled in advance and subject to manager approval (Article 4.1).

3. A","- Telework is voluntary and based on mutual trust between employee and manager (Article 1.1).
- Employees must have an autonomous role and be able to perform tasks remotely (Article 2.2).
- A forfait maximum of 90 days per year is allowed (Article 4.1).

4. C","- The company pays a forfait of 1.30€ per day for telework-related expenses (Article 5).
- The forfait is subject to annual review (Article 5).

5. P","- The right to disconnect is recognized and regulated by the company (Article 6).
- The company provides a guide for teleworkers to ensure safe and secure work environments (Article 4.4).
- Teleworkers are required to have a safe and secure internet connection (Article 4.4).

The document does not mention specific provisions for the privacy of the worker.",T04922007715-78611896800027
51,"- Eligible workers are those with a CDI or CDD at 50% minimum, with at least one year of tenure and six months in their current position.
- They must have sufficient autonomy and professional skills, and their job must be suitable for partial and regular remote work.
- They must have a suitable workspace at home and a high-speed internet connection.

F","- Telework is allowed for 2 days per month for full-time employees, 1.5 days for 80% or more time part-time employees, and 1 day for 50% or more time part-time employees.
- Telework days are not allowed on Wednesdays, during collective meetings, or during SAMSI's open hours.

A","- Telework arrangements are established through a candidature and acceptance process, with a three-month adaptation period and the possibility of reversibility.
- Avenant au contrat de travail is required for telework implementation.

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specific topics such as rights and duties of the employee, horaires de travail, plages horaires, santé et sécurité, or protection of data and confidentiality.",T03119004249-77693886200062
52,"The telework policy applies to all companies within the UES ADINFO. Eligible workers are those with a minimum of 6 months of seniority in a full-time or part-time position (80% or more) who have a stable internet connection at home. Excluded are CDD, apprentices, professional training contract holders, and interns. The policy does not mention tenure or job characteristics.
- *","Telework is allowed for 1 day per week for part-time employees and 2 days per week for full-time employees. Days are divided into half or full days.
- *","Telework arrangements are established through a voluntary request by the employee and approval by the manager and the company. The employee must submit a request at least one month before the desired start date.
- *","The company covers the costs of IT setup and maintenance, but does not mention meal allowances or other expenses.
- *","The policy does not explicitly address the right to disconnect or privacy, but it does emphasize the importance of maintaining a balance between personal and professional life.

The document does not mention specific provisions for the right to disconnect and privacy.",T08519001609-43756764700023
53,"- Eligible workers are those with a CDI or CDD contract, working at least 80% of full-time hours, with at least one year of tenure and six months in their current position.
- They must have the necessary autonomy and professional skills, and their job functions must allow for regular and partial remote work.
- They must have a suitable workspace at home and a high-speed internet connection.

*","- Telework is allowed up to one day per week, with a fixed weekly schedule.
- Days cannot be Monday or Friday.
- In exceptional cases, days can be adjusted with a 48-hour notice.

*","- Telework arrangements are established through a candidacy and acceptance process.
- The manager and HR department review the request and provide a response within one month.
- Avenant au contrat de travail is signed for a minimum of six months and a maximum of 12 months.

*","- The company covers the costs of IT setup and meal allowance.

*","- The document does not mention specific provisions for the right to disconnect and the privacy of the worker.

Note: The document does not mention specific provisions for the right to disconnect and the privacy of the worker.",T05718000548-49338578500016
54,"- Autonomous workers with 12 months tenure and a CDI or CDD (80% minimum) are eligible.
   - Excluded are those requiring physical presence, specific work hours, or specialized equipment.
   - Temporary telework is allowed for pollution or intemperance episodes, and in case of force majeure or epidemics.

2. F","- Permanent telework is allowed up to two days per week.
   - Occasional telework is allowed up to two days per month.
   - Temporary telework for medical reasons is allowed for a determined period.

3. A","- Telework arrangements are established through written requests and agreements.
   - The employer can propose or deny telework, and the employee can accept or refuse.
   - Temporary telework can be granted for pregnancy or medical reasons.

4. C","- The document does not mention coverage of costs associated with telework.

5. P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention specifics on the coverage of costs associated with telework or provisions for the right to disconnect and privacy of the worker.",T07518004963-41315709000015
55,"All cadres and non-cadres of the Compagnie des Transports Strasbourgeois are eligible for telework, including those with disabilities. The employee must have a minimum of 6 months tenure, perform tasks that can be done remotely, and have a dedicated workspace at home with necessary equipment (Article 3.3).
- *","Telework can be done on a regular or exceptional basis. Regular telework is based on the needs of the service and the employee's eligibility. Exceptional telework can be implemented during specific situations like pollution, intemperies, or crises (Article 4.1).
- *","Telework arrangements are established based on the employee's and manager's mutual agreement. The manager has discretion over the allowability of telework (Article 3.1).
- *","The company does not cover the costs associated with telework, except for the provision of a computer and internet connection for those without personal equipment (Article 12).
- *","The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not explicitly mention the frequency of telework or the coverage of costs associated with telework. The above points are based on the provided document's content.",T06721007334-56850068000018
56,"* Eligible workers are those with at least six months of seniority and a permanent contract, excluding trainees and apprentices.
* Employees must have an autonomous and responsible role, with no need for daily management.
* Employees must have access to necessary tools and information to perform their duties remotely.
* Employees must have a stable and quiet workspace at home with adequate internet connectivity.
* Employees must have an up-to-date antivirus software and a secure internet connection.
* Employees must not have any ongoing disciplinary actions or performance issues.

F","* Telework is allowed for up to 3 days per week, with a minimum of two days on-site.
* Telework days are flexible and can be adjusted based on the employee's needs and the company's requirements.
* Employees must be available during their regular working hours and be reachable by phone and email.

A","* Employees must submit a written request to their manager and HR representative, who will review the request and provide a response within two weeks.
* The manager and HR representative will assess the employee's eligibility based on the company's telework policy and the employee's job responsibilities.
* The manager and HR representative will determine the duration and frequency of telework based on the company's needs and the employee's performance.

C","* The company will provide employees with necessary equipment and software, including laptops, phones, and internet access.
* Employees are responsible for maintaining their equipment and software and will be reimbursed for any related expenses.
* The company will not cover any additional costs associated with telework, such as rent or utilities.

P","* Employees have the right to disconnect outside of their regular working hours and are not required to respond to work-related messages or calls.
* Employees are responsible for maintaining their privacy and confidentiality during telework and must comply with the company's data protection policies.
* Employees are not required to work during their regular breaks or lunch hours and are encouraged to take regular breaks to maintain their well-being.

The document does not mention any specific provisions for the right to disconnect and the privacy of the worker.",T09322008752-30849152100057
57,"- Eligible workers are those with a CDI, at least 12 months of tenure, working at least 80% time, and occupying a job compatible with telework.
- Excluded jobs include those requiring physical presence, handling sensitive data, or requiring specific equipment.
- The list of excluded jobs will be updated as needed.

F","- Telework is allowed for 1-3 days per week, with a minimum of 2 days per week in the office.
- Days are fixed and cannot be changed without manager approval.

A","- Telework arrangements are established through a mutual agreement between the employee and manager.
- The manager and RRH review the request and provide a response within 15 days.
- A new entrant's telework eligibility is reassessed if they change jobs.

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not mention telework during suspension of the contract or during the probationary period.",T07520023767-54210424501153
58,"- All employees of the company are eligible for telework, with no specific criteria mentioned in the document.

*","- Telework is allowed for a minimum of 1 day per week and a maximum of 3 days per week on average.
- The number of days is prorated for part-time employees and those on leave.
- The number of days is calculated as a monthly average of 3 days per week.

*","- Telework arrangements are established through a formal request and validation process.
- A simplified, temporary procedure is in place for the first 3 months after the agreement is signed.
- The manager has discretion over the allowability of telework.

*","- The document does not mention coverage of costs associated with telework.

*","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specific details about the right to disconnect or privacy provisions for teleworkers.",T09222032878-31396612900857
59,"Eligible workers are those with at least 6 months of tenure in their role, excluding apprentices and professional contractors. The job must be administrative and able to be performed remotely without disrupting service continuity. A list of ineligible administrative jobs is provided in the annex.
- *","Telework is allowed for 2 days per week, with at least 3 days of in-person work required. Alternatively, telework can be done for 7 days per month, with exceptions for specific roles and part-time employees.
- *","Employees must submit a written request for telework, using the provided form. The manager and HR will review the request, considering the employee's mastery and autonomy in their role. A 4-month adaptation period is provided for both parties to assess the arrangement.
- *","The company will contribute to internet and equipment costs, with a maximum of 150€ TTC for computer equipment and 100€ TTC for an office chair. A 2.50€ net per day teleworked allocation is provided, with a maximum of 20€ net per month.
- *","The document does not explicitly address the right to disconnect or privacy. However, it encourages maintaining work-life balance and emphasizes the importance of mental health. The company encourages regular breaks and time for personal activities during telework days.",T07521030736-55214153300018
60,"- Eligible workers are those with postings compatible with telework and meeting specific criteria: confidentiality, autonomy, team configuration, access to necessary documents and tools, and suitable home conditions.
- Excluded are those in specific roles requiring physical presence, alternants with less than one year's tenure, and salaried staff with less than 80% of full-time hours.
- The document does not mention workers with disabilities or handicaps.

*","- Telework is allowed for one day per week, excluding Fridays and additional days for specific reasons.
- The day for telework is agreed upon by the manager and the employee.
- Non-utilized days cannot be accumulated or reported.

*","- Telework arrangements are established through a formal request to the manager and the HR department.
- A response is given within one month, and refusals are motivated.
- The employee is free to decline telework without repercussions.
- A written agreement is formalized, specifying the terms of telework.

*","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not explicitly address all topics, and some sections are not mentioned.",T06921017405-95650125800019
61,"- Eligible workers are those with at least 4 months of tenure at the company, working in activities that can be partially executed at a distance using IT support.
- Excluded are stagiaires, contrat d'alternance/d'apprentissage, and contrats saisonniers.

F","- Telework is allowed for up to 2 days per week, with a minimum of 3 days of presence in the office.
- For the Pôle administratif and CNFF, telework is limited to 1 day per week.

A","- Telework arrangements are established through a formal request process, with a 15-day response time and an annual review during the Entretien Annuel d'Evaluation.
- The decision is based on the collaborator's autonomy and the nature of their activities.

C","- The document does not mention coverage of costs associated with telework.

P","- The right to disconnect is recognized, with collaborators expected to be unavailable outside of their regular work hours and pledges to not solicit professional contact during off-hours.
- The document does not mention provisions for the privacy of the worker.

Note: The document does not explicitly address all the requested categories, and some sections may not be fully covered.",T07521035851-50872906800041
62,"All employees of GreenYellow SAS, GreenYellow Effenergie Réunion, and HGPE 1 are eligible for telework, including itinerant workers, apprentices, and interns. Excluded are those with jobs that cannot be done remotely or require permanent on-site presence. Exceptions can be made for handicapped, pregnant, or long-term sick employees (Article 2.2).
- *","Telework is allowed up to 2 days per week, with a minimum of 1 day for part-time employees and those working less than 50% of full-time hours. Stagiaires and alternants can telework 1 day per week (Article 4.1).
- *","Telework arrangements are established through individual interviews between managers and employees, considering the needs of the service and the employee's preferences. Managers ensure fairness and coordinate with HR for specific cases (Article 3.2).
- *","GreenYellow provides necessary IT setup and an indemnity of 20 euros per month for at least 2 days of telework or 10 euros for 1 day. Additional compensation is possible for exceptional cases (Article 4.5).
- *","The document does not explicitly mention the right to disconnect or privacy provisions. However, it emphasizes the importance of maintaining the collective and ensuring the well-being of employees.",T04222005930-50165739900017
63,"Eligible workers are those with a CDI or CDD contract, working full-time or at least 80%, with at least 6 months of tenure, capable of working autonomously, and already equipped with necessary tools for telework. Posts requiring physical presence or specific materials on-site are not eligible (Article 3.1).
- *","Eligible employees can telework up to 48 days per year, with a minimum of three days on-site and a maximum of two days of telework per week. Days cannot be reported or cumulated and must be taken as full days (Article 4).
- *","Telework arrangements are established through a manager's approval based on eligibility and service requirements. A manager's refusal must be justified, and the teleworker must sign an engagement form (Article 4).
- *","The document does not mention coverage of costs associated with telework.
- *","The right to disconnect is recognized, and teleworkers are expected to respect work hours and take breaks. Managers should not solicit teleworkers outside of their regular work hours (Article 5).

The document does not mention specific provisions for privacy.",T06721008626-42186325900014
64,"Eligible employees include those who can work autonomously, have an activity that can be exercised remotely, and have a manager who approves the arrangement. Excluded are those requiring physical presence or constant managerial support (Article 2.1).
- *","Telework is allowed up to two days per week, non-consecutive. Exceptional circumstances may require longer periods (Article 2.2).
- *","Telework is voluntary and requires manager approval. The manager can limit the number of teleworkers and refuse certain days. A formal request must be made 48 hours in advance (Article 3).
- *","The company provides necessary IT equipment. If telework is at home, the employee must provide proof of adequate internet and home insurance (Article 4.2).
- *",The right to disconnect is emphasized. The employee should not use TIC during rest periods or holidays. The company will monitor usage to prevent burnout (Article 3.2). The document does not mention specific provisions for privacy beyond the right to disconnect.,A09320008921-34223730200084
65,"- Title: Eligibility
- Eligible workers are those with an autonomous role, working in CDI or at least 80% of full-time, and have a suitable home office environment with a stable internet connection.
- Excluded workers include those with functions requiring physical presence, such as magasiniers, chauffeurs, vendeurs, and ATCs.
- The document does not mention specific criteria for tenure or job characteristics.

F","- Title: Frequency
- Telework is allowed for up to 4 days per month, limited to one day per week.
- For handicapped employees, telework is allowed for up to 8 days per month, limited to 2 days per week.
- The document does not mention minimum requirements for employee presence in the office.

A","- Title: Arrangements
- Telework arrangements are established through a formalized process involving the employee, manager, and HR.
- The document does not mention whether permission must be obtained or if the manager has discretion over allowability.

C","- Title: Costs
- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

P","- Title: Privacy
- The document does not mention provisions for the right to disconnect or the privacy of the worker.

The document does not mention specific criteria for tenure or job characteristics.",T08519001933-33758742200045
66,"Eligible workers are full-time, indefinite-term contract employees with sufficient autonomy, not requiring close management, and occupying a role compatible with remote work. They must have a dedicated workspace at home with high-speed internet and a suitable electrical setup. Certain services and roles are ineligible, such as those requiring on-site presence or physical tasks. Part-time workers, interns, apprentices, and workers with disabilities or family care responsibilities are also excluded (Article 2-1).
- *","Telework can be implemented from the start of employment or during the contract. The frequency is not explicitly stated, but it is noted that telework is not a full-time arrangement and is subject to manager approval.
- *","Telework arrangements are established through a voluntary request by the employee, approved by the manager and the Direction of Human Resources. Each telework session requires a 7-day advance request, except for exceptional cases.
- *","The document does not mention coverage of costs associated with telework.
- *","The document does not explicitly address the right to disconnect or privacy provisions. However, it does mention that telework should not replace in-person work and is subject to manager approval.

In summary, the ACCORD RELATIF A LA MISE EN PLACE DU TELETRAVAIL AU SEIN DE LA SOCIETE ACTES SUD outlines telework eligibility for full-time employees with sufficient autonomy and a compatible role. Telework is subject to manager approval and is not a full-time arrangement. The document does not explicitly address telework frequency, cost coverage, or privacy provisions.",T01319005396-34088397400016
67,"- Title: ""Eligibility""
- Umanis S.A. and Umanis INGENIERIE. au capital employees are eligible for telework.
- Specific criteria include being a CDI or CDD employee, having completed the probationary period, and having a post compatible with telework.
- Excluded are alternants, stagees, and those with activities requiring physical presence or specific equipment.
- Autonomy, organizational skills, and performance are also considered.

F","- Title: ""Frequency""
- Telework is allowed up to 2 days per week with at least 2 days on-site.
- Exceptions include site clients who can telework up to 5 days per week.
- Temporary suspension is possible for up to 3 months due to operational or personal reasons.

A","- Title: ""Arrangements""
- Telework arrangements are established through a formal request and acceptance process.
- The manager has discretion in approving or denying telework requests.
- A 2-month adaptation period is provided for both parties to assess compatibility.

C","- Title: ""Costs""
- The document does not mention coverage of costs associated with telework.

P","- Title: ""Privacy""
- The document does not mention provisions for the right to disconnect or privacy of the worker.

Confidence:
- Title: ""Confidence""
- The document emphasizes the importance of trust and mutual engagement in telework arrangements.
- The document does not mention specific details about the right to disconnect or privacy of the worker.

Compensation:
- Title: ""Compensation""
- Compensation is provided for telework initiated by the manager or due to medical reasons.
- Compensation is forfeited if the employee refuses to work on-site when requested.

Confidentiality:
- Title: ""Confidentiality""
- The document does not mention specific details about confidentiality or data protection.

Training:
- Title: ""Training""
- The document does not mention specific details about training or actions of communication and sensitization.

Situations:
- Title: ""Situations""
- The document does not mention specific details about situations requiring tele",T09221028289-40325953400028
68,"- The telework policy applies to all employees of DAMART SA's VAD establishment who meet the general eligibility criteria and specific job characteristics (Article 1).
- The document does not mention any specific tenure, employment type, or other criteria for eligibility.

*","- The frequency of telework allowed is between 0.5 and 8 days per month, with a minimum of 2 days per week on-site (Article 14).
- The telework days can be taken in half-day increments.

*","- Telework arrangements are established through a formal request process and manager approval (Article 16).
- A period of adaptation is provided for the first month or 8 days of telework (Article 17).

*","- The document does not mention any specific coverage of costs associated with telework, such as IT setup or meal allowance.

*","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not explicitly address each topic for each category. In cases where the document does not mention a specific topic, the response includes ""the document does not mention [topic]"".",T59L21014692-33320208300015
69,"- Employees with a CDI or CDD contract, working full-time or part-time, with more than 4 months of tenure and not in a trial period are eligible.
- Employees must have a suitable workspace at home and the necessary equipment for autonomous work.
- The nature of the job must allow for remote work, and the employee must have demonstrated the ability to manage their time and tasks independently.
- The employee's presence in the office is required for at least 3 days per week.

2. F","- Telework is allowed for up to two days per week for full-time employees and one day per week for part-time employees.
- Employees must be present in the office for at least 3 days per week.

3. A","- Telework is based on mutual agreement between the employee and employer.
- The employee must submit a written request for telework, and the employer will respond within 15 days.
- A 3-month adaptation period is required for new teleworkers.

4. C","- The company provides an allocation of 2.5 euros net per day of telework, up to 25 euros net per month.
- Employees are responsible for their own internet and phone costs.

5. P","- The company and employee will sign an agreement defining the telework arrangement.
- The employee must ensure a suitable workspace at home and comply with data protection and confidentiality rules.
- The employee has the right to disconnect outside of work hours.

Note: The document does not mention specific provisions for the right to disconnect and privacy.",T59L22015784-30521967700146
70,"**

- Eligible workers are those with a minimum of 3 months' tenure in their post and have completed their probationary period.
- The employee's role must be compatible with telework, and they must have the necessary skills and autonomy to perform their duties remotely.
- The employee's home must meet specific conditions, such as having a suitable workspace and internet connection.
- The document does not mention specific eligibility criteria for employment type or job characteristics.

*","**

- Telework is allowed for one or two days per week, depending on eligibility and manager discretion.
- The employee must be present in the office for at least three days per week.

*","**

- Telework arrangements are established through a mutual agreement between the employee and manager.
- The manager has discretion over the allowability of telework.

*","**

- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","**

- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not explicitly mention the 300-token limit, but the summary provided adheres to this limit.",T07521037412-38396013502628
71,"- Permanent employees with a full-time or part-time contract, working at least 24 hours per week, are eligible for telework (Article 3.1).
- Employees must have a compatible job that can be performed remotely without disrupting the team's functioning (Article 3.1).
- Employees must have the necessary autonomy and expertise to work independently (Article 3.2).
- The employee's team and work environment must be compatible with telework (Article 3.3).
- The employee must have a dedicated workspace at home, meeting safety and ergonomic requirements (Article 3.4).

2. F","- Telework is allowed one day per week (JFX) or two days per month (JTV) (Article 4).
- JFX teleworkers must work on-site for at least two days per week, while JTV teleworkers must work on-site for at least three weeks per month (Article 4).

3. A","- Telework arrangements are established through a formal request process and manager approval (Article 5).
- A trial period of three months is required for new teleworkers (Article 6).

4. C","- The document does not mention any specific coverage of costs associated with telework.

5. P","- The right to disconnect is recognized, and employees are not expected to respond to work-related messages outside of their regular work hours (Article 9).
- Employees are responsible for maintaining confidentiality and data protection at their home workspaces (Article 3.4).

Note: The document does not explicitly mention the right to privacy for teleworkers.",T05021002921-69201526600020
72,"- Salaried employees with at least one year of tenure in the company and three months at the Saclay establishment are eligible.
   - Exclusions: apprentices, contrats de professionnalisation, stagiaires, temps partiel workers, and those with job duties requiring on-site presence.
   - Over-50 employees and pregnant women can request an extra day of telework.
   - All employees can telework during pollution episodes or force majeure.

2. F","- Telework is allowed once a week, from Monday to Friday.
   - Days cannot be accumulated or fractionated.
   - Exceptions for over-50 employees and pregnant women.

3. A","- Voluntary, employee-initiated telework.
   - Written request to manager via provided form, with 15-day response period.
   - Agreement valid for one year, renewable by tacit consent.

4. C","- The document does not mention cost coverage for telework.

5. P","- The document does not mention provisions for the right to disconnect or privacy.

The document does not mention specific topics such as costs, right to disconnect, or privacy provisions.",T09118001456-53837944700013
73,"Eligible workers are those with a CDI or CDD contract, working full or part-time, possessing necessary IT equipment for telework, and occupying a role that can be performed remotely. Excluded are those requiring physical presence or frequent in-person interactions. Stagiaires are not eligible (Article 3.1).
- *","Telework is allowed for 1-3 days per week, depending on the service or regional organization. Days are agreed upon by the employee and manager, ensuring a minimum number of on-site staff (Article 3.2).
- *","Telework is voluntary and formalized through a specific form. The location is the employee's home, with rare exceptions for third-party locations. The employee must ensure a suitable workspace and inform their insurer (Article 3.3).
- *","The document does not mention coverage of costs associated with telework.
- *","The right to disconnect is recognized outside of the employee's availability hours. No sanctions should be imposed for non-response during off-hours (Article 3.4).

Confidence: The employee must maintain confidentiality and avoid sharing sensitive information. The employer is responsible for ensuring data protection and secure access to information (Article 3.5).

The document does not mention specific provisions for the right to disconnect and privacy.",T07520024293-77566202600019
74,"All employees with permanent contracts, including fixed-term and indefinite-term contracts, are eligible for telework if their positions and activities are compatible with remote work. The company will assess eligibility based on objective, non-discriminatory criteria (Article 3-1).
- F","Telework is limited to 40% of the weekly working time, with a maximum of two days per week. Exceptions can be made for employees with disabilities, pregnant women, or in specific circumstances (Article 3-2).
- A","Employees must submit a written and motivated request for telework. The employer will respond within a month, and the refusal will be justified. The employer can also propose telework to employees for specific projects or organizational reasons (Article 3-4).
- C","The company will cover the costs of IT setup and meal allowances. Employees are responsible for ensuring a suitable workspace and informing their insurer of their professional activity (Article 7).
- P","The company and employees will respect the right to disconnect and privacy. The company will not access the employee's home without permission, and any surveillance will be limited to professional activities (Article 9).

The document does not mention the topic of ""Privacy"" in the context of the right to disconnect and privacy.",T06722009113-43842088700012
