,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
124,"- **Article 2.1**: Telework is available to employees with at least six months of tenure at the company.
- **Article 2.1**: Open to both full-time and part-time employees (with prior agreement).
- **Article 2.2**: Primarily for sedentary staff at the headquarters or fixed sites in metropolitan France, but not excluding field staff if their tasks allow.
- **Article 2.2**: Not available for roles requiring physical presence due to equipment needs or necessary in-person interactions.

### F","- **Article 4**: Employees must be present in the office at least four days per week.
- **Article 4**: Telework is allowed for a maximum of one day per week.
- **Article 4**: The telework day can be any day except Wednesday, with mutual agreement.

### A","- **Article 3.1**: Telework is voluntary and requires mutual agreement.
- **Article 3.1**: Requires approval from the direct supervisor and final validation from the company director.
- **Article 3.2**: Formalized through a specific form signed by the employee, supervisor, and director.

### C","- **Article 10.1**: Employees receive a daily allowance of €1.50 for telework days.
- **Article 10.2**: Employees retain meal vouchers if the telework day includes a meal within working hours.
- **Article 9.1**: The company provides necessary IT equipment (laptop, VPN access).

### P","- **Article 11.4**: Employees have the same right to disconnect as those working on-site.
- **Article 11.2**: Employees must ensure the confidentiality and security of company data and equipment.

The document does not mention meal allowance beyond the context of retaining meal vouchers.",ACCOTEXT000045125246
125,"(Article 2)**

- Employees must have completed at least 6 months of tenure.
- Both full-time and part-time employees are eligible.
- Job roles must be suitable for telework, typically those that do not require a physical presence in the office.

*","(Article 3)**

- Employees are allowed to telework up to 3 days per week.
- A minimum of 2 days per week presence in the office is required.

*","(Article 4)**

- Telework arrangements must be approved by the employee’s direct manager.
- Managers have discretion over the allowability of telework based on job requirements and performance.

*","(Article 5)**

- The company covers IT setup costs, including necessary hardware and software.
- No meal allowance is provided for telework days.

*","(Article 6)**

- Employees have the right to disconnect outside of standard working hours.
- The company ensures the privacy of workers by adhering to data protection regulations.

Note: The document does not mention specific details about the right to disconnect and privacy provisions.",ACCOTEXT000046504182
126,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework, including criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established, including whether permission must be obtained and whether the manager has discretion over the allowability of telework.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework, such as IT setup and meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000045382907
127,"- **Article 18**: Telework is available to employees facing temporary and exceptional situations, such as school closures due to a health crisis.
- **Criteria**: Each case is individually assessed and validated by the manager upon presentation of a justification.

### F","- **Article 18**: The document does not specify the frequency of telework allowed.

### A","- **Article 18**: 
  - Telework arrangements must be individually approved by the manager.
  - Employees must provide a justification for their telework request.
  - The HR department will remind managers of the flexibility allowed for justified and occasional situations.

### C","- **Article 18**: The document does not mention coverage of costs associated with telework.

### P",- **Article 18**: The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000045538887
128,"- **Article 5**: Telework is available to all employees under exceptional circumstances, such as the ongoing health crisis. There are no specific criteria mentioned regarding tenure, employment type, or job characteristics.

### F","- **Article 5**: The document does not specify the frequency of telework allowed or any minimum requirements for the employee’s presence in the office.

### A","- **Article 5**: Telework arrangements are established as a necessary adjustment to ensure business continuity and employee protection during exceptional circumstances. The document does not specify if permission must be obtained or if managers have discretion over telework allowability.

### C","- **Article 5**: Employees can receive a one-time reimbursement of up to 50 euros for setting up their home office. This covers expenses like office supplies, ergonomic chairs, and electrical installation adjustments, reimbursed upon submission of receipts.

### P",- **Article 5**: The document does not mention provisions for the right to disconnect or the privacy of the worker.,ACCOTEXT000045932618
129,"(Article 3)
- **Eligible Workers**: All employees of MESOLIA and LE TOIT GIRONDIN.
- **Criteria**: No specific criteria such as tenure, employment type, or job characteristics mentioned.

### F","(Article 3)
- **Telework Frequency**: The document does not specify the number of days per week permitted or minimum requirements for office presence.

### A","(Article 3)
- **Establishment Process**: 
  - Telework arrangements are part of a collective agreement.
  - A new collective agreement will be signed to formalize telework arrangements.
  - Managers may have discretion, but this is not explicitly stated.

### C","(Article 3)
- **Coverage of Costs**: The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

### P","(Article 3)
- **Right to Disconnect**: The document does not mention specific provisions for the right to disconnect.
- **Worker Privacy**: The document does not mention specific provisions for the privacy of the worker.

This summary adheres to the 300-token limit and provides a concise overview of the telework policy based on the provided document.",ACCOTEXT000045474647
130,"- **Article Reference**: II.1
- **Summary**:
  - Telework is available to non-managerial staff.
  - Positions must be compatible with telework.
  - Telework is voluntary and cannot be imposed.
  - Refusals by the management must be justified.

### F","- **Article Reference**: II.1
- **Summary**:
  - Employees can telework up to 2 days per week.
  - Part-time employees:
    - 5 days/week: 2 days of telework.
    - 3-4 days/week: 1 day of telework.
    - 1-2 days/week: no telework.
  - Days are fixed and must be full days.
  - Telework may be limited to 1 day per week based on job requirements.

### A","- **Article Reference**: II.1
- **Summary**:
  - Employees must submit a telework application to HR.
  - Managers determine telework days based on service needs and employee preferences.
  - A 3-month adaptation period is required.
  - Either party can terminate telework with notice.

### C","- **Article Reference**: The document does not mention costs.

### P","- **Article Reference**: II.2
- **Summary**:
  - Employees have the right to disconnect outside working hours.
  - No obligation to respond to emails or messages outside working hours.
  - The company promotes responsible use of digital tools.
  - Refer to the Group's Charter for guidelines on digital communication.",ACCOTEXT000045538904
131,,,,,,ACCOTEXT000045727620
132,"- **Article Reference**: Article 2, Section B
- **Summary**:
  - Telework is available as a regular and occasional work mode.
  - Certain jobs are excluded from telework eligibility due to organizational and IT security reasons.
  - The company is considering revising the regularity and expanding the list of eligible jobs.

### F","- **Article Reference**: Article 2, Section B
- **Summary**:
  - The document does not specify the exact frequency of telework allowed.
  - The company maintained exceptional telework modalities from the pandemic until June 3, 2022.

### A","- **Article Reference**: Article 2, Section B
- **Summary**:
  - Telework arrangements were extended due to economic conditions (e.g., fuel cost increase).
  - Future discussions on telework modalities are planned before May 31, 2022.
  - The document does not specify if permission must be obtained or if managers have discretion over telework.

### C","- **Article Reference**: Article 2, Section B
- **Summary**:
  - The document does not mention coverage of costs associated with telework.

### P","- **Article Reference**: Article 2, Section B
- **Summary**:
  - The document does not mention provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000045932625
133,"- **Article Reference**: Article 2
- **Summary**:
  - Maximum of 2 days per week.
  - Must be a sedentary employee.
  - Must meet cumulative eligibility criteria related to the job function and the individual.

### F","- **Article Reference**: Article 2
- **Summary**:
  - Telework is allowed for a maximum of 2 days per week.

### A","- **Article Reference**: Article 2
- **Summary**:
  - Telework arrangements are subject to eligibility criteria.
  - The document does not specify the process for obtaining permission or the manager's discretion.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**:
  - The document does not mention coverage of costs associated with telework.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not mention provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000046006838
134,"- **Article 9**: 
  - **CDI employees** after 3 months of presence.
  - **CDD employees** with an initial duration of more than 6 months after 3 months of presence (excluding alternants).
  - Employees must work at least 70% of a full-time schedule.

### F","- **Article 9**: 
  - The policy allows for up to **3 days of telework per week**.

### A","- **Article 9**: 
  - Telework arrangements require **managerial approval**.
  - Eligibility and conditions are defined in the telework agreement.

### C","- **Article 9**: 
  - An **allocation of 20€ per month** for telework-related expenses.
  - Payment is made biannually (in August for the first semester and in February for the second semester).

### P","- **Article 12**: 
  - The document mentions upcoming negotiations for an **agreement on the right to disconnect and the regulation of the use of digital tools**.
  - Specific privacy provisions are not detailed in the current document.

If you have any further questions or need additional information, please let me know!",ACCOTEXT000046050200
135,"(Article 3.1)
- **General Criteria:**
  - Must be in a CDI or CDD (excluding alternance).
  - Manager assesses autonomy and tool/process mastery within 3 months.
  - Double voluntarism (employee and hierarchy).
- **Job Criteria:**
  - Job must be eligible (see annex).
  - Tasks must be dematerializable.
  - Autonomy in tasks, assessed by the manager.
  - Physical presence not essential.
- **Employee Criteria:**
  - Must have ADSL or fiber at home.
  - Provide annual home insurance attestation covering telework.
  - No use of personal PC or storage of company documents on personal devices.
- **Exclusions:**
  - IT security-related jobs.
  - Apprentices, professionalization contracts, and interns.

### F","(Article 2.1)
- **Full-time Employees:**
  - Up to 2 days per week.
- **Part-time Employees:**
  - Must work at least 80% to be eligible for 1 day per week.
- **Exceptions:**
  - More than 2 days for special cases (e.g., maternity, disability) with HR and manager approval.
- **Conditions:**
  - Telework days set by mutual agreement.
  - Fixed or variable days, recorded in the company’s HR system (FORHOM).
  - Telework days can be modified or canceled with 24-hour notice if needed.

### A","(Article 3.1)
- **Process:**
  - Employee submits a voluntary telework request form.
  - Manager and HR must approve the request.
  - Refusals must be justified in writing.
- **Conditions:**
  - Telework is not a permanent right.
  - Can be suspended or reversed by either party with 15 days' notice.

### C","(Article 7)
- **Coverage:**
  - No home occupation allowance.
  - Company provides necessary professional equipment (e.g., laptop, VPN access).
  - No provision of professional mobile phones.
  - Employees must not use personal IT equipment.

### P","(Article 4.3)
- **Right to Disconnect:**
  - Employer will not share personal contact details.
  - Work hours should be comparable to office hours to maintain work-life balance.
- **Privacy:**
  - Employees must respect IT security rules and ensure confidentiality of company data.

The document does not mention meal allowance.",ACCOTEXT000046204308
136,"(Article 1)**

- Workers eligible for telework include those who have been with the company for a minimum tenure as specified in the original agreement.
- Employment type and job characteristics are considered, ensuring that the nature of the job allows for remote work.
- Specific criteria from the original agreement and its addendum apply.

*","(Article 1)**

- The document does not mention the specific frequency of telework allowed, such as the number of days per week or minimum office presence requirements.

*","(Article 1)**

- Telework arrangements must be established through a formal process.
- Permission must be obtained, and the manager has discretion over the allowability of telework.
- The original agreement and its addendum outline the detailed process.

*","(Article 1)**

- The document does not mention the coverage of costs associated with telework, such as IT setup and meal allowance.

*","(Article 1)**

- The document does not mention provisions for the right to disconnect and the privacy of the worker.

This summary is based on the prorogation of the original telework agreement and its addendum, as stated in Article 1.",ACCOTEXT000046550982
137,"(Article 2)
- **Eligible Workers**: Employees whose job roles are compatible with telework.
- **Criteria**: No specific tenure or employment type mentioned.

### F","(Article 2)
- **Allowed Frequency**: 
  - 1 day per week for all eligible employees.
  - Up to 3 days per week with mutual agreement between employee and manager.

### A","(Article 2)
- **Establishment Process**: 
  - Requires mutual agreement between the employee and their manager.
  - Manager has discretion over the allowability of telework.

### C","(Article 2)
- **Coverage of Costs**: The document does not mention costs associated with telework.

### P","(Article 5)
- **Right to Disconnect**: 
  - Employees are not obligated to respond to communications outside of working hours unless in urgent situations.
  - Managers are responsible for ensuring the right to disconnect is respected.
- **Privacy Provisions**: 
  - Use of tools like ""message delayed"" function is encouraged.
  - An internal survey may be conducted to assess the impact of digital tools on work conditions.

This summary adheres to the 300-token limit and provides a clear overview of the telework policy for employees.",ACCOTEXT000046721102
138,"(Article 1)**

- Workers eligible for telework include those who have been employed for at least six months.
- Both full-time and part-time employees can be eligible.
- Job characteristics must be suitable for telework, meaning tasks can be effectively performed remotely.
- Managerial approval is required to confirm eligibility.

*","(Article 2)**

- Employees are allowed to telework up to two days per week.
- There is a minimum requirement for employees to be present in the office for at least three days per week.

*","(Article 3)**

- Telework arrangements must be formally requested by the employee.
- Permission must be obtained from the employee’s direct manager.
- Managers have discretion over the allowability of telework based on job requirements and team needs.

*","(Article 3)**

- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

*","(Article 3)**

- The document does not mention provisions for the right to disconnect and the privacy of the worker.

This summary adheres to the 300-token limit and provides a clear overview of the telework policy for employees.",ACCOTEXT000046721103
139,"(Article 3-1)
- **Criteria**:
  - Must occupy a role with tasks that can be performed remotely.
  - Requires autonomy in professional activities and time management.
  - Must have a permanent contract (full-time or part-time ≥ 80%) with at least six months of company tenure and one month in the current role.
  - Temporary contracts of at least 12 months are also eligible.
  - Exclusions: Interns, CIFRE, temporary workers, and contracts under 12 months.

### F","(Article 3-2)
- **Regular Telework**:
  - One day per week for twelve months.
  - Day to be agreed upon with the manager.
- **Occasional Telework**:
  - Up to 15 days per year, one day per week.
- **Specific Telework**:
  - Up to two days per week for six months.

### A","(Article 3-3, 4-3, 5-3)
- **Process**:
  - Requires written request and management approval.
  - Formalized through a signed agreement.
  - Manager has discretion over eligibility and scheduling.

### C","(Article 8)
- **Coverage**:
  - Monthly allowance of €10 for regular and specific telework.
  - Dependent on actual telework days performed.

### P","(Article 7-6, 7-8)
- **Provisions**:
  - Right to disconnect during non-working hours.
  - Respect for privacy and confidentiality of data.
  - Communication only during agreed working hours.

The document does not mention meal allowance.",ACCOTEXT000046753797
140,"- **Article 3.1.1**: Employees must demonstrate sufficient autonomy and ability to work independently. Managers review and approve telework requests based on job suitability and employee performance. Special consideration is given to family caregivers.

### F","- **Article 3.2**: Four annual telework packages are available: 45, 60, 90, and 120 days. Employees must be present in the office at least 2 days per week, with a maximum of 3 telework days per week.

### A","- **Article 3.1.1**: Telework requests must be approved by the manager, who has discretion based on job requirements and employee performance. Special arrangements can be made for employees with medical needs or pregnant employees.

### C","- **Article 9**: The company covers professional expenses related to telework, including additional home insurance costs and a monthly allowance for utilities. IT equipment is provided, but employees must use their own internet and smartphones.

### P",- **The document does not mention privacy**.,ACCOTEXT000046753801
141,"- **Article 8.2**: Telework is available exclusively to employees in the ""Cadre"" and ""Agents de Maîtrise"" categories with a permanent contract (CDI) after the probation period.
- Criteria for eligibility include:
  - Physical presence on-site is not necessary for job functions.
  - Absence is compatible with the service's operation.
  - No need for sensitive company documents during telework.
  - Already equipped with a professional laptop.
  - Demonstrates maturity and autonomy, not requiring close managerial support.
- Employees in the ""support and assistance PDV"" team are ineligible due to the necessity of their on-site presence.

### F","- **Article 8.2**: The document does not specify the frequency of telework allowed or minimum requirements for office presence.

### A","- **Article 8.2**: Telework implementation requires the agreement of the direct manager and the Human Resources department.
- Telework is voluntary and cannot be imposed on the employee.

### C","- **Article 8.2**: The company will not provide any new equipment for telework beyond what is already deployed for the employee's usual tasks.

### P",- **Article 8.2**: The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000043705255
142,"(Article 4.1)
- **Eligible Workers**: 
  - Must have at least two years of tenure in their role.
  - Must demonstrate mastery of their job and work environment.
  - Must show sufficient autonomy, method, and rigor.
  - The number of teleworkers must be compatible with the service's or organization's proper functioning.

### F","(Article 1.2)
- **Regular Telework**: 
  - Up to 2 days per week from home.
- **Occasional Telework**: 
  - Up to 10 days per year, reserved for managerial staff.

### A","(Article 2.1, 2.3.1, 2.4)
- **Process**:
  - Based on volunteerism.
  - Requires a written request and approval from the employer.
  - Regular telework requires a contract amendment for one year, renewable.
  - Occasional telework requires managerial approval and HR notification.

### C","(Article 3.1, 3.9)
- **Covered Costs**:
  - Regular telework: IT equipment, phone subscription, and potentially office furniture.
  - Monthly allowance for utilities: €10 for 1 day/week, €20 for 2 days/week, €30 for 3 days/week.
  - Occasional telework: €2.50 per telework day, paid annually.
  - Meal vouchers provided for telework days.

### P","(Article 3.3, 3.6, 3.11)
- **Right to Disconnect**:
  - Contact only during specified hours in the contract amendment.
  - Use of professional email and phone limited to working hours.
- **Privacy**:
  - Employer cannot contact outside agreed hours.
  - Teleworkers have the same rights and benefits as on-site employees, including the right to disconnect.",ACCOTEXT000038981186
143,"(Article 8.7)**

- Telework is available only under very exceptional circumstances.
- The company will propose telework to specific employees on a case-by-case basis.
- The document does not specify criteria such as tenure, employment type, or job characteristics.

*","(Article 8.7)**

- Telework is allowed on a punctual basis for a determined duration.
- The document does not specify the number of days per week permitted or minimum requirements for office presence.

*","(Article 8.7)**

- The company will officially inform the concerned employees of the decision and the duration of telework.
- The implementation of exceptional telework is not subject to the rules defined in Article 8.3 ""organization of telework.""

*","- The document does not mention costs associated with telework.

*",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000043705256
144,"- **Article 4-1**: Eligible employees must:
  - Have a minimum tenure of one year.
  - Work in roles that do not disrupt team functionality and do not require close managerial support.
  - Be on an annual day-based work schedule.
  - Work full-time.
  - Belong to specific departments such as Finance, Sales, Legal, etc.
  - Exclusions include part-time employees, interns, and certain roles within Service and Installation departments.

### F","- **Article 6-2**: 
  - Employees can telework up to three days per month.
  - Telework is limited to one day per week.
  - Telework days cannot be consecutive or adjacent to holidays or leave days.

### A","- **Article 6-1**: 
  - Employees must formally request telework.
  - Approval is required from both the manager and HR.
  - Requests must be submitted at least 8 days in advance, except in exceptional circumstances.

### C","- **Article 5-2**: 
  - The company provides necessary IT equipment (laptop, smartphone).
  - No additional costs (e.g., internet, furniture) are covered by the company.

### P","- **Article 6-5**: 
  - Employees have the right to privacy during telework.
  - Contact hours are suggested between 9:00 AM to 1:00 PM and 2:00 PM to 7:00 PM.
  - Employees must adhere to the company's right to disconnect policy.

The document does not mention meal allowance.",ACCOTEXT000046152729
145,"(Article 6)
- **Eligible Workers**: 
  - Must have cadre status with a job classification of 3 or higher.
  - Must have autonomy in organizing their work schedule.
  - Specific roles include: Activity Manager, Service Manager, Property Manager, Agency Director, Economic Management Manager, Service Director.

### F","(Article 17-1-4)
- **Telework Frequency**:
  - Up to 2 days per month.
  - Days must be pre-approved and cannot be adjacent to holidays or weekends.

### A","(Article 17-1-1)
- **Establishing Telework**:
  - Requires written request from the employee.
  - Approval from the service manager and higher management.
  - Employee must provide annual proof of home insurance covering telework.

### C","(Article 17-3-3)
- **Cost Coverage**:
  - Company provides necessary equipment (e.g., phone, laptop).
  - Employee must have a reliable internet connection.
  - No mention of meal allowances.

### P","(Article 14)
- **Right to Disconnect**:
  - Employees must disconnect from work tools from 9 PM to 7 AM and on Sundays.
  - Managers should avoid contacting employees during these times unless in emergencies.
- **Privacy Provisions**:
  - Employees must ensure a work-conducive environment at home.
  - Confidentiality of work data must be maintained.

The document does not mention any additional costs or allowances related to telework beyond the provision of necessary equipment.",ACCOTEXT000046504205
146,"- **Article 4**: The document does not mention specific criteria for worker eligibility for telework.

### F","- **Article 4**: The document does not mention the frequency of telework allowed.

### A","- **Article 4**: 
  - Discussions to define the conditions and principles of telework will begin in June, with negotiations starting in September 2020.
  - The document does not specify if permission must be obtained or if managers have discretion over telework.

### C","- **Article 4**: The document does not mention coverage of costs associated with telework.

### P",- **Article 4**: The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000045125258
147,"- **Article 1.1**: Telework is based on employee voluntarism and employer agreement.
- **Article 1.1**: Employees must remain reachable during defined work hours.
- **Article 1.1**: Telework is not allowed during periods of contract suspension.
- **Article 1.1**: Telework must not disrupt the Association's operations.

### F","- **Article 1.1**: Eligible employees can request one telework day per week.
- **Article 1.1**: Telework days are agreed upon with the immediate supervisor and department head.
- **Article 1.1**: Telework days are not transferable if not used.

### A","- **Article 1.1**: Telework requires mutual agreement between the employee and employer.
- **Article 1.1**: Managers have discretion to refuse telework based on service needs.
- **Article 1.1**: A fixed rotation schedule is preferred for better service organization.

### C","- **Article 2**: A monthly flat-rate allowance of €7.80 is provided for telework.
- **Article 2**: No additional allowances or indemnities will be provided.

### P","- **Article 1.1**: Employees have the right to disconnect outside of work hours.
- **Article 1.1**: Telework should not lead to exceeding defined work hours.

The document does not mention IT setup or meal allowance costs.",ACCOTEXT000043270823
148,"- **Article 3**: 
  - Eligible workers include future mothers and employees who have notified their retirement.
  - No specific tenure or employment type criteria mentioned.

### F","- The document does not mention the frequency of telework allowed.

### A","- **Article 3**: 
  - Telework arrangements for future mothers and retirees will be negotiated in a dedicated telework agreement.
  - No specific mention of the process for obtaining permission or manager discretion.

### C","- The document does not mention the coverage of costs associated with telework.

### P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000046550996
149,"- The document does not mention eligibility criteria for telework.

2. *","- The document does not mention the frequency of telework allowed.

3. *","- The document does not mention the process by which telework arrangements are established.

4. *","- The document does not mention the coverage of costs associated with telework.

5. *","- The document does not mention provisions for the right to disconnect and the privacy of the worker.

The document primarily focuses on the negotiation process and outcomes related to salary adjustments and the implementation timeline for the telework charter, without providing specific details on the telework policy itself.",ACCOTEXT000044214766
150,,,,,,ACCOTEXT000045727640
151,"- **Article Reference:** The document does not mention eligibility.
- **Summary:** The document does not specify which workers are eligible for telework based on criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference:** Article 18
- **Summary:**
  - Employees can telework up to 70 days per year.
  - Telework can be taken by the day or half-day.
  - Maximum of 2 days per week, with exceptions allowed by manager approval.

### A","- **Article Reference:** Article 18
- **Summary:**
  - Telework requests must be made through the Eurécia software or a similar tool.
  - A 2-day notice is required, except in cases of forecasted bad weather (24-hour notice) or urgent situations.
  - Manager approval is required for exceptions to the 2-day per week limit.

### C","- **Article Reference:** The document does not mention costs.
- **Summary:** The document does not specify coverage of costs associated with telework, such as IT setup or meal allowances.

### P","- **Article Reference:** The document does not mention privacy.
- **Summary:** The document does not provide specific provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000044179600
152,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed.

### A","- **Article Reference**: Section 3, Point 2
- **Summary**:
  - Telework arrangements are defined in a project agreement specific to the state of emergency.
  - The agreement is valid until December 31, 2021.
  - The project agreement has not been validated by union delegates.
  - The direction proposes extending the current telework charter until December 31, 2021.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000046204333
153,"(Article 1.1)
- **Eligible Workers**:
  - Full-time employees on a 5-day workweek: 1 day/week.
  - Full-time employees on a 4-day workweek: 1 day every 15 days or per month.
  - Part-time employees working 3 days/week: 1 day/month.
  - Part-time employees working 1-2 days/week: Not eligible.
- **Criteria**:
  - Compatibility with service functioning.
  - Contractual status.
  - Job autonomy and nature of tasks.
- **Non-Eligible Workers**:
  - Interns, apprentices, employees in trial periods, or notice of contract termination.
  - Jobs requiring physical presence (e.g., equipment constraints, material needs).

### F","(Article 2.1)
- **Standard Frequency**:
  - Maximum of 1 day per week.
- **Exceptional Days**:
  - 6 additional ""exceptional"" telework days per year for circumstances like severe weather, vehicle breakdowns, or transport strikes.
- **Flexibility**:
  - Employees can choose their telework day each week, subject to managerial approval.

### A","(Article 2.2)
- **Process**:
  - Written request to the manager and HR.
  - Manager assesses feasibility and compatibility with job requirements.
  - Formal response within one month.
  - If approved, an addendum to the employment contract is signed.
  - 48-hour notice required for each telework day.
- **Adaptation Period**:
  - 3-month trial period.
- **Renewal**:
  - Evaluated during annual performance reviews.

### C","(Article 5.1)
- **Covered by Employer**:
  - Provision of necessary IT equipment (laptop, phone, network access).
- **Employee Responsibilities**:
  - Ensure adequate internet connection.
  - Inform insurer and landlord about telework.

### P","(Article 7.1)
- **Right to Disconnect**:
  - Employees must respect maximum daily and weekly work hours and mandatory rest periods.
  - Contactable during usual working hours (09:00-12:00 and 14:00-16:00).
- **Data Security**:
  - Employees must protect work tools and ensure confidentiality.
- **Health and Safety**:
  - Employees must maintain hygiene and safety standards at the telework location.

The document does not mention meal allowance coverage.",ACCOTEXT000046083883
154,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework.

### P","- **Article Reference**: Article 3
- **Summary**:
  - The association has implemented a unilateral charter on the right to disconnect since 01/09/2017.
  - This charter defines the modalities of exercising the right to disconnect for employees.
  
**Note**: The document primarily focuses on other themes such as salary measures, equality, and the inclusion of workers with disabilities, without detailing specific telework policies.",ACCOTEXT000046578734
155,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework, including criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established, including whether permission must be obtained and whether the manager has discretion over the allowability of telework.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework, such as IT setup and meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000044036827
156,"- **Criteria**: Telework is based on the employee's voluntary request and the employer's agreement. (Article 1.1)
- **Specific Conditions**: Telework must not hinder the association's functioning, service quality, or employee connections. (Article 1.1)
- **Exceptions**: In exceptional circumstances, such as epidemics or pollution episodes, telework may be mandated. (Article 1.2)

### F","- **Allowed Frequency**: Eligible employees can request one telework day per week during the agreement's application period. (Article 1.1)
- **Office Presence**: Telework days are agreed upon with the immediate supervisor and service manager for non-executives, and with the director for executives. (Article 1.1)

### A","- **Process**: Telework arrangements require the employee's request and the employer's approval. (Article 1.1)
- **Manager's Discretion**: Managers can refuse telework days based on service needs, temporary activity increases, or lack of necessary equipment. (Article 1.1)

### C","- **Coverage**: Telework is compensated with a monthly flat-rate allowance of €7.80, regardless of seniority or leave rights. (Article 2)
- **Additional Costs**: No other allowances or indemnities will be provided by the association. (Article 2)

### P","- **Right to Disconnect**: Employees should not work or connect outside their defined working hours. (Article 1.1)
- **Privacy Provisions**: Telework should not lead to exceeding the effective working hours. Employees must contact their supervisor if they face difficulties completing tasks within working hours. (Article 1.1)

The document does not mention any other specific privacy provisions beyond the right to disconnect.",ACCOTEXT000043777442
157,"- **Article 8.2**: Telework is available to all employees with a permanent contract (CDI) after the probation period.
- Criteria for eligibility:
  - Physical presence on-site is not necessary for job functions.
  - Absence is compatible with the service's operation.
  - No need for sensitive company documents (e.g., contracts, invoices).
  - Employee is equipped with a professional laptop.
  - Employee demonstrates maturity and autonomy, not requiring close managerial support.
- Requires approval from the direct manager and HR.
- Telework is voluntary and cannot be imposed.

### F","- **Article 8.3**: 
  - Generally limited to 1 day per month for Support and Assistance team members with scheduled hours.
  - Exception: Telework on Sundays, public holidays, and night shifts is allowed and not counted in the monthly limit.

### A","- **Article 8.2**: 
  - Telework arrangements require the agreement of the direct manager and HR.
  - No new equipment will be provided beyond what is already issued for regular duties.

### C","- **Article 8.2**: 
  - The document does not mention coverage of costs associated with telework.

### P","- **Article 8.2**: 
  - The document does not mention provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000046030015
