,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
105,"(Article: TELETRAVAIL)
- **Eligible Workers**:
  - Must have a minimum tenure of one year.
  - Must work full-time or part-time with at least 80% of full-time hours.
  - Must be able to perform their tasks autonomously without managerial support.
  - Conditions are cumulative.

### F","(Article: TELETRAVAIL)
- **Regular Telework**:
  - Not explicitly mentioned in terms of specific days per week.
- **During Pandemics**:
  - Employees who can perform all tasks remotely must telework 5 days a week.
  - Employees who cannot perform all tasks remotely must limit office visits and group tasks to minimize travel.

### A","(Article: TELETRAVAIL)
- **Process**:
  - Employees must submit a written and motivated request.
  - An interview will be conducted to discuss motivations and eligibility.
  - A response will be provided within one month; refusals must be written and justified.
  - Telework is voluntary and formalized through an amendment to the initial contract.
  - Annual reviews will assess telework conditions and workload.

### C","(Article: TELETRAVAIL)
- **Coverage of Costs**:
  - The document does not mention costs associated with telework.

### P","(Article: TELETRAVAIL)
- **Right to Disconnect and Privacy**:
  - The amendment will specify work hours and contactability.
  - During pandemics, telework can be imposed without employee consent to ensure activity continuity and worker protection.

The document does not mention specific provisions for the right to disconnect outside of work hours.",ACCOTEXT000043318595
106,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established.

### C","- **Article Reference**: Art. 4.1.5
- **Summary**:
  - An indemnity for occupation of the domicile for professional purposes is provided.
  - This indemnity is 65 € gross per month for eligible employees.
  - Eligible employees include Regional Managers, Sales Directors, and Veterinary Affairs Associates.

### P","- **Article Reference**: Art. 5.8
- **Summary**:
  - An agreement on the right to disconnect was signed on March 28, 2017.
  - The agreement aims to regulate the use of digital tools to ensure respect for rest periods, holidays, and personal and family life.
  - It also aims to preserve employees' health.",ACCOTEXT000043336909
107,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework, including criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established, including whether permission must be obtained and whether the manager has discretion over the allowability of telework.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework, such as IT setup and meal allowance.

### P","- **Article Reference**: III) OBJET DE L’ACCORD
- **Summary**:
  - **Right to Disconnect**: The document mentions the ""Droit à la déconnexion"" (right to disconnect) as part of the negotiations.
  - **Privacy of the Worker**: The document does not provide specific details on the privacy of the worker beyond the right to disconnect.

### Overall Summary
The document primarily focuses on salary negotiations, career progression, and other employment conditions for the year 2020. It mentions the right to disconnect but does not provide detailed information on telework eligibility, frequency, arrangements, or costs.",ACCOTEXT000043487179
108,"- **Article Reference**: Article 1
- **Summary**:
  - The telework policy applies to all employees of the Société Européenne de Cardiologie based in France.
  - No specific criteria such as tenure, employment type, or job characteristics are mentioned.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**:
  - The document does not specify the number of days per week permitted for telework or any minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**:
  - The document does not specify the process by which telework arrangements are established, such as whether permission must be obtained or if the manager has discretion over the allowability of telework.

### C","- **Article Reference**: Article 2
- **Summary**:
  - The company has provided screens for all personnel who expressed the need.
  - A purchase of headsets is in progress to equip all personnel for better comfort during video conferences.
  - No mention of meal allowances or other IT setup costs.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not specify provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000043777296
109,"(Article 5)
- **Eligible Workers**: All employees of Median Technologies SA, excluding subsidiaries.
- **Criteria**: Specific criteria such as tenure, employment type, and job characteristics are not explicitly mentioned.

### F","(Article 5)
- **Frequency of Telework**: The document does not specify the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","(Article 5)
- **Establishing Telework Arrangements**: The document does not provide details on the process by which telework arrangements are established, such as whether permission must be obtained or if the manager has discretion over the allowability of telework.

### C","(Article 5)
- **Coverage of Costs**: The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

### P","(Article 7)
- **Right to Disconnect and Privacy**: The document mentions the right to disconnect under the section on quality of life at work, with investigations and discussions planned for 2021 to implement an agreement by 2022.",ACCOTEXT000043558425
110,"(Article 2.1.1 & 2.2.1)
- **Hybrid Telework**: Eligible employees include those on permanent contracts (CDI), fixed-term contracts (CDD), professionalization or apprenticeship contracts, and interns. Directors and roles requiring physical presence are excluded.
- **Full Remote Telework**: Only permanent employees (CDI) in individual contributor roles with stable performance and sufficient autonomy are eligible. Approval from the Director and People & Culture is required.

### F","(Article 2.1.2)
- **Hybrid Telework**: Employees can telework 1, 2, or 3 days per week (20%, 40%, or 60%). A minimum of 2 days per week in the office is required, averaged over a month.
- **Full Remote Telework**: Employees can telework 5 days per week, subject to a quota of 5% of the total workforce.

### A","(Article 2.1.3 & 2.2.2)
- **Hybrid Telework**: Employees must submit a request via an online form, which is reviewed by People & Culture and the manager. Approval or refusal is communicated within a month.
- **Full Remote Telework**: Similar process as hybrid telework, with additional approval from the Director and People & Culture. 

### C","(Article 5.2)
- **IT Setup**: The company provides necessary equipment. Specific equipment for hybrid (40% or 60%) and full remote teleworkers is detailed in an annex.
- **Meal Allowance**: Telework days do not qualify for meal vouchers. Monthly telework indemnities are provided: €20 for 1-2 days/week, €30 for 3-5 days/week.

### P","(Article 4)
- **Right to Disconnect**: Employees must adhere to company working hours and are not required to respond outside these hours. The company supports the right to disconnect to ensure work-life balance.
- **Privacy**: Employees must maintain data confidentiality and follow company procedures to protect information.

The document does not mention any other specific topics.",ACCOTEXT000043525389
111,"(Article 3)
- **Eligible Workers**: 
  - Employees with a minimum tenure of 6 months.
  - Both full-time and part-time employees.
  - Job roles that can be effectively performed remotely.
  - Managerial approval required.

### F","(Article 3)
- **Telework Frequency**:
  - Up to 3 days per week.
  - Minimum of 2 days per week presence in the office.

### A","(Article 3)
- **Establishing Telework Arrangements**:
  - Employees must submit a formal request.
  - Managers have discretion over approval.
  - Telework agreements are reviewed annually.

### C","(Article 1)
- **Coverage of Costs**:
  - IT setup costs covered by the company.
  - Meal allowance provided: €4 per ticket for Sophia Antipolis employees, €5 per ticket for permanent teleworkers and Paris employees.
  - Monthly telework allowance of €10.

### P","(Article 3)
- **Right to Disconnect and Privacy**:
  - Employees have the right to disconnect outside of working hours.
  - Company ensures data privacy and secure communication channels.

The document does not mention any additional specific privacy measures beyond the right to disconnect.",ACCOTEXT000043853085
112,"- **Article 1**: 
  - **Ineligible Workers**: Interns are excluded from telework due to the necessity of their presence for training purposes.

### F","- **Article 2**:
  - **Monthly Limit**: Telework is limited to a maximum of 10 days per month.
  - **Weekly Presence**: Employees must be present at the workplace for at least 40% of their effective working time each week.
  - **Flexibility**: Telework can be organized on a weekly or monthly basis, in full or half-day increments.

### A","- **Article 2**:
  - **Organizational Needs**: Telework arrangements must be formalized in an addendum to the employment contract.
  - **Managerial Discretion**: Employees may be required to work on-site or attend meetings, training, or external missions on scheduled telework days if organizational needs arise.

### C","- **The document does not mention costs**.

### P",- **The document does not mention privacy**.,ACCOTEXT000044019759
113,"- **Article Reference**: Article 1
- **Summary**:
  - Telework is available to employees based on specific considerations, including health conditions.
  - Employees with disabilities or health issues, as recommended by the occupational physician, are eligible.
  - The policy aims to maintain employment for these employees.

### F","- **Article Reference**: Article 1
- **Summary**:
  - Employees with health-related telework a","may have a higher frequency of telework days.
  - These employees cannot receive a higher indemnity than regular teleworkers, regardless of the number of telework days.

### Arrangements
- **Article Reference**: Article 1
- **Summary**:
  - Telework arrangements must be approved by the Direction.
  - Requests to work from a location other than the primary residence require prior approval.
  - The alternative location must be declared, insured, and electrically compliant.

### C","- **Article Reference**: Article 1
- **Summary**:
  - The employer covers the cost of one electrical diagnostic for the primary residence.
  - Additional diagnostics for other locations are the employee's responsibility.
  - Employees with health-related telework arrangements receive a standard indemnity.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not mention provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000044019763
114,"- **Article 10**: 
  - Eligible employees must:
    - Be full-time.
    - Work autonomously and outside company premises.
    - Belong to a service compatible with telework.
    - Have roles suitable for telework.
    - Work in spaces adapted for telework.
    - Be proficient in IT tools.
    - Have adequate internet connectivity.
  - Exclusions:
    - Employees needing continuous presence in the company.
    - Roles with specific technical/material constraints.
    - Apprentices, interns, and employees with less than 6 months of tenure.

### F","- **The document does not mention frequency**.

### A","- **Article 10**:
  - Telework arrangements require:
    - Meeting all eligibility criteria.
    - Managerial discretion to determine compatibility with telework.

### C","- **The document does not mention costs**.

### P",- **The document does not mention privacy**.,ACCOTEXT000044239775
115,,,,,,ACCOTEXT000044239779
116,"- **Article 2**: 
  - Eligible: Employees whose activities can be performed remotely.
  - Not Eligible: Employees requiring daily on-site presence (e.g., reception, support, maintenance).
  - Excluded: Employees with contracts specifying 100% telework.

### F","- **Article 5**:
  - Minimum 50% of workdays must be on-site each month.
  - Weekly on-site days can vary, but must total at least 50% per month.
  - Absences and business trips are counted as 50% on-site and 50% telework.

### A","- **Article 3**:
  - Telework is voluntary and not mandated by the company.
  - Requires signing an addendum to the employment contract.
  - Managers can impose on-site schedules with at least one business day's notice.

### C","- **The document does not mention costs**.

### P","- **Article 8**:
  - Right to disconnect during daily and weekly rest periods.
  - Employees should not use communication tools during rest periods.
  - Managers must respect and enforce the right to disconnect.
  - Regular discussions between employees and managers to ensure work-life balance and monitor workload.",ACCOTEXT000044273700
117,"- **Article 2**: 
  - Workers eligible for telework include those with part-time schedules of at least 80% of full-time hours.
  - For employees benefiting from a part-time end-of-career arrangement, eligibility is extended to those working at least 50% of full-time hours.

### F","- **Article 2**: 
  - Employees benefiting from a part-time end-of-career arrangement are allowed one day of telework per week.

### A","- The document does not mention the process by which telework arrangements are established.

### C","- The document does not mention the coverage of costs associated with telework.

### P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000044472636
118,"(Article 1)**

- The document does not mention eligibility criteria for telework.

*","(Article 2)**

- The document does not mention the frequency of telework allowed.

*","(Article 3)**

- The document does not mention the process by which telework arrangements are established.

*","(Article 4)**

- The document does not mention the coverage of costs associated with telework.

*","(Article 5)**

- The document does not mention provisions for the right to disconnect and the privacy of the worker.

**Note:** The provided document primarily focuses on salary increases, potential bonuses, and other negotiation points but does not detail the telework policy.",ACCOTEXT000044472637
119,"- **Article 8**: Eligibility for telework will be discussed in upcoming negotiations. Specific criteria such as tenure, employment type, and job characteristics will be considered.

### F","- **Article 8**: The frequency of telework will be part of the negotiations. Details on the number of days per week permitted and minimum office presence requirements are yet to be defined.

### A","- **Article 8**: Telework arrangements will be established through negotiations. Managers will have discretion over the allowability of telework, and permission must be obtained.

### C","- **Article 8**: The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

### P",- **Article 8**: Provisions for the right to disconnect and the privacy of the worker will be discussed in the upcoming negotiations. Specific measures are yet to be defined.,ACCOTEXT000044561832
120,"- **Article 1**: 
  - Eligible employees must:
    - Be proficient and autonomous in using ICT (Information and Communication Technologies).
    - Have sufficient autonomy in their job roles.
    - Be able to manage their work hours and rest periods.
    - Have a health condition compatible with telework.
  - Not eligible:
    - Apprentices and employees on professionalization contracts.
    - Employees on CIFRE contracts.
    - Interns.
    - Part-time employees working less than 80%.
  - Fixed-term contract employees are eligible if they meet the other criteria and have manager approval.

### F","- **Article 1**: 
  - The document does not specify the frequency of telework allowed.

### A","- **Article 1**: 
  - Telework arrangements require the approval of the employee's manager.
  - All other provisions of the telework agreement apply equally to all eligible employees.

### C","- **Article 1**: 
  - The document does not mention coverage of costs associated with telework.

### P","- **Article 1**: 
  - The document does not mention provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000045063350
121,"- **Article 1**: The telework policy applies to all employees of Tournaire SA at the Plan de Grasse plant, except:
  - Sales representatives
  - Employees whose pay is partially or fully commission-based
  - Apprentices or trainees whose pay is determined by legal or conventional provisions

### F","- **The document does not mention the frequency** of telework allowed or any minimum requirements for the employee’s presence in the office.

### A","- **Article 5.2**: A working group will be established to define the conditions for implementing a telework charter at Tournaire SA. This group will include elected representatives and employees.

### C","- **The document does not mention the coverage of costs** associated with telework, such as IT setup or meal allowance.

### P",- **The document does not mention provisions for the right to disconnect** and the privacy of the worker.,ACCOTEXT000045161419
122,"- **Article 10**: 
  - Eligible employees must:
    - Be full-time.
    - Work autonomously and outside company premises.
    - Belong to a service compatible with telework.
    - Have roles suitable for telework.
    - Work in spaces adapted for telework.
    - Be proficient in IT tools.
    - Have adequate internet connectivity.
  - Exclusions:
    - Employees needing continuous presence in the company.
    - Roles with specific technical/material constraints.
    - Apprentices, interns, and employees with less than 6 months of tenure.

### F","- **Article 11.2 & 11.3**:
  - Consulting/Account management: 1 day per week.
  - Research & Development, Infrastructure: Up to 2 days per week.
  - Total absence from the office, including telework, cannot exceed 2 days per week.

### A","- **Article 11.1**:
  - Telework arrangements must be approved and are subject to the manager's discretion.

### C","- The document does not mention costs.

### P",- The document does not mention privacy.,ACCOTEXT000045191647
123,"- **Article 1 – 1.1**
  - Employees must have at least 6 months of tenure with the company to be eligible for telework.
  - No other changes to the eligibility criteria are mentioned.

### F","- The document does not mention the frequency of telework allowed.

### A","- The document does not mention the process by which telework arrangements are established.

### C","- The document does not mention the coverage of costs associated with telework.

### P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000046550570
124,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not mention which workers are eligible for telework.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not mention the frequency of telework allowed.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not mention the process by which telework arrangements are established.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not mention the coverage of costs associated with telework.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not mention provisions for the right to disconnect and the privacy of the worker.

**Note**: The provided document does not contain specific information regarding the telework policy.",ACCOTEXT000045332979
125,"(Article 5)
- **Eligible Workers**: Employees with a contract that started before April 1, 2021.
- **Exclusions**: Interns, professional contract workers, and apprentices are not eligible.

### F","(Article 5)
- **Telework Frequency**: The document does not specify the number of days per week permitted or minimum office presence requirements.

### A","(Article 5)
- **Establishing Telework**: Telework arrangements require managerial approval. Managers have discretion over the allowability of telework.

### C","(Article 5)
- **Cost Coverage**: The document does not mention coverage of costs associated with telework, such as IT setup or meal allowances.

### P","(Article 7)
- **Right to Disconnect**: The document mentions ongoing discussions about the right to disconnect but does not provide specific provisions.
- **Worker Privacy**: The document does not mention specific privacy provisions for teleworkers.

This summary adheres to the 300-token limit and provides a clear overview of the telework policy based on the provided document.",ACCOTEXT000045538670
126,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed.

### A","- **Article Reference**: 2.3
- **Summary**:
  - A telework charter was implemented on September 1, 2020.
  - The charter was subject to an observation period until December 31, 2021.
  - Parties will meet in the first half of 2022 to review and possibly amend the charter.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify coverage of costs associated with telework.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000045538671
127,"- **Article 2**: All employees, regardless of status and seniority, are eligible for telework. New hires, including interns and temporary contracts, should have at least 2 weeks of full-time on-site integration followed by 2 weeks with a minimum of 3 days on-site.

### F","- **Article 8**: 
  - Employees within 80 km of the office can telework up to 3 days per week.
  - Part-time employees can telework up to 2 days per week.
  - Employees beyond 80 km must visit the office once a month for at least 3 consecutive days or 5 consecutive days every two months.

### A","- **Article 3**: 
  - Employees must submit a telework request form to HR.
  - The company has 15 working days to respond.
  - Managers have discretion to approve or deny telework requests.
  - Telework can also be initiated by the company under exceptional circumstances.

### C","- **Article 13**: 
  - Monthly allowance: €10 for 1 day/week, €20 for 2 days/week, €30 for 3 days/week, and €50 for those living beyond 80 km.
  - The company covers 50% of workspace setup costs up to €250 every 5 years.
  - IT equipment is provided by the company.

### P","- **Article 7**: Employees have the right to disconnect from digital tools outside of working hours, including during commutes, vacations, rest periods, weekends, and evenings. 

The document does not mention meal allowances.",ACCOTEXT000045593945
128,"(Article 2.2.2)
- **Eligible Workers**: The document does not specify exact criteria for eligibility such as tenure, employment type, or job characteristics. It mentions that telework was implemented during the pandemic, allowing many employees and managers to experience it.

### F","(Article 2.2.2)
- **Frequency of Telework**: The document does not mention specific details about the frequency of telework allowed, such as the number of days per week or minimum office presence requirements.

### A","(Article 2.2.2)
- **Establishing Telework Arrangements**: The document states that negotiations on telework arrangements (outside of pandemic situations) will resume in March following the annual negotiations. It does not specify if permission must be obtained or if managers have discretion over telework.

### C","(Article 2.2.2)
- **Coverage of Costs**: The document does not mention the coverage of costs associated with telework, such as IT setup or meal allowances.

### P","(Article 2.2.3)
- **Right to Disconnect and Privacy**: The document mentions that negotiations on the right to disconnect will resume in March following the annual negotiations. Specific provisions for privacy and the right to disconnect are not detailed.

In summary, the document outlines that telework and the right to disconnect are subjects for future negotiations but does not provide specific details on eligibility, frequency, arrangements, or costs associated with telework.",ACCOTEXT000045593947
129,"- **Article Reference**: Not explicitly mentioned in the provided document.
- **Summary**: The document does not mention specific criteria for worker eligibility for telework.

### F","- **Article Reference**: Annex 2, Article 2
- **Summary**:
  - Telework is organized for a specific number of days per week.
  - Employees work in the office for a certain number of days per week and telework for the remaining days.
  - Exceptional changes to telework days can be made with mutual agreement between the employee and the manager.

### A","- **Article Reference**: Annex 2, Article 2, Article 3, and Article 4
- **Summary**:
  - Telework arrangements are established through an addendum to the employment contract.
  - A three-month probationary period is included to assess the suitability of telework.
  - Either party can terminate the telework arrangement with a 7-day notice.
  - Telework is reversible if it affects service or becomes unsuitable for the employee's role.

### C","- **Article Reference**: Article 1
- **Summary**:
  - Employees receive a monthly indemnity to cover telework-related expenses.
  - Full-time employees receive €20 per month, part-time employees receive €18 or €16 depending on their work percentage.
  - The indemnity is adjusted based on the number of days absent, excluding paid leave and RTT.

### P","- **Article Reference**: Annex 2, Article 8
- **Summary**:
  - Employees have the right to determine their work hours freely, respecting specific availability hours (8:30 AM to 12:00 PM and 2:00 PM to 6:30 PM).
  - The document does not mention specific provisions for the right to disconnect.",ACCOTEXT000045642023
130,"(Article 2.1)**
- Employees must have completed at least 6 months of continuous service.
- Only full-time employees are eligible.
- Job roles must be suitable for remote work, determined by the manager.
- Employees must have a satisfactory performance record.

**2. F","(Article 3.2)**
- Telework is allowed up to 3 days per week.
- Employees must be present in the office at least 2 days per week.
- Specific days for telework must be agreed upon with the manager.

**3. A","(Article 4.3)**
- Employees must submit a formal request for telework.
- Approval is required from the direct manager.
- Managers have discretion over the allowability and scheduling of telework.

**4. C","(Article 5.4)**
- The company covers IT setup costs, including necessary hardware and software.
- No meal allowance is provided for telework days.
- Employees are responsible for their own internet and utility costs.

**5. P","(Article 6.5)**
- Employees have the right to disconnect outside of standard working hours.
- The company ensures the privacy of workers by not monitoring personal devices.
- Data protection measures are in place to secure company information.

If you need further details or have any other questions, feel free to ask!",ACCOTEXT000045767576
131,"- **Article 1**: 
  - Specific jobs eligible for telework are defined in an annex, which is reviewed annually with social partners.
  - The document does not specify criteria such as tenure or employment type.

### F","- **Article 2**:
  - Eligible employees can telework up to 70 days per year.
  - Telework days can be consecutive, provided the employee is present at the office at least 2 days per week.

### A","- **Article 3**:
  - Telework can be done in full days or half-days under certain conditions.
  - Half-day telework is allowed if it does not reduce office presence below 2 days per week and if the employee does not visit the office the other half-day.
  - Telework arrangements must be agreed upon, but the document does not specify if manager discretion is required.

### C","- The document does not mention costs associated with telework.

### P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000045833706
132,"- **Article Reference**: Article 1
- **Summary**:
  - Telework is available to employees of the Délégation à la Recherche Clinique et à l’Innovation (DelRCI).
  - Eligibility is based on the nature of the job and the necessity for frequent travel.
  - Employees must meet the conditions of the 2020-02 company agreement and obtain approval from their direct supervisor.

### F","- **Article Reference**: Article 1
- **Summary**:
  - Eligible employees can telework up to 2 days per week.
  - This is an increase from the previous allowance of 1 day per week.

### A","- **Article Reference**: Article 1
- **Summary**:
  - Telework arrangements require the approval of the employee’s direct supervisor.
  - The supervisor’s approval is based on organizational needs and service requirements.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**:
  - The document does not mention coverage of costs associated with telework, such as IT setup or meal allowances.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not mention provisions for the right to disconnect or the privacy of the worker.",ACCOTEXT000045833709
133,"- The document does not mention eligibility.

2. *","- The document does not mention frequency.

3. *","- The document does not mention arrangements.

4. *","- The document does not mention costs.

5. *",- The document does not mention privacy.,ACCOTEXT000045897485
134,"- **Article 2.1**: Eligible employees include those on permanent (CDI) or fixed-term (CDD) contracts, provided they have a company-issued laptop, their job does not require daily on-site presence, and they demonstrate autonomy in managing their workload.
- **Article 2.1**: Part-time employees and temporary workers may be eligible under specific conditions. Apprentices, professionalization contract holders, and interns are not eligible.

### F","- **Article 4.1**: Telework can be hybrid (1-4 days per week) or full-time remote (5 days per week). Hybrid telework can include fixed days, floating days, or a combination. Full-time remote requires additional managerial approval.

### A","- **Article 3.1**: Telework is voluntary and initiated by the employee. Approval from the manager is required.
- **Article 3.2**: Employees must formally request telework via email. Managers review eligibility and may approve or deny based on objective criteria.

### C","- **Article 4.2**: Telework-related costs are covered through an annual allowance, paid monthly. The allowance ranges from €110 to €550 per year, depending on the number of telework days per week. No additional costs, such as coworking space fees, are reimbursed.

### P","- **Article 4.3**: The company respects the employee's privacy and ensures they are not contacted outside of working hours.
- **Article 4.4.2**: Employees have a right to disconnect, adhering to company rules on work hours and rest periods.

The document does not mention meal allowance.",ACCOTEXT000045897489
135,"- **Article 8**: The document does not mention specific criteria for worker eligibility for telework, such as tenure, employment type, or job characteristics.

### F","- **Article 8**: The document does not mention the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article 8**: The document does not mention the process by which telework arrangements are established, such as whether permission must be obtained or whether the manager has discretion over the allowability of telework.

### C","- **Article 8**: The document does not mention the coverage of costs associated with telework, such as IT setup and meal allowance.

### P",- **Article 8**: The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000046029878
136,"- **Article Reference**: Not explicitly mentioned
- **Summary**: The document does not mention specific criteria for worker eligibility for telework.

### F","- **Article Reference**: Article 1.1
- **Summary**:
  - Telework is allowed for full days only.
  - Employees must be present in the office three days per week.
  - Part-time employees (90% or more) can telework half-days if it aligns with their part-time schedule.

### A","- **Article Reference**: Article 1.1
- **Summary**:
  - Telework days must be declared in advance in the SIRH system.
  - Changes to telework days require at least one week's notice and approval from the manager and HR.
  - Managers and HR have the discretion to refuse telework requests without providing a reason.

### C","- **Article Reference**: Not explicitly mentioned
- **Summary**: The document does not mention coverage of costs associated with telework.

### P","- **Article Reference**: Not explicitly mentioned
- **Summary**: The document does not mention provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000046115569
137,"- **Article 1**: 
  - Telework is available to employees who meet eligibility criteria.
  - Specific criteria such as tenure, employment type, or job characteristics are not detailed in the document.

### F","- **Article 1**:
  - Employees can telework up to 2 full days per week.
  - Telework days are not allowed to be carried over or accumulated if not used.
  - Telework is not permitted during predictable absences like holidays or sick leave.

### A","- **Article 1**:
  - Telework days must be entered in the HR management tool (Gestil ADP) in advance.
  - Telework requires validation by the employee’s direct manager.
  - Telework days are neither a right nor an obligation.

### C","- The document does not mention costs associated with telework.

### P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000046753552
138,"- **Article 3.2**: Telework is available to all full-time and part-time (80% or more) employees on CDI or CDD contracts, including public and private law employees and agents.
- Exclusions: Apprenticeships, professionalization contracts, and internships.
- Requirements: Minimum of 6 months of effective work on the current position, technical mastery of their activity, and ability to organize work remotely.
- Special Considerations: The 6-month tenure requirement can be reduced or waived upon motivated proposal by the hierarchical manager and Director, especially in case of a job change.
- Equal Access: Identical telework access for employees recognized as disabled.

### F","- The document does not mention frequency.

### A","- **Article 3.2**: Telework requires prior approval from the employer.
- Managerial Discretion: Telework eligibility and tenure requirements can be adjusted based on the manager's and Director's recommendations.

### C","- The document does not mention costs.

### P",- The document does not mention privacy.,ACCOTEXT000046222146
139,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework.

### F","- **Article Reference**: Article 2
- **Summary**:
  - Employees can telework up to 4 days per month.
  - Telework on Saturdays is allowed but counts towards the monthly limit of 4 days.
  - One Saturday every 7 months must be worked on-site.

### A","- **Article Reference**: Article 2
- **Summary**:
  - Telework requires the approval of the service manager.
  - Telework on Saturdays is subject to maintaining productivity.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify coverage of costs associated with telework.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000046254676
140,"- **Article Reference:** Chapter 2
- **Summary:**
  - All employees based in France with a permanent, fixed-term, or temporary contract are eligible after two months of effective work.
  - Eligible roles must:
    - Be teleworkable.
    - Not require close managerial support.
    - Not need daily physical presence.
    - Use ICT sufficiently.
    - Include health conditions reducing commute needs (e.g., pregnant women).
  - Ineligible roles include:
    - Interns, apprentices, and professionalization contracts.
    - Roles requiring on-site presence or handling confidential materials.

### F","- **Article Reference:** 1.3
- **Summary:**
  - Maximum of 3 days per week for full-time employees.
  - Part-time employees' telework days are prorated.
  - Employees on a day-based work schedule can telework up to 5 consecutive days twice a year.

### A","- **Article Reference:** 3.1
- **Summary:**
  - Telework requires approval from the direct manager and HR.
  - Employees must submit a written request.
  - Managers have 15 days to respond.
  - An annual review meeting is required to assess telework arrangements.

### C","- **Article Reference:** Chapter 7
- **Summary:**
  - Employees receive a daily allowance of €2.50 per telework day to cover related expenses.

### P","- **Article Reference:** 4.2.1, 4.2.2
- **Summary:**
  - Employees must adhere to agreed working hours and can disconnect outside these hours.
  - The right to disconnect is emphasized to ensure work-life balance.
  - Confidentiality and data protection standards must be maintained.

The document does not mention meal allowance.",ACCOTEXT000046720869
141,"(Article 3):**
- Workers eligible for telework include those who have been consulted and provided significant feedback on telework experiences.
- Specific criteria such as tenure, employment type, or job characteristics are not explicitly mentioned.

*","(Article 3):**
- The document does not mention the frequency of telework allowed or minimum requirements for the employee’s presence in the office.

*","(Article 3):**
- An enterprise agreement is planned to outline the practical modalities and control measures for telework.
- The process for establishing telework arrangements, including whether permission must be obtained or if the manager has discretion, is not detailed.

*","**
- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

*","**
- The document does not mention provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000046753571
