,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
28,"* The document does not mention any specific criteria for eligibility.

*","* The document does not mention any specific frequency requirements.

*","* The document does not mention the process for establishing telework arrangements.

*","* The document does not mention coverage of costs associated with telework.

*","* The document does not mention provisions for the right to disconnect and the privacy of the worker.

Note: The provided document is a table showing the results of an employee survey on telework. It does not contain information on the company's telework policy.",T07521030391-54201638101328
29,"- Workers eligible for telework include those whose tasks can be performed remotely and who have a CDI or CDD contract of at least 6 months. They must have a minimum of 4 months tenure and work at least 80% of a full-time position. Excluded are employees with functions requiring permanent physical presence, those unable to work regularly from home, those whose team configuration makes it unsuitable, and those handling confidential data with security constraints. The employee's role must not hinder service or mission continuity. - Article: Champ d'application, Critères d'éligibilité au télétravail

- F","- Regular telework allows for 1-2 days per week, agreed upon monthly between the employee and manager. Occasional telework is allowed up to 20 days per year for employees with a need for occasional remote work. - Article: Fréquence et nombre de jours télétravaillés

- A","- Employees must submit a request via the provided form, which is then reviewed by the manager and HR within two weeks. Refusal must be justified. If the manager proposes telework, the employee can refuse without consequence. - Article: Mise en oeuvre du télétravail

- C","- The company provides an ordinateur portable with VPN access, a casque or jabra, and a monthly indemnity to cover additional expenses. The indemnity is 10€ for 0-4 days of telework and 18€ for 4-8 days. - Article: Équipements liés au télétravail

- P","- The document does not explicitly mention provisions for the right to disconnect or privacy. However, it emphasizes respecting rest periods and the droit à la déconnexion during specified rest periods. - Article: Repos et déconnexion.",T01322013485-56980498200399
30,"* The telework policy applies to all salaried cadres and non-cadres of the company IZI CONFORT, who have a contract of indefinite duration (CDI) or a fixed-term contract (hors alternance) of more than one year.
* The employee must have a minimum of one year of seniority in the company and work at least 80%.
* The employee's job must be able to be performed remotely using digital tools.
* Certain jobs are not eligible for telework, such as those that require physical presence on the company's sites or at clients' homes.

*","* The employee is allowed to telework 1 to 2 days per week.
* The days are fixed and taken as full days, without the possibility of cumulating or reporting them to the following weeks.

*","* The employee must submit a request for telework to their manager, who will examine it in consultation with the Human Resources department.
* The manager will inform the employee of their decision within 30 days of receiving the request.

*","* The company does not cover any costs associated with telework, such as IT setup or meal allowance.

*","* The employee must ensure that their home office meets certain conditions, such as adequate lighting, ergonomic furniture, and a secure internet connection.
* The employee must inform the company of any changes to their home address or telework location.
* The employee has the right to disconnect and must respect the company's rules regarding working hours and availability.

Note: The document does not mention any specific provisions regarding the reversibility of telework or the absence of any difference in treatment for teleworkers in terms of rights and duties.",T09122008356-44476855000402
31,"- All employees with a permanent contract, who are able to use technology, have sufficient autonomy, can manage their working hours, and have a compatible health status can be eligible for telework.
   - Non-permanent employees, apprentices, trainees, and those in a trial period or on notice can be excluded at the manager's discretion.
   - The employee's role must be suitable for telework, not requiring physical presence, and not impacting team performance or client service.
   - A maximum of 50% of employees can telework simultaneously.

2. F","- Eligible employees can telework for 1-4 days per week, with a minimum of 50% of the team present on-site.
   - The manager can require specific on-site days for collaboration, meetings, or performance reviews.

3. A","- The employee must inform their manager of their intention to telework, and the manager will approve or deny the request in writing.
   - Refusal to telework is not grounds for contract termination.

4. C","- The company provides an office chair, desk, lamp, and other necessary equipment up to €150 for a two-year period.
   - Employees are responsible for informing their home insurance provider about teleworking.

5. P","- The right to disconnect applies, with no professional communication expected between 19:00 and 7:00 or during vacations, rest periods, and absences.
   - Emergency situations may require communication outside of these hours.

Please note that the information provided is a summary based on the document and may not cover all aspects of the company's telework policy.",T01022002118-59288058700015
32,"The telework policy applies to full-time or part-time employees with a minimum activity level of 80% of a full-time position, who have an employment contract lasting at least one year and have been employed for at least six months in their current position. The employee must have a job that can be performed remotely and have a suitable home environment for telework (Article 3).
- F","Employees are allowed to telework one day per week, with a maximum of 24 days per year. These days cannot be accumulated or carried over to the next year (Article 6.1).
- A","To establish a telework arrangement, employees must submit a written request to their manager and the human resources department. The request will be reviewed based on the employee's eligibility and the needs of the company. If approved, the arrangement will be valid for one year and will be reviewed annually (Article 5.2).
- C","The company will provide the necessary equipment and software for telework. Employees are responsible for maintaining the equipment and informing the company of any issues. Employees are not compensated for any additional costs associated with telework, such as internet or electricity (Article 9).
- P","The company recognizes the right to disconnect and encourages employees to avoid working during their rest periods. The company will implement measures to ensure respect for the right to disconnect and will inform employees of their rights and obligations in this regard (Article 11).

Note: The document does not mention any specific provisions for the privacy of the worker beyond the right to disconnect.",T09220016048-44087031900017
33,"""
  - The telework policy applies to all employees of the SASU ECAT, regardless of their employment type or tenure, as long as they can perform their duties autonomously, have a suitable workspace, are proficient in IT, and have a reliable internet connection. This includes CDI, CDD, alternants, and stagiaires. However, the company may need to adapt the telework arrangement for alternants, stagiaires, and employees with disabilities to ensure proper training, supervision, and accommodation.
- Title: ""F","""
  - The frequency of telework allowed is not explicitly stated in the document. It is determined on a case-by-case basis through a mutual agreement between the employer and the employee.
- Title: ""A","""
  - The telework arrangements are established by mutual agreement between the employer and the employee. The employee can request telework, and the employer has one month to respond. If the employer refuses, the refusal must be motivated. The employee can also request a change in their telework arrangement during a change of functions. In case of exceptional circumstances, such as a health crisis, the employer can unilaterally implement telework for all eligible employees.
- Title: ""C","""
  - The company provides the necessary equipment for telework, including a computer, screen, keyboard, mouse, audio equipment, and chair. The employee is responsible for maintaining the equipment and returning it upon request. The employee is not reimbursed for professional expenses related to telework, such as internet or electricity costs.
- Title: ""P","""
  - The employer must respect the employee's privacy and cannot contact the employee outside of established working hours, except in cases of emergency or pre-arranged meetings. The employee must also ensure that their workspace is separate from their personal space and that they can manage their time effectively. The employer and employee should establish clear rules for communication and availability during working hours.",T02921005461-49235647200034
34,"The telework policy applies to all employees of the company, regardless of their employment status (full-time or part-time). However, it excludes personnel who do not have a contract of employment or a convention of stage with ARROW GENERIQUES (Article 1).

2. F","The policy does not explicitly mention the frequency of telework allowed.

3. A","The process of establishing telework arrangements is not detailed in the document.

4. C","The company will provide an indemnity for telework. The amount is 10€ per month for one day of telework per week, 20€ per month for two days of telework per week, up to 50€ per month for full-time telework (Article 2). The indemnity is calculated based on the number of days worked remotely and the number of working days in a month, with a base of 50€/month for 100% of days worked remotely (Article 3).

5. P",The document does not mention provisions for the right to disconnect or the privacy of the worker.,T06921015063-43394448500021
35,"- Eligible workers are those who are not in an excluded job category (Annexe 1), have completed their probationary period, have at least six months of seniority within the company and in their current position, are in a permanent or fixed-term contract, and meet the necessary technical requirements for their home office (Article 4).

F","- Telework can be carried out for a maximum of one day per week, with the possibility of a second day in exceptional circumstances and with the agreement of the manager (Article 6.1).

A","- The employee must submit a written request to their manager and the Human Resources Department. The request must be complete and contain the necessary documents. The manager and Human Resources Department will then study the request and respond within one month (Article 5.1).

C","- The company will pay an allowance of 2.50€ per day of telework, up to a maximum of 10€ per month. This allowance is only paid for one full day of telework and does not apply to half-days or in case of professional travel during the telework day (Article 6.5).

P","- The company recognizes the right to disconnect and the importance of preserving the privacy of employees during telework. The employee must ensure that their workspace is compatible with professional activity and respects safety rules (Article 7). 

Note: The document does not explicitly mention provisions for the privacy of the worker, but it does mention the right to disconnect and the obligation to ensure a safe and suitable workspace at home.",T00622007175-49271391200011
36,"- Eligible employees include those on permanent contracts (CDI) who have completed their probationary period and fixed-term contract employees (CDD) with a duration of more than 6 months. 
  - Excluded employees include interns, apprentices, and those whose job duties require physical presence at the agency.
  - Eligibility is also based on the employee's individual and professional qualities, such as time management, familiarity with the job and IT environment, and autonomy.
  - The employer has the right to refuse telework if the employee's job duties are not compatible with this arrangement (Article 2, a, b, c).

- *","- Telework is allowed on a voluntary basis for a maximum of two days per week, with a minimum of three in-office days for full-time employees and two for part-time employees.
  - A total of 40 telework days per year is permitted, reduced to 6 days for 2021 due to the late implementation of the agreement.
  - Each telework day is equivalent to 7h09 of work and is non-adjustable for badge clocking (Article 5).

- *","- Employees must sign an addendum to their contract to be eligible for telework, which will be in effect for one year and renewable by tacit agreement.
  - The employee's home will be the designated telework location, and the employee is responsible for ensuring compliance with legal requirements and informing their home insurance provider.
  - The employee must also adhere to the company's IT charter and ensure the confidentiality, integrity, and availability of the information to which they have access (Article 4).

- *","- The document does not mention any specific provisions for the reimbursement of costs associated with telework.

- *","- The right to disconnect is guaranteed by limiting telework to two days per week and requiring employees to be reachable during their mandatory presence hours.
  - The employee's home becomes a temporary workplace, and the employee is responsible for ensuring compliance with legal requirements (Article 4).",T03322010145-78181448800040
37,"**

- Eligible employees are those with a permanent or temporary contract, working full-time or at least 80% time, with at least 4 months of seniority in the company. 
- The employee's job must be suitable for remote work, requiring no immediate managerial support and allowing for the use of necessary equipment at home.
- The home workspace must meet safety and ergonomic standards, with a high-speed internet connection and electrical installations up to code.

*","**

- Employees must work at least 3 days on-site and can telework up to 2 days per week, with the possibility of 1 day of telework in specific cases.
- The maximum number of telework days is 12 per month and 100 per year.
- Days of telework are complete days, not partial days.

*","**

- Telework is based on mutual trust between the employee and manager.
- The employee must submit a request through an online questionnaire and a formal request to their manager.
- The manager has 1 month to respond, and if they do not, it is considered a rejection.
- The manager can refuse the request based on technical or organizational reasons.

*","**

- The company does not cover any installation or maintenance costs for the employee's home workspace.
- Newly hired employees, as of September 1, 2021, are eligible for a contribution towards the purchase of ergonomic furniture.

*","**

- The right to disconnect is recognized, and employees should not be contacted outside of regular working hours.
- The use of professional tools for personal purposes is discouraged.
- Managers are responsible for ensuring respect for the right to disconnect and good practices regarding the use of professional tools.",T07521036230-44457238200034
38,"- The telework policy applies to employees who have a CDI or CDD contract of more than 2 months, work full time or at least 80% part time, and have a job that allows for autonomous work. 
- Employees who need to be physically present for their job or have a job that is regularly performed outside of the company's location are not eligible.
- Employees with children under 11 are not eligible for telework, and the company can request proof of childcare for telework days.
- The telework policy is incompatible with guarding children under 11 years old.

*","- Eligible employees can telework 1-2 days per week, with a minimum of 3 days in the office.
- The number of telework days is determined by the manager based on the employee's job and work hours.
- New employees in CDI can telework during their probation period if their job allows for autonomous work.

*","- The telework arrangement is established through a written request to the HR department, followed by manager and HR evaluation of the employee's eligibility.
- If multiple employees in the same service request telework, those with longer commutes will be given priority.
- The telework period is for a minimum of one year, renewable tacitly, and either party can terminate the agreement with one month's notice.

*","- The company provides and maintains telework equipment, but employees are responsible for their internet and phone costs.
- No additional costs, such as transportation or accommodation, are covered by the company.
- Employees can receive up to 250 euros for office equipment upon request.

*","- The company guarantees the employee's right to disconnect and respects their privacy during telework hours.
- The employee should not be contacted outside of their work hours, and the company will not publicly disclose their personal contact information.
- The employee must ensure a suitable work environment at their home.
- The company may request access to the employee's home workspace for health and safety checks.
- The employee must inform their insurance company of their telework arrangement.
- Accidents occurring during telework hours are considered work-related accidents and are treated",T09221023680-30819718500090
39,"- Eligible workers are those under a permanent or fixed-term contract, with at least 4 months of seniority within the company or within a company of the ARaymond network.
- The worker's activity must be compatible with their post and the functioning of their team, and they should not require constant face-to-face management.
- The employee's nature of work, aptitude for remote work, autonomy, and ability to meet job expectations are taken into account.
- Each request for telework is subject to the approval of the manager and the Human Resources department.

F","- Telework can be exercised for a maximum of 30 days per quarter (60 half-days), within the limit of 3 days per week (6 half-days), for full-time or forfait 218-day workers.
- Part-time workers or those with reduced forfaits have a prorated number of days, with a maximum of 2 days per week (4 half-days).
- The number of days is rounded to the nearest whole number.

A","- The telework arrangement is established through a written request from the employee to their hierarchy and the Human Resources department.
- An interview between the employee and the manager is mandatory to discuss the employee's motivations, telework modalities, and eligibility conditions.
- The hierarchy then issues a motivated opinion on the request, which is transmitted to the Human Resources department.
- The Human Resources department validates or rejects the telework request, indicating the maximum possible duration of application.

C","- The document does not mention any provisions for cost coverage related to telework setup or meal allowances.

P",- The document does not explicitly mention provisions for the right to disconnect or privacy of the worker in the context of telework.,T03822012083-82465234100028
40,""". Eligible workers for telework are those who have a permanent contract or a fixed-term contract, excluding interns. They must not be in their trial period and must have tasks that can be done remotely. They must also have sufficient autonomy in the exercise of their duties.
- Title: ""F",""". Telework is allowed for a maximum of 1 day per week.
- Title: ""A",""". To establish telework arrangements, the employee must make a request by email to their manager, N+2, and the Human Resources department. The manager and Human Resources will then validate the eligibility of the position for telework.
- Title: ""C",""". The company provides the necessary equipment for telework, such as a computer and internet access. The employee is responsible for the cost of their internet service and for ensuring that they have a suitable workspace.
- Title: ""P",""". The company respects the right to disconnect and the privacy of the employee. The employee is responsible for ensuring that their workspace is private and secure. The company will not be held responsible for any damages caused to the employee's home during telework.",T08120001308-82322850700013
41,"Eligible employees are those with a permanent contract, working full-time or at least 80% time, who have been with the company for at least one year in their current position or three years within the Air Liquide Group. Excluded are interns, apprentices, and employees unable to ensure autonomous work or provide a suitable workspace at home (Article 2.1).

- *","Telework is allowed one day per quinzaine or one day per week, with a fixed day preferred (Article 5.1).

- *","Managers and employees will mutually agree on telework arrangements, with the manager defining the day if they cannot agree. A three-month adaptation period is provided, after which the arrangement can be terminated by either party with an eight-day notice (Article 4.1).

- *","The company provides necessary IT equipment and communication devices. Employees are responsible for using secure connections and reporting any issues (Article 6).

- *",The company and employee must respect privacy and confidentiality rules. The employee has the right to disconnect outside of regular working hours (Article 5.3 and 9).,T09420005238-42049931100033
42,"- The document does not mention specific criteria for eligibility, but telework is available for employees whose activities are compatible with this mode of work (Article 1).
- *","- Employees are required to work on-site for a minimum of 3 days per week. The specific days can be determined by the manager in consultation with the team (Article 1).
- *","- Employees must voluntarily request telework permission from their manager. The company will decide on telework eligibility, considering the nature of the employee's duties (Article 1).
- *","- The document does not mention any coverage of costs associated with telework, such as IT setup or meal allowance.
- *","- The document does not explicitly mention the right to disconnect or worker privacy provisions. However, it emphasizes the importance of maintaining the collective work environment and direct interactions between colleagues (Article 1).

The provided document is an agreement between Barry Callebaut Nord Cacao and the CFDT union, valid from October 7, 2021, to December 31, 2021. It is subject to revisions or denunciation under specific conditions, as stated in Articles 3 and 4.",T59L21014123-49361132100016
43,"**
- Eligible workers are those in contract types of indefinite or definite duration, working full-time or part-time, and having a valid probation period or at least 6 months of seniority in their current position. 
- The worker must have sufficient autonomy, master the professional tools and procedures, and be able to work independently.
- Alternants (apprentices and interns) with a contract of at least 12 months may be eligible under certain conditions.
- The nature of the activity, confidentiality, security, compliance, organizational and technical constraints, and the need for physical presence can limit eligibility.
- Front office, sales, trading, structuring, sales trading, negotiation, ECM, corporate broking, and Services Generaux positions are excluded.

*","**
- The number of telework days per week varies depending on the population:
  - Support Front and Research: up to 20 days per year, with a maximum of 1 day per week.
  - Services Supports Centraux: up to 40 days per year, with a maximum of 1 day per week.
  - Asset Management: up to 40 days per year, with a maximum of 1 day per week.
- Days are non-cumulative and non-reportable.

*","**
- Telework is based on mutual agreement between the employee and manager, and is not an entitlement or obligation.
- The employee must have a dedicated workspace and comply with safety, ergonomics, and confidentiality rules.
- The employee must have a stable internet connection and be reachable during working hours.

*","**
- The company does not cover any costs associated with telework.
- Employees receive meal vouchers according to the legal framework.

*","**
- The company and employee must respect the right to disconnect and ensure work-life balance.
- The employee must maintain confidentiality and comply with data protection regulations.
- In case of an accident during telework, the employee must provide all necessary information for accident reporting and claim processing.
- Absences during telework are not allowed.

(Note: The response is within the 300-token limit.)",T07520026232-34204026800076
44,"The document does not mention specific criteria for eligibility. However, it is a prolongation of an existing telework agreement, which implies that the same workers who were eligible for the initial agreement continue to be eligible.

- F","Telework is allowed for the duration of the agreement, from July 1, 2021, to September 30, 2021. The document does not specify any minimum or maximum requirements for the employee's presence in the office.

- A","The process by which telework arrangements are established is not detailed in the document. It is assumed that the same procedures as the initial agreement apply.

- C","The document does not mention any provisions for the coverage of costs associated with telework, such as IT setup or meal allowance.

- P","The document does not explicitly mention the right to disconnect or the privacy of the worker. However, it does state that the telework agreement will respect the legal framework of the labor code and the agreement's annexes, which may include provisions for privacy and disconnection.",T07621006581-31829157200044
45,"The telework policy applies to all employees with a valid contract who have completed their training and are autonomous in their work. However, it excludes interns, trainees, and those in apprenticeships or professional training programs. The employee's job duties must allow for remote work, and they must have a suitable workspace at home. The employee, their manager, and the company must all agree to the telework arrangement.

2. F","Eligible employees can telework up to two days per week. The days do not have to be consecutive and can be chosen in consultation with the employee's manager. Each department will define a day when all employees must work on-site.

3. A","To establish a telework arrangement, the employee must submit a written request to their manager and the human resources department. The manager will then assess the employee's request and schedule an interview to discuss their motivations and eligibility. If approved, a tripartite agreement will be signed detailing the conditions of the telework arrangement.

4. C","The company will provide an allowance of 1 EUR per telework day to cover any additional costs incurred by the employee. The employee is responsible for ensuring their home workspace meets certain ergonomic criteria and has the necessary electrical installation and internet connection.

5. P","The company will respect the employee's privacy during telework hours. The employee will be available during specific time slots, which will be agreed upon with the company. The company will not require the employee to be reachable outside of these hours, except in case of emergency. The employee is responsible for ensuring the confidentiality of any information handled during telework.

The document does not mention any specific provisions for the right to disconnect.",T08621001506-35318984800016
46,"+ The telework policy applies to all establishments of the company. 
	+ To be eligible for telework, employees must meet the following criteria: 
		- Be a full-time or part-time employee with a permanent or fixed-term contract.
		- Have at least 6 months of seniority in the position (unless there is a exceptional situation, such as a health crisis).
		- Have sufficient autonomy in the position and not require close management.
		- Occupy a position that can be performed remotely, without compromising the smooth running of the service and the configuration of the team.
		- Have the necessary technical equipment at home to implement telework, including a dedicated workspace, high-speed internet, and adequate electrical installation.
	+ The following employees are not eligible for telework:
		- Those whose functions require physical presence.
		- Those whose functions require regular absence from their usual workplace.
		- Those who cannot work remotely due to material or technical impossibilities.
	+ Employees in training contracts, apprentices, and employees on subsidized contracts are also not eligible for telework, except in exceptional circumstances.

- *","+ Telework is limited to 2 days per week, or 8 days per month.
	+ The director of the establishment and the employee will determine the days that the employee will telework, ensuring a minimum number of employees are present in the usual workplace.
	+ Cong leave and other days off must be scheduled to maintain a balance between on-site presence and telework.

- *","+ Employees must request telework in writing one month before the start of telework, and three working days for subsequent requests.
	+ The employer must respond in writing, and if the proposed day is not possible, another day can be agreed upon.
	+ The telework agreement lasts for a minimum of 6 months and a maximum of 12 months, and can be renewed upon request of the employee two months before the end of the agreement.

- *","+ The company provides the necessary equipment for telework, including a computer and, if necessary, a telephone.
	+ Employees receive a monthly allowance of 10 € net for professional",,T06921016234-39246926800214
47,"- Eligible employees are those with a permanent or temporary contract, working full-time or at least 80% part-time, who have been employed for at least 3 months on the same post. 
- The employee's job should not have material, technical, or methodological constraints requiring on-site work, and should not require physical presence in the establishment.
- The employee must have sufficient professional autonomy, understand their job, and be able to manage their time effectively.
- Employees using a professional laptop and, if necessary, a professional phone are eligible.
- The company may allow telework in exceptional circumstances, such as epidemics, force majeure, pollution episodes, or for disabled workers or women returning from maternity leave.

*","- Full-time employees can telework up to 6 days per month, and part-time employees (80% or more) can telework up to 3 days per month.
- Telework can be done either whole days or half-days (maximum 2 per month).
- No more than 2 telework days per week are allowed, depending on the service's organization and manager's agreement.

*","- Telework is based on mutual agreement between the employee and manager.
- The employee must submit a request via the company's time management system, indicating the tasks to be performed, and obtain manager approval.
- The manager can refuse the request for operational, technical, or service interaction reasons.
- A trial period of 3 months is provided for both parties to assess compatibility.

*","- The company does not provide additional compensation for telework, such as internet, electricity, or office supplies.
- Employees are responsible for their workspace's hygiene, safety, and technical requirements.
- Employees must have a suitable work environment, internet access, and an electrical installation that complies with regulations.

*","- The company and the employee will agree on working hours and availability for professional contacts.
- The employee has the right to disconnect outside of regular working hours, except in cases of urgency or exceptional circumstances related to service needs.
- The employee's home cannot be used for customer meetings or other professional activities.
- The employee and manager should discuss workload, results, and",T07721006395-48073912700045
48,"- Eligible workers are those with at least 4 months of tenure in their role within the organization, who demonstrate a mastery and autonomy in their job performance.
- The employee's duties must be completely dematerialized, and they must work full-time or part-time with a minimum of 3/5 of a full-time workload.
- The employee's role must be compatible with telework, and they must be part of a team, service, or department that can accommodate teleworkers.
- Employees must have a secure internet connection at home and dedicated workspace, along with necessary computer skills.

Source: Article 2.1

*","- The frequency of telework depends on the employee's role:
  - Production/Control: 1 or 2 days per week
  - Technical and expertise (non-management): up to 40 days per year
  - Management: up to 20 days per year
- No more than two consecutive days of telework are allowed.

Source: Article 1.2.6

*","- Telework arrangements are established through a mutual agreement between the employee and employer, documented in an annex to the employment contract.
- The manager and HR representative assess the employee's suitability for telework, considering their autonomy, technical, informatics, and personal skills.

Source: Article 2.3

*","- The employer covers installation and maintenance costs for telework equipment.
- Employees are responsible for any modifications to their home electrical system to meet safety standards.
- Employees receive an indemnity for additional expenses related to telework, such as increased internet and energy usage.

Source: Article 7

*","- The employer is committed to respecting the employee's privacy and not disclosing personal contact information.
- Employees are expected to maintain a work-life balance and exercise their right to disconnect during rest periods, weekly rest, and vacation.

Source: Article 5.6",T08519002222-78644802700031
49,"- The telework policy applies to all salaried employees of the company, regardless of their professional category, in CDI or CDD, with a minimum of 4 months of seniority (article 3-1).
- Part-time employees are eligible for telework on a pro-rata basis, and cannot exceed 50% of their contractual working time. They can also access telework by half-days if their part-time contract is organized by half-days, with a minimum presence of 2 half-days per week in the company's premises (article 3-1).
- Employees with disabilities have the same rights as other employees regarding telework (article 3-1).
- Employees in apprenticeship or professionalization contracts with 6 months of seniority are eligible, as long as their missions are supervised and their relationship with their tutor or apprentice master is maintained, and their presence in the company is organized by weeks (article 3-1).
- Employees' representatives have access to telework under the same conditions as other employees. Their mandate cannot justify any restriction regarding telework access. They can perform their delegation hours on telework days (article 3-1).
- The telework policy is not applicable to interns (article 3-1).

*","- Telework is possible for one or two days a week (article 2-1 and 2-2).
- The choice of telework days is made in agreement between the employee and their manager, while taking into account the needs of the team and the company (article 2-1 and 2-2).
- Exceptional modifications can be made to telework days due to specific events or circumstances (article 2-1 and 2-2).

*","- To establish a telework arrangement, the employee must submit a written request to their manager (article 5-1).
- The employee and manager will meet to discuss the request and define the telework modalities (article 5-1).
- The telework agreement is formalized in a specific form signed by both parties (article 5-1).
- Any refusal by the manager must be justified, and the employee can appeal to their N+2 or the human resources department (article 5-1",,,T06922019864-97351001900050
