,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
96,"- Eligible workers are those with CDI or CDD contracts, working full or part-time (min. 80%), and having at least 12 months' tenure in their role within the UES (Article 2).

*","- Telework is allowed up to 1 day per quinzaine (every two weeks) for telework récurrent, and on a case-by-case basis for telework occasionnel and exceptionnel (Article 4).

*","- Telework arrangements are established through a mutual agreement between the employee and manager, with the approval of the DRH (Article 3).

*","- The document does not mention any coverage of costs associated with telework.

*","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Confidence: 95%",T03820004444-52812744200036
97,"- Workers eligible for telework are those with a permanent contract or a fixed-term contract of at least one year after the probationary period, working full-time or part-time at 80% minimum, with at least one year of seniority in the company, and having autonomy in their position.
- The document does not mention specific criteria for tenure, employment type, or job characteristics.

2. F","- The document does not provide specific information on the frequency of telework allowed.

3. A","- Telework arrangements are established through a formal request by the employee and acceptance by the company. The manager has discretion over the allowability of telework.

4. C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","- The document does not explicitly mention the right to disconnect or the privacy of the worker in the context of telework.

Note: The document provided is an agreement between the company and the Force Ouvrière (FO) union. It does not explicitly address all the topics requested in the instruction. The response is based on the information provided in the document and the general context of telework.",T02421001626-31245320200029
98,"Eligible workers are those with a CDI or CDD, full or part-time (at least 80%), after the probation period, and holding positions that allow for telework. Stagiaires and alternants are not eligible (Article 1.3).
- *","Telework is allowed up to two days per week, with a minimum of one day in the office. The specific days are agreed upon between the employee and manager (Article 2.3.1).
- *","Telework arrangements are established through a double voluntary process. The employee must meet six eligibility criteria, and the manager has discretion to approve or deny the request. The HR department is involved in the process (Article 1.3, 1.4).
- *","The company provides an IT setup for telework, but other costs are not covered. The employee is responsible for their internet connection and any additional costs associated with telework (Article 5).
- *","The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. However, the company is committed to ensuring the health and safety of teleworkers (Article 2.3.5).

Note: The document does not mention the right to disconnect or specific privacy provisions for teleworkers. If these topics are crucial for your understanding of the company's telework policy, consider consulting the original document or contacting the company for further information.",T00821001228-83309987200016
99,"Employees with a minimum of six months' tenure and a full-time or forfait jours réduit or part-time contract of at least 80% are eligible for telework. The employee's presence in the office is required for at least three days per week. The employee's role must be compatible with telework, and they must have sufficient autonomy and mastery of their function. (Article 3)

2. F","Telework is allowed for four days per month, with a maximum of two days per week for full-time employees and one day per week for forfait jours réduit or part-time employees. (Article 4)

3. A","Telework arrangements are established through a double-voluntary process between the employee and their manager. The manager's approval is required for telework to be implemented. (Article 2)

4. C","The document does not mention any specific coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","The document does not explicitly mention provisions for the right to disconnect or privacy of the worker. However, it does emphasize the importance of maintaining the link between the employee and the company, as well as the need to avoid the isolation of teleworkers. (Article 2)

Please note that the document does not mention specific topics such as the coverage of costs associated with telework or provisions for the right to disconnect and privacy of the worker.",T09219007739-49886006300052
100,"All employees of Crédit Mutuel Asset Management, excluding apprentices, those in CDDs, professionalization contracts, internships, and those with less than 1 year of seniority in Crédit Mutuel Alliance Fédérale and 6 months in their current position. Postes considered eligible are all positions within Crédit Mutuel Asset Management.

2. F","2 days of telework per week, with a minimum of 3 days on-site for full-time employees and 2 days for part-time employees. No more than 2 days of telework per week are allowed.

3. A","Permission must be obtained, and the manager has discretion over allowability. A 3-month adaptation period is provided, during which either party can terminate the telework arrangement with 15 days' notice.

4. C","The document does not mention coverage of costs associated with telework.

5. P","The right to disconnect and privacy of the worker are not explicitly addressed in the document.

Note: The document does not mention specific provisions for the right to disconnect and privacy of the worker.",T07521031049-38855502100046
101,"- Eligible workers are those with a minimum of 6 months seniority, full-time or part-time permanent contracts, and specific job characteristics.
- The document does not mention specific criteria for tenure, employment type, or job characteristics.

F","- Telework is allowed up to 2 days per week for eligible workers.
- The document does not mention minimum requirements for employee presence in the office.

A","- Telework arrangements are established through a formal request process and manager approval.
- The document does not mention whether permission must be obtained or if managers have discretion over allowability.

C","- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

P","- The document does not mention provisions for the right to disconnect and the privacy of the worker.

Note: The provided input is an excerpt from an agreement between a company and its employees regarding telework. The excerpt does not explicitly address all the requested categories. Therefore, the response includes information based on the provided input and general knowledge.",T06720006167-39882733700021
102,"- Eligible workers: CDI, CDD, Alternants with at least 6 months tenure, excluding those with functions requiring physical presence (Article 2).
- *","- Telework allowed up to 2 days per week, with a minimum of 3 days in the office (Article 5).
- *","- Voluntary request by the employee, subject to manager's approval and 3-day minimum presence in the office (Article 6).
- *","- The document does not mention coverage of costs associated with telework.
- *","- The right to disconnect is recognized, with respect for rest periods and avoidance of anormal NTIC usage (Article 15).
  - The document does not explicitly mention privacy provisions for the worker.",T06822005916-35085955900014
103,"- Full-time or part-time employees with at least 12 months of tenure and 6 months in their current position.
   - Employees with a permanent contract, using IT for their work, and having the necessary technical skills and autonomy.
   - Employees with a post that can be performed remotely without affecting the team or service.
   - Excludes apprentices, interns, and employees with external duties.
   - Document does not mention specific criteria for tenure or employment type.

2. F","- A maximum of 12 days per year, with a minimum of 2 non-consecutive days per month.
   - Not allowed in July and August.
   - Not allowed on the day before or after a weekend.
   - Not transferable to the following year.
   - Document does not mention minimum requirements for office presence.

3. A","- Voluntary agreement between employee and manager.
   - Written request to HR for telework.
   - Manager validates the request based on team and service needs.
   - 3-month adaptation period for testing and adjustments.
   - Reversible at any time with 1-month notice.

4. C","- Document does not mention coverage of costs associated with telework.

5. P","- Respect for privacy and confidentiality.
   - Teleworkers must be reachable during work hours.
   - Document does not mention provisions for the right to disconnect.

Note: The document does not mention specific criteria for eligibility, such as tenure or employment type. It also does not provide details on the process for establishing telework arrangements or coverage of costs. Additionally, the document does not explicitly mention provisions for the right to disconnect.",T06019001137-54206915800591
104,"Axione's telework policy applies to all employees, except cadres dirigeants, under permanent contracts, with at least one year of tenure. The employee's activity must be suitable for remote work, and they must have the necessary technical means and an autonomous work style. The document does not mention specific criteria for job characteristics or employment type.
- *","Telework is allowed up to two days per week for full-time employees and one day per week for part-time employees (80% or more). The telework days are fixed and must be within the company's working hours.
- *","To establish a telework arrangement, employees must submit a formal request to their manager, who will consult with the HR department. The manager has the discretion to approve or deny the request based on the employee's autonomy, rigor, organization, productivity, and the needs of the service.
- *","Axione provides IT equipment for telework, and employees can receive a subvention for office furniture (up to 140 euros) and internet costs. The company does not cover other expenses such as electricity or additional equipment.
- *","Axione respects the right to disconnect and encourages employees to maintain a balance between work and personal life. The company does not provide specific provisions for privacy in the document.

The document does not mention specific details about the telework policy for part-time employees with less than 80% time, or for cadres dirigeants. Additionally, the document does not explicitly address the telework policy for employees with children or for those with disabilities.",T09221026391-44958654400016
105,"- Full-time or part-time indefinite contract employees with at least one year of seniority and six months in their current position.
- Excludes apprentices, interns, and employees with functions requiring physical presence or handling confidential data.
- Employees must have autonomy, professional skills, and adequate home office conditions.

2. F","- Telework is not mandatory and is based on mutual agreement.
- Maximum of two days per week and six days per month for full-time employees.
- Days must be non-fractionable and fall on Monday, Wednesday, or Friday.

3. A","- Employees must submit a written request to the Direction by the Wednesday preceding the week of telework.
- The Direction will respond within three days, either accepting or refusing the request with justification.

4. C","- The document does not mention specific coverage of costs associated with telework.

5. P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. It is essential to address these concerns to ensure a healthy work-life balance and protect employees' privacy.",T04422015378-79528255700011
106,"The telework policy applies to CDI or CDD employees in the Business and Corporate Groupe departments who are autonomous, have a post open to telework, and have a suitable home office environment. The document does not mention tenure or job characteristics.
- F","Telework is permanent, with no specific mention of allowed days per week or minimum office presence.
- A","Telework arrangements are established through a formalized process involving manager approval and an avenant to the employment contract.
- C","The company provides an internet connection, computer, and other necessary equipment. The document does not mention IT setup or meal allowance.
- P","The document does not explicitly address the right to disconnect or privacy provisions.

The document does not mention telework occasionnel.",T06021003357-44418777700057
107,"- Eligible workers are those with a CDI, CDD, or CTT, who have been employed for at least one month in their current position (excluding apprentices and interns).
- The employee's post must be eligible for telework, and they must have the necessary autonomy to perform their duties without daily assistance.
- The employee must have a stable internet connection and an appropriate workspace at their residence.

F","- Telework is allowed for up to two days per week, with flexible scheduling for half or full days.
- Unused telework days cannot be carried over.

A","- Telework is an optional arrangement for employees who wish to participate.
- Employees must request telework at least one week in advance and up to 48 hours before the desired day.
- Managers have the discretion to approve or deny telework requests, and they can request the employee to return to the office if circumstances require it.

C","- The company provides an indemnity of 2.50 € per telework day to cover additional expenses.
- Employees can receive a 75 € TTC contribution towards the purchase of an ergonomic chair.
- Teletravailleurs are eligible for meal vouchers and transportation allowances on non-telework days.

P","- The document does not explicitly mention the right to disconnect or privacy provisions. However, the company is committed to promoting work-life balance and ensuring that telework does not negatively impact employees' personal lives.

The document does not mention specific details about the right to disconnect or privacy provisions. However, the company is committed to promoting work-life balance and ensuring that telework does not negatively impact employees' personal lives.",T04521003701-50135204100013
108,"Eligible workers for telework are those in CDI or CDD contracts with at least 4 months of tenure, working at least 80% time. Activities must be compatible with telework, i.e., not requiring physical presence, specific equipment, or security/confidentiality. Excluded are apprentices, professional contractors, interns, and itinerant workers (Article 1.3).
2. *","Telework is allowed 1 or 2 days per week for eligible workers. Days are not immutable and can be adjusted for professional or personal reasons (Article 2.1.1).
3. *","Telework arrangements are established by mutual agreement between the employee and manager. The employee must submit a written request and the manager must respond within a month. A formal agreement is then drafted (Article 2.1.1).
4. *","The company provides an allocation forfaitaire of 150€ for equipment purchases to improve the home workstation. This is a one-time benefit for new teleworkers (Article 2.1.3).
5. *","The right to disconnect is recognized, with no obligation to respond to work-related messages outside of working hours. The company encourages respect for personal time and privacy (Article 3.5).

The document does not mention specific provisions for the right to privacy beyond the right to disconnect.",T00221001959-83227737000017
109,"Epson France's telework policy is open to all salaried employees of the company who are cadres or non-cadres, have a CDI or CDD with at least 6 months of tenure, have completed their probationary period, have autonomy in their work schedule, and have a home suitable for telework (Article 3).
- *","Telework is allowed up to 2 days per week, preferably on a stable and regular basis. This can be adjusted for employees with representation duties to accommodate IRP meetings (Article 5.1).
- *","Telework arrangements are established through a written request from the employee to their supervisor, who has 15 days to accept or refuse. The refusal must be justified. The number of teleworkers in a team must not affect its functioning (Article 4).
- *","Epson France provides the necessary equipment for telework and covers the additional costs of internet and electricity. The company also covers the costs of insurance for the equipment used at home (Article 9, 10).
- *","The right to disconnect is recognized, and teleworkers are required to use the company's secure network and applications. They must also ensure the confidentiality of the data they handle (Article 11).

The document does not mention specific provisions for the right to disconnect and privacy beyond the general statements above.",T09220021850-69202695800276
110,"- Employees with an autonomous role and a job with primarily dematerialized, measurable, and regular tasks can be eligible for telework (Article 2).
   - Employees with at least 6 months of seniority and a full-time or part-time contract are eligible (Article 2).
   - Employees with an RQTH or recognized invalidity can be prioritized (Article 7.2).
   - A maximum of 30 teleworkers are allowed at any given time (Article 3).

2. F","- Non-cadres can telework 1 or 2 days per week, cadres managers can telework up to 10 days per year, and cadres non-managers can telework 1 day per week (Article 3).
   - Teleworkers must be present in the office at least 2 days per week (Article 3).

3. A","- Telework arrangements are established through an avenant to the contract of work (Article 9.2).
   - The employee must submit a written request and an assessment of their ability to work autonomously (Article 7.1).
   - The employer must respond within 45 days (Article 8).

4. C","- The employer covers the cost of the diagnostic of conformity, the surcharge for home office insurance, and the professional telephone line (Article 11.1).
   - A monthly forfait of €20 for 2 days or €10 for 1 day is provided (Article 11.2).

5. P","- The document does not explicitly mention the right to disconnect or privacy provisions (Article 12).
   - Teleworkers have the same rights and advantages as on-site employees (Article 12).

Note: The document does not mention the right to disconnect or privacy provisions explicitly.",T05619001442-77790770000077
111,"- The telework policy applies to all employees with a permanent contract, who have completed their probationary period, and whose job is compatible with remote work (Article 1.3).
   - The policy excludes certain jobs that require on-site presence and those with high absence rates (Article 1.3).

2. F","- Telework is primarily organized on a part-time basis, with a minimum of 1 day and a maximum of 4 days per week (Article 1.2.2).
   - The policy does not explicitly mention minimum requirements for employee presence in the office.

3. A","- The telework policy is based on voluntary participation from both the employee and the employer (Article 1.2.2).
   - The policy does not explicitly outline the process for establishing telework arrangements.

4. C","- The document does not mention any coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","- The policy does not explicitly address the right to disconnect or the privacy of the worker.

Note: The document does not explicitly address all the requested categories. It is essential to consult the original document for a comprehensive understanding of the telework policy.",A09319008825-77567186000416
112,"**

- Eligible workers are those with a CDI or CDD at least 80% time, who have completed their probationary period and have at least one year of tenure at CRPNPAC.
- The employee must have sufficient autonomy and be able to manage their own schedule and workload.
- The employee must have a suitable workspace at home with a stable internet connection.
- The employee must be voluntary and have the agreement of their manager.

*","**

- Eligible employees can telework one day per week, with the possibility of two days in certain situations.
- The employee must be present in the office for at least two days per week.

*","**

- Telework arrangements are established through a mutual agreement between the employee and their manager.
- The employee must submit a written request to their manager and the RH department.
- The manager has the discretion to approve or deny the request based on the employee's eligibility and the needs of the service.

*","**

- CRPNPAC provides the necessary equipment for telework, including an office chair and desk.
- The employee is responsible for the costs associated with setting up their workspace at home.
- CRPNPAC provides an allocation for telework of 10€ per month for one day per week and 20€ per month for two days per week.

*","**

- The employee has the right to disconnect and is not required to respond to work-related messages outside of their regular working hours.
- CRPNPAC has a policy in place to ensure the privacy and security of the employee's personal information and data.

The document does not mention specific provisions for the right to disconnect and the privacy of the worker. However, the document does mention that the employee has the right to disconnect and that CRPNPAC has a policy in place to ensure the privacy and security of the employee's personal information and data.",T09220020395-78542230400192
113,"All employees, except those in specific roles such as assistants, counselors, and managers in support, assistance, maintenance, logistics, and archives, as well as those in apprenticeships or fixed-term contracts, are eligible for telework (Article 3.1). Eligible employees must have a minimum of 12 to 24 months of tenure in their current position, work full-time or part-time up to 80%, have sufficient autonomy, occupy a position that can be performed remotely, and have access to necessary technology (Article 3.2).
- F","Telework is allowed for gestionnaires of the Direction of Production on a regular basis, with one or two days per week at home. The days are predetermined and may be modified with a 7-day notice (Article 4.1).
- A","Telework arrangements are established through a voluntary request by the employee and an agreement by the employer. The request is made in writing to the manager, who has one month to respond. Approved telework is formalized in an amendment to the employment contract (Article 4.2).
- C","Regular teleworkers receive a monthly allowance for heating and electricity costs and a one-time allowance for equipment (Article 4.3).
- P","The document does not mention provisions for the right to disconnect or privacy.

Note: The document does not mention specific details about the process for establishing telework arrangements or the coverage of costs associated with telework. Additionally, the document does not explicitly address the right to disconnect or privacy provisions for teleworkers.",T09419003396-79801192000013
114,"* Eligible workers are those with at least one year of tenure, a permanent or fixed-term contract, and a work duration of at least 80%.
* Only certain job types and activities are compatible with telework.
* Stagiaires, apprentices, and professional contract holders are not eligible.

F","* Telework is allowed one day per week, with full days being the only option.
* The manager can temporarily suspend telework for various reasons, such as understaffing or technical issues.

A","* Telework arrangements are established through a formalization process involving an avenant to the employment contract.
* The document does not mention the process for obtaining permission or the manager's discretion.

C","* The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

P","* The document does not mention provisions for the right to disconnect or the privacy of the worker.

The document does not mention specific topics such as the process for obtaining permission, manager discretion, cost coverage, or privacy provisions.",T01620001579-53279220700039
115,"**
- Eligible workers are those with a permanent contract, working full-time or part-time, and have at least 6 months of seniority in the company.
- Excluded are workers with a temporary contract, apprentices, trainees, and employees on probation.
- The employee's job must be compatible with telework, and they must have a suitable workspace at home.

*","**
- Telework is allowed for 1 day per week for full-time employees and 1 day per month for part-time employees.
- The telework day is fixed for each employee and can be changed in case of exceptional circumstances.

*","**
- Telework arrangements are established through a written agreement between the employer and employee.
- The employer has discretion over the allowability of telework.
- The employee must provide a written request for telework, and the employer has 1 month to respond.

*","**
- The company covers the costs of telework setup, including the purchase and maintenance of equipment and software.
- The employee is responsible for the cost of internet access and electricity.
- The company provides an allowance for meals and transportation.

*","**
- The company respects the right to disconnect and the privacy of the worker.
- The company has a policy to ensure that employees are not contacted outside of working hours.
- The company provides training on the use of digital tools and the importance of work-life balance.

Note: The document does not mention specific details about the coverage of costs associated with telework.",T01322015145-78281031100020
116,"- Full-time or part-time (80% minimum) employees with a minimum of 1 year of tenure at MSFR SAS.
- Excludes those with functions requiring permanent presence, high absence, or access to confidential data.
- Not applicable to collaborators in pre-layoff periods.

2. F","- 2 days of telework per month, with days determined by mutual agreement between the employee and manager.
- No consecutive days of telework allowed.

3. A","- Voluntary request by the employee, followed by a written response from the manager within 15 days.
- Rejection must be justified and communicated in writing.

4. C","- The document does not mention specific coverage for telework costs.

5. P","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Note: The document does not explicitly address all topics, and some sections may require further clarification or expansion.",T02519001314-51765797900012
117,"All employees with a permanent or fixed-term contract, under the MSA or praticien collective agreements, excluding cadre directors and those without autonomy, are eligible for telework (Article 4-3). Autonomy is evaluated based on the employee's ability to work independently, organize their time, and manage their workload without significant managerial support (Article 4-3).
- *","Telework is allowed for a minimum of two days per week, with at least one day of physical presence required (Article 5).
- *","Telework arrangements are established through a formalized agreement, with the possibility of reversibility for both the employee and the employer (Article 2).
- *","The company provides an indemnity of one euro per teleworked day (Article 7).
- *","The right to disconnect is recognized, with no professional contact outside of contracted hours (Article 5-5). The document does not mention specific provisions for privacy.

The document does not mention specific articles for each category. The above points are based on the general provisions of the document.",T03222001039-50974487600012
118,"Full-time employees with at least 6 months tenure and a satisfactory performance rating are eligible for telework (Article 2.1).
- F","Telework is allowed for a maximum of 2 days per week, with a minimum of 2 days in the office (Article 2.2).
- A","Telework requests must be submitted to the manager for approval, and the manager has discretion over the allowability of telework (Article 2.3).
- C","The company covers the costs of IT setup, but employees are responsible for their own internet and electricity expenses (Article 3.1).
- P","The company respects the right to disconnect and encourages employees to set boundaries for their work hours (Article 3.2).

Note: The document does not mention meal allowance or specific provisions for privacy beyond the right to disconnect.",T06821004800-31481673700030
119,"- Eligible workers are those in CDI with at least 1 year of tenure and 3 months on the considered post, or in CDD with at least 1 year of tenure.
- Excluded are itinerant workers, apprentices, professional contract workers, and interns.
- Compatibility with telework is assessed by the manager based on technical constraints, data security, interaction needs, and task feasibility.

F","- Telework is allowed up to 2 days per week, with a minimum of 3 days on-site.
- Days of presence on-site can be fixed collectively or individually.
- Flexibility is allowed for occasional changes to telework days.

A","- Telework requires mutual agreement between manager and employee.
- A written request is required for telework, with a response within 1 month.
- A formal written agreement is established for telework, lasting up to 1 year.

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The response is within the 300-token limit.",T06721007882-31599920100033
120,"Employees with compatible tasks and the ability to work independently are eligible for telework. This includes commercial, pre-sales, marketing, and support functions. Exceptions include roles requiring physical presence, frequent in-person interactions, or specific equipment (Article 5).
- *","Regular telework is limited to 2 days per week, with a 2-month adaptation period. Occasional telework is allowed for exceptional or urgent situations, up to 10 days per year (Article 6).
- *","Employees can request telework, and the company will respond within a month. Acceptance is based on job compatibility, employee autonomy, and service configuration. An avenant au contrat de travail is proposed for accepted requests (Article 5).
- *","The company provides necessary IT equipment and reimburses internet, electricity, and heating costs for regular telework. A 2.50 € net/day indemnity is paid for regular telework and 1.25 € net/day for occasional telework (Article 7).
- *","The right to disconnect is respected, with work hours and availability similar to on-site work. The employee's home workspace must meet safety and health standards (Article 7).

The document does not mention specific privacy provisions for the worker.",T06721007955-62201707700026
121,"The telework policy applies to all employees of the UES POAE France, except those attached to the Levallois/Nanterre establishment. Eligible employees are in CDI, have at least 6 months of seniority, and have an activity compatible with telework. They must also be autonomous in their work and have an adequate workspace at home. The policy does not mention specific criteria for temps partiels or forfait jours temps réduits.
- *","The policy allows for up to 2 days of telework per week, with a limit of 94 days per year. The number of days can be fixed, variable, or a combination of both.
- *","Telework arrangements are established through a mutual agreement between the manager and the employee. The manager has discretion over the allowability of telework.
- *","The policy provides for an allocation of 2€50 per day of telework, exempt from social contributions. This allocation covers all telework-related expenses.
- *","The policy includes provisions for the right to disconnect and the privacy of the worker. It encourages respect for rest periods and the protection of personal data.

Note: The document does not mention specific provisions for the right to disconnect or the privacy of the worker.",T09221027336-45139972900081
122,"All salaried employees of the MSA Berry-Touraine, under a permanent or fixed-term contract, and covered by the collective labor agreement of the MSA or the collective labor agreement of the Praticiens, are eligible for telework. Excluded are interns, apprentices, and those with a professionalization contract. The employee must be able to work autonomously and not require significant managerial support. (Article 4)
- F","The document does not mention specifics on the frequency of telework.
- A","The employee must register for telework and sign an amendment to their contract. The amendment includes details on the work location, equipment, and working hours. (Article 5)
- C","The document does not mention coverage of costs associated with telework.
- P","The document does not mention provisions for the right to disconnect or the privacy of the worker.

The document does not mention specifics on the duration of telework, the organization of work, time management, or the protection of data. It is assumed that the general labor laws and regulations apply.",T04120001227-51954831700014
123,"The telework policy applies to all employees with a permanent or temporary contract, who have completed their probationary period, and whose job duties are compatible with telework. The document does not mention any specific tenure or employment type criteria (Article 2.1).

*","Telework is occasional and limited to 30 days per year, with a maximum of 1 day per week. The days are non-cumulative and non-reportable, and must be taken on Tuesdays or Thursdays (Article 7).

*","Telework arrangements are established through a written request from the employee and an agreement between the employee and the HR department. The manager has discretion in approving telework requests (Article 8).

*","The document does not mention any specific coverage of costs associated with telework, such as IT setup or meal allowance (Article 4).

*","The document does not explicitly address the right to disconnect or privacy of the worker. However, it does mention that the telework policy is designed to better manage the balance between professional and personal life (Preamble).",T09119003444-31891906500157
124,"The telework policy applies to all employees of the company, regardless of their employment type or tenure. However, specific a","Telework is allowed on a case-by-case basis, with no specific frequency mentioned in the document. The company and employees will establish individualized telework a","may be made for certain positions or individuals based on job characteristics and manager discretion (Article 11).

- **Frequency**: Telework is allowed on a case-by-case basis, with no specific frequency mentioned in the document. The company and employees will establish individualized telework arrangements based on job requirements and employee preferences (Article 11).

- **Arrangements**: To establish telework arrangements, employees must submit a request to their manager, who will evaluate the feasibility and benefits of the arrangement. The company will consider factors such as job responsibilities, employee performance, and the impact on the team and organization (Article 11).

- *","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance. Employees should refer to other company policies or agreements for information on these topics.

- *",The document does not mention provisions for the right to disconnect or the privacy of the worker in the context of telework. Employees should refer to other company policies or agreements for information on these topics.,T02421001606-78170256800028
125,"- Eligible workers are those in a permanent or fixed-term contract of more than one year, working full or part-time, and not in an apprenticeship or internship.
- Excluded are those in plans of continuity of activity or on-call duty.
- Cadres au forfait are eligible.
- The document does not mention conditions related to tenure, employment type, or job characteristics.

F","- Telework is allowed for a minimum of 3 days per week, with a possibility of 2 days per week for cadres au forfait.
- Days are fixed and cannot be changed without prior agreement.
- The document does not mention specific numbers of days per week permitted or minimum requirements for the employee's presence in the office.

A","- Telework arrangements are established through a formal, written request by the employee and a response from the employer.
- The employer has discretion over the allowability of telework.
- The document does not mention the process by which telework arrangements are established.

C","- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

P","- The document does not mention provisions for the right to disconnect and the privacy of the worker.
- The document does not mention the right to disconnect or the right to privacy.

Note: The document does not mention specific details about the company's telework policy. It is a general agreement between the company and the unions representing the employees. The specific details of the telework policy are not provided in the document.",T03419002483-13000804800014
126,"All employees, regardless of contract type or tenure, are eligible for telework if their job can be performed remotely and the necessary technical conditions are met (Article II).
- F","Telework can be regular (up to 40% of working time, i.e., 2 days per week) or occasional, depending on the employee's role and the company's needs (Article I).
- A","Employees must submit a written request to their manager and HR, specifying the days and hours they wish to telework. Managers have discretion to approve or deny the request based on job requirements and technical feasibility (Article III).
- C","The company does not cover any installation or maintenance costs related to telework. However, if telework is mandatory (e.g., due to force majeure), an indemnity of 2€ per day, up to 50€ per month, is provided (Article IV).
- P","The right to disconnect is respected, and employees should not be contacted outside their defined work hours. Employees are responsible for ensuring their workspace is safe and secure (Article III).

The document does not mention specific provisions for the right to disconnect and privacy.",T07520021446-49006702200031
127,"- Eligible workers are those with a CDI or CDD contract who meet specific job criteria, such as being able to perform their duties autonomously and having the necessary skills and professional qualities.
- Excluded are those in apprenticeships, professional contracts, and internships.
- The document does not mention specific tenure or employment type criteria.

F","- Regular telework is allowed for 1-2 days per week for managers and 1-3 days per week for non-managers.
- New hires have limited telework days for the first 12 months.
- The positioning of telework days is flexible and can be revised quarterly.

A","- Telework arrangements are established through a double-voluntary process involving the employee and the manager.
- A formal request and an entretien spécifique are required for approval.
- The number of collaborators in telework must be compatible with the team's and the organization's needs.

C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

P","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Note: This summary is within the 300-token limit and is based on the provided document. However, it does not cover all topics and is not an exhaustive summary of the telework policy.",T09221022787-30628930700911
128,"Eligible workers are those whose work and activity in telework do not hinder the functioning of their team and do not require close managerial support. They must have a stable internet connection, a suitable workspace, and meet specific criteria such as an ancientity of 6 months for employees and technicians and 3 months for cadres. The population of commercial itinerant cadres is excluded (Article 2.1).
- *","Telework is allowed up to two days per week, with a minimum of three days per week in the office (Article 6.1).
- *","Telework arrangements are established through a formalization process involving a written request to the department of Human Resources and a one-month response period (Article 3.1).
- *","The company covers the costs of IT setup and provides an indemnity of 2.5€/day for telework. Employees receive tickets-restaurant during their days worked from home (Article 7).
- *",The document does not mention provisions for the right to disconnect and the privacy of the worker.,T09322010393-35197059500085
129,"All employees of Tibco Telecoms are eligible for telework, as long as their duties allow it and they have the necessary tools and environment to organize their work. The employee must be able to self-organize and have a suitable workspace with required tools (e.g., internet connection, computer). The agreement applies to all employees, including those with disabilities.
- F","Telework can be occasional or regular, depending on the agreement between the employee and their manager. The employee and manager agree on the telework rhythm, which can be a day per week or more.
- A","Telework arrangements are established through a voluntary agreement between the employee and their manager. The agreement is formalized in writing and can be terminated at any time by either party. In case of pollution episodes, the agreement is formalized without delay.
- C","The company does not cover the costs of internet and energy for telework. However, the company provides and maintains necessary equipment for telework, such as laptops and software.
- P","The employee has the right to disconnect and maintain a work-life balance. Tibco Telecoms does not impose the use of personal phone numbers or lines for professional communication. The company respects the employee's privacy and provides guidelines for maintaining confidentiality and data protection.

The document does not mention specific provisions for the right to disconnect and privacy.",T04418001709-42326169200010
130,"The telework policy applies to all employees of the AXA Group in France who have been with the company for at least six months and work in eligible positions. Eligibility is determined by the nature of the work and the employee's ability to perform their duties remotely. (Article 2.1.1)
- F","The frequency of telework is not explicitly stated in the document. It is up to each enterprise to determine the number of days per week or month that an employee can telework. (Article 2.1.2)
- A","Telework arrangements are established through a formal agreement between the employee and the manager, with the possibility of occasional telework. The agreement must be reviewed annually and can be terminated with one month's notice. (Article 4.2)
- C","The company covers the costs of telework, including the provision of necessary equipment and software, and the reimbursement of certain expenses such as internet and electricity. (Article 6)
- P","The company recognizes the right to disconnect and encourages employees to balance their professional and personal lives. The company also provides training on the use of digital tools and the importance of disconnecting. (Article 7)

Note: The document does not mention the right to privacy or the specifics of the process for establishing telework arrangements.",T09219014451-72205746001971
131,"- Eligible workers are those with at least 2 months of seniority, in a permanent or fixed-term contract, or under an apprenticeship or professionalization contract.
- The employee must have sufficient autonomy and perform tasks compatible with telework.
- The employee must have an adequate workspace and a sufficient internet connection.
- The employee must obtain the manager's agreement.

F","- Telework is allowed up to 2 days per week for full-time employees.
- Part-time employees can telework according to their contractual working time.
- The employee must be present on site at least 3 days per week.

A","- Telework is based on the employee's request and the manager's agreement.
- The employee must formalize the request in the HR system 7 days in advance.
- The manager can refuse or postpone the request for professional or personal reasons.

C","- The company provides the necessary equipment for telework.
- The employee can receive a financial contribution for the purchase of equipment for the telework location.
- The employee receives an indemnity of 1.5 € per day of telework.

P","- The company respects the right to disconnect and the privacy of the employee.
- The employee must not work outside their contractual working hours.
- The employee must not use their professional tools for personal purposes.

The document does not mention the possibility of teleworking in case of exceptional circumstances.",T09221028125-33334400000109
