,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
218,"- **Article 4**: Telework is available to support functions, administrative logistics, and other roles where feasible. There are no specific tenure or employment type requirements mentioned.

### F","- **Article 4**: Telework is organized in rotations to ensure fairness and protect employees from COVID-19 risks. The document does not specify the exact number of days per week allowed.

### A","- **Article 4**: Telework arrangements are established with the approval of the Social and Economic Committee (CSE). The document implies that managers have discretion over telework allowability.

### C","- **Article 2.2**: Employees who telework receive a prime of 10 euros per day to cover domestic costs. The document does not mention IT setup or meal allowances.

### P","- **Article 4**: The document does not mention provisions for the right to disconnect or specific privacy measures for teleworkers.

If you have any further questions or need additional details, please let me know!",ACCOTEXT000043680050
219,"(Article 6.11.6.2)
- Telework is not a right or obligation and requires prior approval.
- Open to all French law employees (headquarters, French offices, expatriates).
- Requires job compatibility and employee's organizational and relational skills.
- Excludes roles needing permanent physical presence or fixed installations.
- Part-time employees (<80% work time), apprentices, and interns are generally ineligible.
- Medical reasons can be considered with approval.

### F","(Article 6.11.6.3.4)
- Regular telework: up to 2 days per week.
- Occasional telework: up to 20 days per year.
- Mixed telework: 1 day per week plus 20 days per year.
- Consecutive telework days limited to 3 per week.

### A","(Article 6.11.6.3.1)
- Employee must submit a written request with a filled form.
- Approval required from the hierarchical manager and HR.
- Response within 15 days; refusals must be written and justified.
- Formal agreement needed for both regular and occasional telework.

### C","(Article 6.11.6.6)
- AFP provides necessary IT equipment (e.g., laptop).
- Employee covers routine expenses (electricity, internet).
- AFP contributes to ergonomic equipment and electrical compliance:
  - 100% up to €200 or 50% up to €250, reimbursed with receipts.
- Reimbursement available every 5 years.

### P","(Article 6.11.6.5)
- Employees have a right to disconnect outside work hours.
- Telework must respect personal life and legal work time regulations.
- Confidentiality and security measures must be adhered to.

The document does not mention meal allowance.",ACCOTEXT000043206581
220,"- **Article 1.2 & 1.3**
  - Only employees whose workplace is in Paris are eligible.
  - Eligibility is based on job characteristics and individual employee criteria.
  - All employees, regardless of contract type (apprentice, CDD, intern) or work duration (part-time, reduced hours), are eligible.

### F","- **Article 1.4.2**
  - Journalists: Up to 3 days per week.
  - Technical and administrative staff: Up to 4 days per week.
  - Additional days may be allowed with manager approval.

### A","- **Article 1.4.1**
  - Employees must formalize their agreement to telework.
  - No need for re-approval if already agreed to telework under normal conditions.
  - Telework days are chosen by mutual agreement between the employee and their manager.

### C","- **Article 1.4.6 & 1.4.7**
  - Options for IT setup include provision of an additional screen and/or chair.
  - Reimbursement for other setup costs: 100% up to €100 or 50% up to €125.
  - Monthly allowances: €10 for 2 days/week, €20 for 3 days/week, €30 for more than 3 days/week.

### P",- **The document does not mention privacy.**,ACCOTEXT000043206582
221,"- **Article 2**: 
  - Eligible employees must be on a permanent (CDI) or fixed-term (CDD) contract, working full-time or at least 80% part-time.
  - Must have at least 1 year of tenure in the company.
  - All job functions are eligible, except for apprentices, professionalization contracts, interns, temporary workers, contractors, and consultants.
  - Priority is given to employees recognized as disabled.
  - Employees must have a suitable home environment with a functional internet connection and a quiet workspace.

### F","- **Article 4.1**:
  - Regular telework is limited to 2 days per week for most functions.
  - The trading desk is limited to 1 day per week.
  - Telework can be scheduled as 1 or 2 fixed days per week or 1 or 2 days every two weeks.
  - Telework must be done in full-day increments.
  - Telework days are determined in consultation with the manager based on the employee's request.

### A","- **Article 4.1**:
  - Telework arrangements require a request from the employee and must be agreed upon with the manager.
  - Part-time work requests take priority over telework requests.

### C","- The document does not mention costs.

### P",- The document does not mention privacy.,ACCOTEXT000044156785
222,"(Article 2, Chapter 2, Article 1.2)
- **Eligible Workers**: 
  - Employees with a permanent (CDI) or fixed-term (CDD) contract.
  - Interns and apprentices, with telework aligned to their manager's schedule.
  - Exclusions: Roles requiring physical presence, specific equipment, or high confidentiality (e.g., production, logistics, IT support, retail).

### F","(Chapter 2, Article 2.1)
- **Telework Frequency**:
  - Standard: 50-60% of work time.
  - Options: 1 to 5 days per week, depending on job role and mutual agreement.
  - Specific a","for part-time employees and those with therapeutic half-time.

### Arrangements (Chapter 2, Article 3)
- **Establishing Telework**:
  - Requires mutual agreement between employee and manager.
  - Formalized through a written request and manager's approval.
  - Managed via the company's HR portal.

### C","(Chapter 2, Article 8.2)
- **Cost Coverage**:
  - One-time setup allowance up to €300 for home office equipment.
  - Monthly telework allowance ranging from €15 to €55 based on telework days.
  - Pending discussions on meal allowances for telework days.

### P","(Chapter 2, Article 6.3)
- **Privacy and Right to Disconnect**:
  - Employees have the right to disconnect outside of working hours.
  - No penalties for not responding to work communications outside of designated hours.
  - Encouragement to limit non-essential emails and use appropriate communication tools.

The document does not mention specific IT setup costs beyond the general equipment provided.",ACCOTEXT000044156786
223,"- **Article 10**: Telework is available to all employees, but each employee can only utilize it with the agreement of their manager. There are no specific criteria mentioned regarding tenure, employment type, or job characteristics.

### F","- **Article 10**: Employees are allowed to telework up to 2 days per month, with the approval of their manager.

### A","- **Article 10**: Telework arrangements require the agreement of the employee's manager. The manager has discretion over the allowability of telework.

### C","- **The document does not mention costs**: There is no information provided about the coverage of costs associated with telework, such as IT setup or meal allowance.

### P",- **The document does not mention privacy**: There are no provisions mentioned regarding the right to disconnect or the privacy of the worker.,ACCOTEXT000044156789
224,"- The document does not mention eligibility criteria for telework.

2. *","- The document does not mention the frequency of telework allowed.

3. *","- The document does not mention the process by which telework arrangements are established.

4. *","- The document does not mention the coverage of costs associated with telework.

5. *","- The document does not mention provisions for the right to disconnect and the privacy of the worker.

The document primarily focuses on the extension of the telework agreement and its procedural aspects, without detailing the specific policies related to telework.",ACCOTEXT000044179927
225,"(Article 6-3-2)
- **Eligible Workers**: All employees in CDI, CDD, alternance, and interns.
- **Criteria**:
  - Must have professional transportable IT equipment.
  - For operational staff, client acceptance of telework is required.
  - Telework must not hinder job performance.
  - Telework is incompatible with childcare for children under 12.

### F","(Article 6-3-3)
- **Allowed Frequency**: Up to 10 days per calendar year.
- **Conditions**: Full days, with exceptions justified.

### A","(Article 6-3-4)
- **Process**:
  - Request must be made to the direct manager at least 2 working days in advance.
  - Manager approval required.
  - Information relayed to HR.
  - Telework should not lead to the closure of an establishment or halt of services.

### C","(Article 6-3-5)
- **Coverage**:
  - Employees must use company-provided IT equipment.
  - Employees must have a suitable internet connection and provide proof.
  - No mention of meal allowances.

### P","(Article 6-2)
- **Right to Disconnect**:
  - Employees must disconnect from work tools during rest periods.
  - No emails should be sent outside working hours (20h-7h on weekdays, 19h Friday to 7h Monday).
  - Use of out-of-office messages is required during absences.
- **Privacy**:
  - Employees must ensure the confidentiality of work-related information.
  - Company may provide screen filters to enhance privacy.

The document does not mention specific costs related to IT setup or meal allowances.",ACCOTEXT000043705596
226,"- **Article 2**: 
  - Workers eligible for telework include those whose job characteristics allow for remote work.
  - Specific criteria such as tenure or employment type are not mentioned.

### F","- **Article 2**: 
  - The document does not specify the exact number of days per week permitted for telework.
  - It mentions that telework should be considered for positions that allow it, outside of exceptional circumstances.

### A","- **Article 2**: 
  - Telework arrangements must be established through a group of 3 elected representatives and 2 management representatives.
  - The group will define criteria, time allowed for telework, and conditions for telework.
  - The manager's discretion over telework is not explicitly mentioned.

### C","- **Article 2**: 
  - The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article 2**: 
  - The document does not mention provisions for the right to disconnect and the privacy of the worker.

This summary adheres to the 300-token limit and provides a concise overview of the telework policy based on the provided document.",ACCOTEXT000043319195
227,"- **Article 1**: All employees of the MGEN Group are eligible for telework if it is decided by the employer due to exceptional circumstances, such as the COVID-19 health crisis.

### F","- The document does not mention the frequency of telework allowed.

### A","- **Article 1**: Telework is implemented on the employer's decision for exceptional circumstances. The document does not specify if additional permission is required or if managers have discretion over telework arrangements.

### C","- **Article 2**: Employees receive a meal voucher worth €8.50 for each telework day.
- **Article 3**: Employees receive a monthly allowance of €15 to cover home office expenses (e.g., internet, utilities).
- **Article 4**: Employees using personal IT and telephony tools for work receive a monthly allowance of €20.

### P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000044215158
228,"- **Article 3.2**: Telework is available to employees whose job functions and service activities allow for it.
- **Article 3.2**: Requires employer approval.

### F","- **Article 3.2**: Telework can be regular or occasional.
- **Article 3.2**: During unusual or emergency situations (e.g., pandemics), occasional telework days are unlimited, and regular telework schedules can be adjusted with prior approval.

### A","- **Article 3.2**: Telework arrangements require employer approval.
- **Article 3.2**: Managers have discretion over telework feasibility based on service and activity constraints.

### C","- The document does not mention costs associated with telework.

### P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000044113038
229,"(Article 1)
- **Eligible Workers**: Full-time or part-time employees with CDI or CDD contracts, placement or apprenticeship contracts.
- **Tenure**: Minimum of 3 months in the company.
- **Job Characteristics**: Positions not requiring permanent physical presence, not involving confidential or sensitive data, extensive paper handling, or restricted software.
- **Technical Requirements**: Dedicated workspace, high-speed internet, compliant electrical setup.
- **Autonomy**: Sufficient autonomy in the role.
- **Part-time Workers**: Must be present at least 2 days per week in the office.

### F","(Article 3.2)
- **Regular Telework**: 
  - Option 1: 1 fixed day per week + 2 floating days per month.
  - Option 2: 2 fixed days per week + 1 floating day per month.
- **Fixed Days**: Any day except Wednesday.
- **Full Days**: Telework is taken in full days unless exceptional circumstances arise.

### A","(Article 2)
- **Application Process**: Employees must apply using a provided form and submit it to their manager.
- **Manager's Discretion**: Managers have 15 days to respond. Approval requires validation from the manager and the Director, followed by HR.
- **Refusal**: Must be justified in writing. Employees can appeal to the Director or HR.

### C","(Article 8)
- **Covered Costs**: Only company-provided equipment (laptop, headset) and necessary software.
- **Excluded Costs**: No individual expenses will be reimbursed.

### P","(Article 6)
- **Right to Disconnect**: Employees have the right to disconnect outside of defined working hours.
- **Privacy**: The company cannot contact employees outside of agreed hours, except in specific cases like on-call duties or approved overtime.

The document does not mention meal allowance.",ACCOTEXT000044113042
230,"(Article 3.4)
- **Eligible Workers**: Employees with roles that can be performed remotely.
- **Criteria**: Must have the necessary technical accessibility (e.g., laptops, mobile phones).

### F","(Article 3.4)
- **Allowed Frequency**: Not explicitly mentioned in the document.
- **Minimum Office Presence**: Not specified.

### A","(Article 3.4)
- **Process**: Telework arrangements require technical accessibility.
- **Manager Discretion**: Managers and HR conduct regular reviews, including an annual meeting with employee representatives.

### C","(Article 3.4)
- **Coverage**: The document does not mention coverage of costs associated with telework.

### P","(Article 4.2)
- **Right to Disconnect**: Employees are not obligated to respond to emails or calls outside working hours, during weekends, holidays, or any suspension of the work contract.
- **Privacy Provisions**: Encourages the use of out-of-office messages and promotes good practices for email usage to respect personal time.

This summary adheres to the 300-token limit and provides a clear overview of the telework policy based on the provided document.",ACCOTEXT000044113048
231,"- **Article 2**: Telework is facilitated for all employees who can perform their tasks remotely. This includes building staff with remote work equipment (tablet or laptop).

### F","- **Article 2**: The document does not specify the frequency of telework allowed.

### A","- **Article 2**: Telework arrangements are encouraged as much as possible during periods of confinement or reduced activity. The document does not specify if permission must be obtained or if managers have discretion over telework.

### C","- **Article 2**: The document does not mention coverage of costs associated with telework.

### P",- **Article 2**: The document does not mention provisions for the right to disconnect and the privacy of the worker.,ACCOTEXT000044240249
232,"- The document does not mention eligibility.

*","- The document does not mention frequency.

*","- The document does not mention arrangements.

*","- The document does not mention costs.

*","- The document does not mention privacy.

**Note:**
The provided document is an addendum to the telework agreement at AGRICA GESTION, primarily focused on extending the duration of the original agreement signed on January 12, 2018, for an additional six months until July 12, 2021. It does not provide specific details on eligibility, frequency, arrangements, costs, or privacy related to telework.",ACCOTEXT000043705603
233,"(Article 2.1)
- **Eligible Workers**:
  - Employees with more than 6 months of tenure.
  - Employees with a full-time or part-time contract allowing at least two days per week on-site.
  - Employees capable of working autonomously and meeting quantitative and qualitative objectives.
  - Employees with a suitable workspace at home.
  - Special provisions for employees with disabilities, subject to managerial and medical review.

### F","(Article 7)
- **Telework Frequency**:
  - Limited to 3 days per week.
  - Minimum of 2 days per week on-site.
  - Exceptions during exceptional circumstances (e.g., epidemics) where telework can be up to 100% of the time.

### A","(Article 3)
- **Establishing Telework**:
  - Voluntary basis, initiated by either the employee or the employer.
  - Requires written request and approval from the manager and HR.
  - A 3-month adaptation period with a 15-day notice for termination by either party.

### C","(Chapter 4)
- **Cost Coverage**:
  - Option 1: Monthly allowance of €14 for personal IT equipment.
  - Option 2: Up to €450 for purchasing IT equipment, with conditions.
  - Additional €4 monthly for utilities, increased to €25 during exceptional circumstances.
  - Reimbursement for peripheral equipment up to €100.

### P","(Article 7, Article 8)
- **Privacy and Right to Disconnect**:
  - Employees manage their time within legal work hours and rest periods.
  - Defined availability hours for communication.
  - Commitment to respect telework days unless exceptional changes are needed.
  - Ensures data confidentiality and security.

The document does not mention meal allowance.",ACCOTEXT000043649722
234,"(Article 2.2)
- **Eligible Workers**:
  - Employees with a permanent contract (full-time or part-time ≥ 4/5 of full-time).
  - Minimum of 3 months continuous tenure in the company and in the eligible position.
  - Suitable home environment for telework.
  - Ability to work autonomously and access necessary applications/tools remotely.
  - Job tasks compatible with telework (no need for daily physical presence, no impact on service organization, no handling of confidential data).
  - Special consideration for pregnant employees and those with disabilities.
  - Excludes interns and apprentices.

### F","(Article 3.1)
- **Regular Telework**:
  - 1 to 5 days per month (non-consecutive, not adjacent to holidays/RTT).
  - For support functions in Paris HQ and regional offices: up to 2 days per week.
  - Restrictions: No telework on both Monday and Friday in the same week or consecutive weeks.
- **Exceptional Telework**:
  - During special circumstances (pandemic, transport disruptions, pollution episodes), frequency and eligibility can be adjusted by the employer.

### A","(Article 4.1)
- **Establishing Telework**:
  - Requires written request and approval from the direct manager.
  - Manager must ensure fairness and service functionality.
  - Formal response within 15 days; lack of response is not an acceptance or refusal.
  - For exceptional telework, written request and approval via professional email suffice.

### C","(Article 3.6)
- **Cost Coverage**:
  - Monthly allowance for telework-related expenses (heating, electricity, internet):
    - 1 day/week: €10/month
    - 2 days/week: €20/month
    - Exceptional periods: up to €50/month for 5 days/week.
  - Equipment provided: laptop, secure network access, professional phone if needed.

### P","(Article 5.3 & Title 2)
- **Right to Disconnect**:
  - Employees are not required to respond to work communications outside of working hours, during rest periods, or on leave.
  - Managers must respect and promote this right.
- **Data Protection**:
  - Employees must adhere to the company's IT Charter, ensuring confidentiality and security of data.

The document does not mention meal allowance.",ACCOTEXT000044240251
235,"- **Article Reference**: I.3
- **Summary**:
  - Eligible workers include:
    - Chefs de service
    - Cadres administratifs
    - Personnels administratifs non cadre
    - Comptables
    - Educators and Educators familiaux in specific establishments (Villabé, Le Phare, Cesson, Chinon)

### F","- **Article Reference**: I.3
- **Summary**:
  - Telework can be requested for specific tasks or projects.
  - It is allowed for a precise and limited duration.
  - For educators, telework can be requested for a full day for specific tasks.

### A","- **Article Reference**: I.3
- **Summary**:
  - Telework arrangements require:
    - A request from the employee.
    - Approval (or motivated refusal) from the manager.
  - Telework is for occasional use, specific tasks, or projects.
  - Duration and daily hours must be defined in advance.

### C","- **Article Reference**: The document does not mention costs.

### P","- **Article Reference**: II.2.2
- **Summary**:
  - Right to disconnect applies to all employees.
  - Periods concerned include non-working times, weekends, and holidays.
  - Measures include:
    - Restricting work-related contact outside working hours.
    - Providing professional phones and emails to avoid using personal devices.
    - No professional contact during legal paid leave.
    - No on-call duty during vacation periods.",ACCOTEXT000044274184
236,"- **Article Reference**: Article 1
- **Summary**:
  - The telework policy applies to all employees of Hermès Sellier.
  - No specific criteria such as tenure, employment type, or job characteristics are mentioned.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**:
  - The document does not specify the number of days per week permitted for telework or any minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: Article 4
- **Summary**:
  - Telework arrangements are part of a broader discussion on occasional remote work.
  - The company and its social partners will reflect on the theme of occasional remote work in 2021 to determine the need for further internal regulation.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**:
  - The document does not specify coverage of costs associated with telework, such as IT setup or meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**:
  - The document does not provide provisions for the right to disconnect or the privacy of the worker.

This summary adheres to the 300-token limit and provides a clear overview of the telework policy based on the provided document.",ACCOTEXT000044240259
237,"- **Article 2**: All employees, except interns, are eligible for telework if their position is not listed as ineligible by their respective general directorate or the DGSER.
- **Article 3.1.2**: The previous requirement of six months of tenure has been removed.

### F","- **Article 2**: Telework can be regular or occasional, with a maximum of three days per week unless an exceptional waiver is granted.
- **Article 4.2**: The maximum number of telework days per week varies based on employment type, ranging from three days for full-time employees to half a day for those working at 50% capacity.

### A","- **Article 4.1.2**: Employees must request telework from their manager, who will formalize the agreement if approved. The process is digital via the HR space.
- **Article 4.1.3**: Managers can set mandatory in-office days to maintain team cohesion.
- **Article 4.2**: A one-month notice is required for entering the regular telework system, with a two-month adaptation period.

### C","- **Article 7.1**: The company provides necessary IT equipment and a €200 allowance every five years for additional telework-related expenses.

### P","- The document does not mention privacy provisions or the right to disconnect.

This summary adheres to the 300-token limit and provides a clear overview of the telework policy for employees.",ACCOTEXT000043558895
238,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework, including criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established, including whether permission must be obtained and whether the manager has discretion over the allowability of telework.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework, such as IT setup and meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.

**Note**: The provided document primarily focuses on the extension and administrative details of the telework agreement rather than specific policies regarding eligibility, frequency, arrangements, costs, or privacy.",ACCOTEXT000045897928
239,"(Article 45)
- **Criteria**: Open to all employees regardless of contract type (CDI, CDD, alternance) or tenure.
- **Autonomy**: Employees must be able to perform their duties autonomously.
- **Part-time**: Available to part-time employees working at least 80%.

### F","(Article 46)
- **Standard**: Up to two days per week.
- **Part-time**: One day per week for those working four days.
- **Flexibility**: Days can be consecutive but not adjacent to weekends unless employer requests a change.

### A","(Article 47)
- **Voluntary**: Based on employee's request.
- **Approval**: Requires manager's approval; refusals must be justified in writing.
- **Disagreements**: Resolved by HR if no consensus on telework days.

### C","(Article 50)
- **IT Setup**: Company provides necessary IT equipment and software.
- **Telephony**: No additional phone costs for employees.
- **Meal Allowance**: Employees retain meal vouchers on telework days.

### P","(Article 40)
- **Right to Disconnect**: Employees should not use communication tools during rest periods, weekends, or leave.
- **Confidentiality**: Employees must protect data and follow IT security guidelines.

The document does not mention meal allowance coverage explicitly.",ACCOTEXT000044274197
240,"- **Article Reference**: The document does not mention eligibility.
- **Summary**: The document does not specify which workers are eligible for telework, including criteria such as tenure, employment type, or job characteristics.

### F","- **Article Reference**: The document does not mention frequency.
- **Summary**: The document does not specify the frequency of telework allowed, such as the number of days per week permitted or minimum requirements for the employee’s presence in the office.

### A","- **Article Reference**: The document does not mention arrangements.
- **Summary**: The document does not specify the process by which telework arrangements are established, including whether permission must be obtained and whether the manager has discretion over the allowability of telework.

### C","- **Article Reference**: The document does not mention costs.
- **Summary**: The document does not specify the coverage of costs associated with telework, such as IT setup and meal allowance.

### P","- **Article Reference**: The document does not mention privacy.
- **Summary**: The document does not specify provisions for the right to disconnect and the privacy of the worker.",ACCOTEXT000044240270
241,"- **Article 2**: Eligible employees include those at the headquarters on permanent (CDI) and fixed-term (CDD) contracts, as well as apprentices and interns with managerial approval.
- Employees must work at least 80% of the standard hours for their category.
- Telework can be mandated during exceptional circumstances (e.g., epidemics, pollution episodes).

### F","- **Article 5**: Employees can telework up to 2 fixed days per week, including Fridays.
- Additionally, 2 floating telework days per month are allowed.
- Employees must be present in the office at least 2 days per week.

### A","- **Article 5**: Telework arrangements require mutual agreement between the employee and the manager.
- Changes to the telework schedule need a minimum of 5 working days' notice.
- Telework can be terminated by either party with one month's notice.

### C","- **Article 9**: The company reimburses up to 250 euros for telework-related expenses every 5 years, upon submission of receipts.
- Occasional or exceptional telework does not qualify for expense reimbursement unless specifically approved.

### P",- **The document does not mention privacy**.,ACCOTEXT000043649732
242,"- **Criteria**: Employees eligible for telework must have completed at least 6 months of tenure, be in a permanent employment contract, and have job roles that can be effectively performed remotely.
- **Article Reference**: The document does not mention specific criteria for eligibility.

### F","- **Allowed Frequency**: Telework is allowed up to 2 days per week for the Chantepie site and up to 3 days per week for the Paris site during the Covid-19 period.
- **Article Reference**: The document does not mention specific frequency outside the Covid-19 period.

### A","- **Process**: Telework arrangements require prior approval from the employee’s manager, who has discretion over the allowability of telework.
- **Article Reference**: The document does not mention the specific process for establishing telework arrangements.

### C","- **Coverage**: The company provides an indemnity of up to 20€ per month for telework-related expenses, such as IT setup and use of a private space for professional purposes.
- **Article Reference**: The document does not mention specific details about cost coverage.

### P","- **Provisions**: The document does not mention the right to disconnect or specific privacy provisions for teleworkers.
- **Article Reference**: The document does not mention privacy provisions.",ACCOTEXT000044020139
243,"(Article 3.2.5)
- Employees eligible for telework include those whose job functions can be performed remotely.
- Eligibility is determined by the nature of the job and the employee's ability to maintain productivity and communication.

### F","(Article 3.2.5)
- The document does not mention specific frequency limits for telework.
- Employees are expected to adhere to the telework guidelines set by their managers.

### A","(Article 3.2.5)
- Telework arrangements must be approved by the employee's manager.
- Managers have discretion over the allowability and specifics of telework arrangements.

### C","(Article 3.2.5)
- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowances.

### P","(Article 3.2.5)
- The document does not mention specific provisions for the right to disconnect and the privacy of the worker.

This summary provides a concise overview of the telework policy based on the provided document.",ACCOTEXT000043777766
244,"(Article 1.2)
- **Eligible Workers**: 
  - Full-time or part-time employees with at least 6 months of tenure.
  - Jobs with sufficient dematerialized and teleworkable tasks.
  - Jobs not requiring physical presence, direct contact with users, or non-relocatable resources.
  - Employees must demonstrate autonomy and have a quality internet connection.

### F","(Article 5.1)
- **Telework Frequency**:
  - Minimum of 3 days per week in the office.
  - Telework is not allowed on Wednesdays.
  - Telework days cannot be consecutive.
  - Telework days can be rescheduled within a rolling month as needed.

### A","(Article 3.1)
- **Establishing Telework**:
  - Based on employee voluntarism and eligibility.
  - Annual campaign period for telework requests, not exceeding one month.
  - Written request to the direction, with a concerted approach with the supervisor.
  - Direction has one month to respond, with refusals requiring justification.
  - Proposals from the direction must respect a one-month notice period.

### C","(Article 6.8)
- **Cost Coverage**:
  - Monthly allowance based on telework days:
    - €10 per month for one day per week.
    - €20 per month for two days per week.
  - Allowance paid over 10.5 months, excluding long absences.
  - No allowance for occasional telework.

### P","(Article 1.1)
- **Privacy Provisions**:
  - Telework must respect the employee's right to privacy.
  - Telework is reversible, allowing return to the usual workplace.
  - Ensures no degradation of individual and collective rights.
  - Maintains the principle of equal treatment among employees.

The document does not mention the right to disconnect explicitly.",ACCOTEXT000044240285
245,"- **Article 1**: Eligible employees include:
  - Permanent employees (CDI) after their probation period.
  - Fixed-term employees (CDD) with contracts of 6 months or more after their probation period.
  - Apprentices and alternates after one year of seniority.
  - Interns are not eligible unless in cases of force majeure or external events requiring telework for service continuity.

### F","- **Article 3**: 
  - Employees can telework up to 20 non-consecutive days per year.
  - Telework days must be requested with a one-week notice.
  - A minimum of two employees must be present in units with at least 5 full-time equivalents (FTEs) from 8:30 AM to 5:30 PM.

### A","- **Article 4**: 
  - Annual telework requests are submitted between September and October.
  - Decisions are communicated in writing by the HR department.
  - A second request period is available in May-June for those who were ineligible during the first period.
  - Negative responses can be contested through the Commission des Affaires Individuelles (CAI).

### C","- **Article 5**: 
  - Monthly allowance of €10 for one telework day per week.
  - Monthly allowance of €17 for two telework days per week.
  - Covers part of internet, telephony, and utility costs.
  - Category E employees are not eligible for these allowances.

### P",- **The document does not mention privacy provisions**.,ACCOTEXT000043937021
246,"(Article 7.1.1)
- **Eligible Workers**: Employees in support functions, excluding Customer Experience and Fraud & Security teams.
- **Criteria**: No specific tenure or employment type mentioned.

### F","(Article 7.1.1)
- **Allowed Frequency**: Up to two days per week for full-time employees; one day per week for part-time employees working at least 80% of full-time hours.
- **Office Presence**: Managers can define periods when telework is not allowed.

### A","(Article 7.1.1)
- **Establishment Process**: Telework arrangements require signing the telework charter.
- **Manager Discretion**: Managers have the discretion to determine allowable telework periods and days.

### C","(Article 7.1.1)
- **Cost Coverage**: Monthly indemnity of €10 for telework-related expenses (e.g., heating, electricity).

### P","(Article 7.1.2)
- **Right to Disconnect**: Employees have the right to disconnect from work-related communications during rest periods.
- **Privacy Provisions**: Managers must encourage respect for rest times and avoid contacting employees outside of regular working hours.

The document does not mention specific IT setup or meal allowance costs.",ACCOTEXT000044274220
247,"- **Article 1**: All employees with permanent or fixed-term contracts, including part-time employees and those with special legal statuses (e.g., apprenticeships, professionalization contracts), are eligible for telework.

### F","- **Article 13**: The document does not mention the frequency of telework allowed.

### A","- **Article 13**: Telework arrangements must be negotiated and agreed upon in a separate telework agreement. The manager has discretion over the allowability of telework.

### C","- **Article 13**: The document does not mention the coverage of costs associated with telework.

### P","- **Article 2.4.3**: Employees are entitled to a minimum daily rest period of 11 consecutive hours and a weekly rest period of 35 consecutive hours. The company ensures conditions for the right to disconnect, meaning employees should not engage in work activities or use communication tools during rest periods.",ACCOTEXT000045539306
248,"- **Article Reference**: Article 5.2
- **Summary**:
  - Only certain positions, such as medical secretaries, are eligible for telework.
  - Eligibility is limited to administrative tasks and planning convocations.
  - Must be a permanent employee (CDI) to request telework.

### F","- **Article Reference**: Article 5.2
- **Summary**:
  - Eligible employees can telework 1 day per week.
  - The telework day is fixed and consistent week-to-week, defined for the entire year.

### A","- **Article Reference**: Article 5.2
- **Summary**:
  - Employees must request telework arrangements.
  - The arrangement is subject to approval and is fixed for the year.

### C","- **Article Reference**: The document does not mention costs.

### P","- **Article Reference**: The document does not mention privacy.

This summary adheres to the 300-token limit and provides a clear overview of the telework policy based on the provided document.",ACCOTEXT000046116231
249,"(Article 3)
- **Applicable to**: All employees (CDI, CDD, apprentices) except interns.
- **Criteria**:
  - Full-time or part-time (≥80%).
  - Job nature compatible with telework.
  - Team compatibility.
  - Employee’s profile and expertise.
  - Dedicated, compliant workspace at home.
- **Special Considerations**: Employees with disabilities, health issues, or medical recommendations.

### F","(Article 2)
- **Full-time employees**:
  - **During trial period**: 1 day/week, 4 days in-office.
  - **Post-trial period**: Up to 2 days/week, 3 days in-office.
- **Part-time employees (≥80%)**:
  - **During trial period**: 1 day/week, 3 days in-office.
  - **Post-trial period**: Up to 2 days/week, 2 days in-office.
- **Occasional telework**: 2 days/month, with minimum in-office presence similar to regular telework.

### A","(Article 4)
- **Process**:
  - Formal request via a specific form.
  - Requires approval from both the manager and HR.
  - Regular telework formalized in a contract addendum.
  - Occasional telework requires written request and manager’s approval.
  - Exceptional telework initiated by employee or employer, subject to manager’s approval.

### C","(Article 8)
- **Coverage**:
  - Company provides necessary IT equipment (laptop, headset).
  - No reimbursement for internet costs.
  - Daily allowance of €0.50 per telework day, paid monthly.

### P","(Article 9)
- **Right to Disconnect**: Employees manage their work time respecting legal rest periods.
- **Data Protection**:
  - Adherence to company’s IT and data security policies.
  - Confidentiality of professional data.
  - No storage of professional data on personal devices.

The document does not mention specific meal allowances beyond the daily telework allowance.",ACCOTEXT000043951862
