,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
39,"- Eligible workers: All employees, except alternants, apprentices, and stagiaires.
- Criteria: Eligibility is based on the nature of functions, capacity to work autonomously, completion of probationary period, and manager's discretion.
- Excluded functions: Jobs requiring physical presence or specific equipment, or those requiring close management.

*","- Telework days: Not specified in the document.
- Minimum office presence: Not specified in the document.

*","- Voluntary basis: Telework is based on mutual agreement between the employee and employer.
- Formalization: A written request is required, followed by an avenant to the contract of work.
- Reversibility: The document does not mention the reversibility of telework arrangements.

*","- Coverage: The document does not mention coverage of costs associated with telework.

*","- Right to disconnect: The document does not mention the right to disconnect.
- Privacy: The document does not mention provisions for the privacy of the worker.

Note: The document does not mention several topics, such as the period of adaptation, the duration of the telework agreement, and the coverage of costs associated with telework.",T07321003388-74622062300035
40,"- Salaried, non-itinerant employees with a minimum of 6 months tenure and completed probation period, under CDI or CDD at 60% or more, and with sufficient autonomy in tasks.
   - Excludes contractual, apprentice, and stage workers, and those with specific job requirements.
   - Eligible employees must have a suitable work environment at home with a stable internet connection and necessary equipment.

2. F","- Telework is allowed up to 2 days per week for fixed days and up to 92 days per year for fluent days.
   - Days are determined by mutual agreement between the employee and manager.

3. A","- Employees must submit a request form and meet eligibility criteria.
   - The manager will study the request and respond within 15 days.
   - A 2-month adaptation period is provided for both parties to test the arrangement.

4. C","- The company contributes up to 250 euros for installation costs.
   - Additional costs such as internet, loyer, and electricity are not covered.

5. P","- The document does not mention specific provisions for the right to disconnect or privacy.
   - Employees are expected to follow the company's charter for using information and resources.
   - The document does not mention specific provisions for the right to disconnect or privacy.
   - Employees are expected to follow the company's charter for using information and resources.",T09219014782-31872065300100
41,"All employees are eligible for telework, except those whose job functions require physical presence or direct client interaction. No specific tenure or employment type is mentioned as a prerequisite (Article 1).

2. F","Telework can be occasional, regular, or exceptional. Occasional telework can be up to 3 days per week, regular telework is typically 1-3 days per week, and exceptional telework is used during emergencies or crises (Article 2).

3. A","Telework arrangements are established through mutual agreement between the employee and manager. The manager has discretion over the allowability of telework (Article 2).

4. C","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. However, it emphasizes the importance of maintaining trust and transparency between employees, managers, and clients (Article 1).",T07521034762-51137330000033
42,"- Employees with a minimum of 6 months tenure and working full-time are eligible (Article 3.1).
- Excludes employees with a contract duration of less than 6 months, alternants, and stagiaires (Article 3.1).
- Eligibility is based on the nature of the job, capacity to work independently, team configuration, performance, and availability of a suitable workspace (Article 3.1).

F","- Regular telework is limited to 2 days per week for full-time employees and 1 day per week for those working 80% or more of the collective duration (Article 3.3).
- Occasional telework is limited to 30 non-continuous days per year (Article 3.3).

A","- Voluntary participation by both the employee and employer (Article 3.2).
- A formal request must be made in writing and responded to within a month (Article 4.1).
- Avenant to the contract of work is required for regular telework (Article 4.2.1).

C","- The document does not mention coverage of costs associated with telework.

P",- The document does not mention provisions for the right to disconnect and the privacy of the worker.,T07822010104-40779455100231
43,"The telework policy applies to all employees of the FAFIEC association who have been employed for at least six months and have a permanent contract. The employee's job must be suitable for telework, and they must have a dedicated workspace at home (Article 4).
- *","Telework is allowed for a maximum of two days per week, with a minimum of one day in the office. The employee must be present in the office on Mondays and Fridays, and telework days cannot be consecutive (Article 5).
- *","Telework arrangements are established through a formal agreement between the employee and the employer. The employee must submit a request to their manager, who has discretion to approve or reject the request. The agreement is reviewed annually (Article 6).
- *","The employer covers the costs of IT setup and maintenance, as well as the provision of necessary equipment. The employee is responsible for covering their own internet and electricity costs (Article 7).
- *","The right to disconnect is recognized, and employees are not expected to respond to work-related messages or emails outside of working hours. The employer respects the privacy of the employee's home workspace (Article 8).

The document does not mention any specific provisions for meal allowance or other costs associated with telework.",T07519013653-84478947900012
44,"- Telework is open to all employees with at least one month of seniority, excluding apprentices, interns, and temps partiels with a weekly presence of less than 80%.
- Eligible jobs are listed in Annex 1 and must not have specific material or methodological constraints.
- The employee must have sufficient autonomy and knowledge of their post.

F","- Regular telework is limited to one day per week for temps pleins and two days for temps partiels.
- Occasional telework is allowed for specific, unpredictable, and unavoidable situations.

A","- Telework is based on mutual agreement and must be requested in writing.
- The employer has one month to respond and may refuse for operational reasons.
- A trial period of three months is granted for new teleworkers.

C","- The document does not mention any specific coverage for telework costs.

P","- The right to disconnect is recognized, and teleworkers must respect their plages de disponibilité.
- The document does not explicitly address privacy concerns.

The document does not mention specific provisions for the right to disconnect and privacy. If you have any questions or concerns, please consult the original document or contact the employer for clarification.",T02621003474-70202997600058
45,"All salaried employees who can perform their duties autonomously and have a job compatible with telework are eligible. Specific conditions include being in a CDD or CDI contract, having completed the probationary period, and having an appropriate home workspace (Article 2).
2. F","Telework can be done up to two days per week, with a minimum of three days on-site. The weekly limit is one day for part-time employees working at least 50% (Article 3).
3. A","Employees must submit a written request to the Director of Establishment. Approval or denial must be given within two months, with a written justification for denial. Temporary or permanent suspension of telework is possible at the employer's request (Article 3).
4. C","The company provides and maintains the necessary equipment for professional use. Employees are responsible for internet and electricity costs. No reimbursement for professional expenses is provided (Article 6).
5. P","The right to disconnect is respected, and employees must not work outside their scheduled hours. Accidents during telework are considered work-related unless proven otherwise (Article 10).

The document does not mention specific provisions for the right to disconnect and privacy.",T04722002539-33280351900302
46,"The telework policy applies to all employees of CIAT SA after 6 months of tenure for CDI or CDD employees, and for CDI temps partiel employees working at least 80%. Excluded are alternates, women in the third month of pregnancy, and those with RQTH or chronic illness (Article 3.1.1).
- *","Telework is allowed 2 days per week for full-time employees and 1 day per week for part-time employees. It is not cumulative or reportable (Article 3.1.3).
- *","Telework arrangements are established through a formal request and interview process. The manager and employee agree on the terms, which are formalized for a maximum of 12 months. The employee can request a new term after an annual IDP (Article 3.1.2).
- *","The company provides an internet connection and an ergonomic workspace. The employee is responsible for the workspace's safety and security (Article 3.1.2).
- *","The policy does not explicitly address the right to disconnect or privacy. However, it emphasizes the importance of maintaining work-life balance and ensuring the employee's well-being (Article 4.3).

The document does not mention the right to disconnect or privacy.",T00122004183-54562011400011
47,"- All employees with a permanent contract, after three months of seniority, are eligible for telework (Article 3).
- The employee's role must be compatible with telework, and they must have the necessary autonomy and mastery of IT tools (Article 3).
- The employee's home must be suitable for telework, with a dedicated workspace and adequate technical and electrical installations (Article 3).

2. F","- Telework is flexible, with one day per month required in the office for social cohesion (Article 4).
- Employees are encouraged to visit the office at least once a week (Article 4).
- Each service defines its own organization, with employees expected to follow (Article 4).

3. A","- Telework is voluntary and can be refused without consequences (Article 2).
- The employee must sign a charter acknowledging their responsibilities and the company's rights (Article 10).
- The employee must have a stable internet connection and a suitable workspace (Article 13).

4. C","- The company does not cover any costs related to telework, but offers a 240€ annual allowance for office equipment (Article 12).

5. P","- The document does not mention specific provisions for the right to disconnect or privacy.

Please note that this summary is within the 300-token limit and is based on the provided document. If you have any questions or need further clarification, please let me know.",T01322013890-33318673200058
48,"**

* Eligible workers are those with a CDI contract and at least two years of seniority in the company, as well as one year of seniority in their function.
* The employee's presence at the workplace is not essential for their duties, and their tasks can be performed remotely with the same efficiency as in the office.
* The employee's role must allow for a volume of tasks to be accomplished from home.
* The employee's installation must be compatible with telework, and they must have a high-speed internet connection and a landline or mobile phone for work-related calls.

*","**

* Telework is allowed for a minimum of two days per month and a maximum of one day per week.
* The employee must be present in the office for at least two days per week.

*","**

* Telework arrangements are established through a double voluntary process involving both the employee and the employer.
* The employee must submit a request for telework, which will be reviewed by the manager and HR for validation.

*","**

* The company covers the costs of IT setup and provides an indemnity of €4 per day for telework.

*","**

* The company respects the right to disconnect and the privacy of the employee.
* The document does not mention specific provisions for the right to disconnect or privacy.

Note: The document does not mention specific provisions for the right to disconnect or privacy.",T07820005975-84161930700017
49,"Employees, Agents of Maîtrise, or Cadres (excluding cadres dirigeants) with a CDI or CDD, who have completed their probationary period, work at least 80% of a full-time position, and meet specific job criteria (e.g., autonomy, no face-to-face customer interaction, no specific equipment requirements, etc.). The document does not mention any tenure or employment type criteria.
- *","Telework is allowed one day per week, with the possibility of a second day for specific populations (e.g., medical recommendations, aid to family members, handicapped workers, pregnant women, or workers over 55).
- *","Telework arrangements are established through a formal request and acceptance process. The employee must submit a written request, and the manager must respond within 15 days. If the manager refuses, the employee can appeal to the Responsible Ressources Humaines for reconsideration.
- *","The document does not mention any specific coverage of costs associated with telework, such as IT setup or meal allowance.
- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it does mention that teleworkers must respect their daily and weekly rest periods and have access to the same rights and advantages as on-site employees.

The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it does mention that teleworkers must respect their daily and weekly rest periods and have access to the same rights and advantages as on-site employees.",T03521009464-41276620600228
50,"- All employees of the company, including those on fixed-term contracts, are eligible for telework.
   - Exceptions include employees on apprenticeship or internship contracts and those in specific departments (maintenance, prototyping, laboratory, logistics, and shipping).
   - Part-time employees can telework up to 40% of their contracted hours.
   - Employees must have a suitable home environment, including a stable internet connection, adequate workspace, and an up-to-date home insurance policy.

2. F","- Telework is allowed for up to 8 days per month, with no more than 2 consecutive days.
   - Monday is reserved for on-site work, except for holidays or specific circumstances.
   - Employees must be present at the company's premises for at least 3 days per week.

3. A","- Telework arrangements are established through a voluntary request process, with approval based on job compatibility, autonomy, and organizational needs.
   - The company has 1 month to respond to telework requests.
   - Reasons for refusal include the nature of the job, insufficient autonomy, security concerns, organizational disruptions, or non-compliance with eligibility criteria.

4. C","- The company provides eligible employees with a laptop, VPN, and headset for telework purposes.
   - Employees are responsible for maintaining the equipment and ensuring its proper use.
   - The company is not responsible for any additional costs related to telework, such as internet or electricity bills.

5. P","- The company and employees have a mutual obligation to respect each other's privacy and confidentiality.
   - Employees are expected to maintain a professional work environment and avoid using company equipment for personal purposes.
   - The company has a right to inspect and monitor telework equipment and activities to ensure compliance with company policies and legal requirements.

The document does not mention specific provisions for the right to disconnect or the privacy of the worker.",T07521028790-41114919800029
51,"Employees who are full-time or part-time with a minimum of 80% of a full-time contract, have been with the company for at least six months, and have a role that doesn't require physical presence or contact with other employees are eligible for telework. The document does not mention specific criteria for ineligible roles.
- *","Eligible employees can telework up to two days a week for full-time employees and one day a week for part-time employees.
- *","Telework arrangements are established through a formal agreement between the employee and manager. The employee must submit a written request, and the manager will consider the request based on the employee's autonomy and the nature of their role.
- *","The company covers the costs of IT setup and provides meal allowances for teleworkers. The document does not mention any other cost coverage.
- *",The document emphasizes the right to disconnect and the importance of maintaining a balance between work and personal life. The company encourages teleworkers to establish clear boundaries between their professional and personal lives.,T07821008667-83403248400026
52,"All employees whose job can be performed remotely are eligible for telework, except those whose roles cannot be done from home due to specific material requirements or other constraints. The employee's autonomy, job responsibilities, and ability to work independently are also taken into account (Article 1.1).
- F","Telework is generally limited to two days per week, with the possibility of increasing the number of days for specific situations. The employee and manager collaborate to determine the days of telework, and the manager has the final say to ensure service functionality (Article 1.2).
- A","Employees submit a written request for telework to their manager, who has 15 days to respond. Acceptance or refusal must be justified, and the employee can freely abandon telework at any time (Article 1.3).
- C","The company provides the necessary equipment for telework, and employees can receive a 50% contribution to their internet subscription, with a maximum of 15 € per month. The contribution depends on the number of telework days per week (Article 1.7).
- P","The right to disconnect is respected, and employees are required to follow the company's digital charter and good practices. The company is responsible for the equipment's insurance (Article 1.6).

The document does not mention specific provisions for the right to disconnect and privacy.",T03320006181-75114517800024
53,"All employees with more than 6 months of seniority, including apprentices and interns with a minimum of 2 months of seniority and a stage duration of more than 2 months, are eligible for telework. The employee's autonomy and the compatibility of their tasks with telework are essential criteria. Ineligible positions include magasiniers and technicians in maintenance workshops and their supervisors.

2. F","The telework arrangement is for an average of 3 days per week, with a possibility of fixed or variable days. The employee must be present in the office for at least 2 days a week.

3. A","Telework arrangements are established through a voluntary and reversible process. The employee must have the autonomy and skills required for telework and have an appropriate work environment. The manager has discretion in approving telework arrangements.

4. C","The company provides eligible employees with an indemnity of 30 euros gross per month to cover telework-related expenses. Employees also receive a daily ticket restaurant for telework days.

5. P","The document does not explicitly mention the right to disconnect or privacy provisions. However, it emphasizes the importance of maintaining a work-life balance and ensuring that telework does not negatively impact the employee's personal life.

Note: The document does not mention the frequency of telework arrangements or the process for establishing telework arrangements. It also does not explicitly address the coverage of costs associated with telework setup or meal allowances. Additionally, the document does not explicitly address the right to disconnect or privacy provisions.",T09222035132-83375143100036
54,"- Eligible workers are those with a CDI (permanent contract), working full-time or with a work time above or equal to 80%.
- Employees must have at least 6 months of seniority and a stable home environment suitable for telework.
- Excluded functions include assistants, technicians, supply chain roles, maintenance, and accounting.
- The number of simultaneous teleworkers in a department is at the manager's discretion.

2. F","- Telework is allowed for 5 days per month, with a maximum of 2 days per week.
- A minimum of 3 days per week must be spent in the office.
- Telework is not allowed during probation periods or for new hires.

3. A","- Telework is based on mutual agreement between the employee and manager.
- A 15-day response period is required for telework requests.
- A 14-day notice period is required for terminating telework arrangements.

4. C","- The company provides necessary equipment and support for telework.
- Employees are responsible for their internet connection and workspace.
- A 3.25€/day allowance is provided for telework days.

5. P","- The document does not mention specific provisions for the right to disconnect or privacy.
- Employees are expected to follow the company's code of conduct and data protection policies.

Note: The document does not explicitly mention the right to disconnect or specific privacy provisions. It is essential to consult the company's internal policies and codes of conduct for more information.",T59L22016555-47998845300029
55,"Employees, Agents of Maîtrise, or Cadres (excluding cadres dirigeants) with a CDI or CDD, not in a probationary period, working at least 80% of a full-time position, in a service and post allowing for telework, using an IT system for their duties, and not in professionalization, apprenticeship, alternance, or commercial itinerant contracts (Article 3).
- *","Telework is allowed one day per week, with days determined by the employee and manager (Article 4.3).
- *","Telework is based on a double-voluntary and double-reversible principle, with the employee and manager both having the right to accept or refuse telework. The employee must meet specific eligibility criteria (Article 4.2).
- *","The company covers the costs of telework setup and maintenance. Employees are responsible for their home internet and electricity costs (Article 11.2).
- *","The company and employee agree on specific pledge hours for telework, and the employee must be reachable during these hours. The employee has the right to disconnect outside of these hours (Article 9.1).

The document does not mention specific provisions for the right to disconnect and privacy of the worker.",T06720006018-67578016700010
56,"Employees with at least six months of seniority and a full-time contract are eligible for telework. Excluded are those with manufacturing jobs, those on temporary contracts, and apprentices. (Article 1.1)
- F","Eligible employees have a right to 2 days of telework per week, with a maximum of 80 days per year. (Article 2.1)
- A","Telework is based on the employee's request and is subject to manager approval. Reasons for refusal must be justified. (Article 2.2)
- C","The company provides an indemnity of 2.5 euros per day of telework and tickets-restaurant. No transport allowance is paid. (Article 4)
- P","The company has an obligation to prevent risks related to telework. Employees are required to maintain a balance between professional and personal life. (Article 6)

The document does not mention the right to disconnect or the privacy of the worker.",T07821008783-66204340500080
57,"- Eligible workers are CDI employees from the UES Marie Claire group, under the conventions of employees, cadres, journalists, and Syntec. They must have completed their probationary period, worked at least 6 months on their current post, and meet the technical requirements for telework (Article 3).

F","- Regular telework is one day per week or per quinzaine.
- Special cases allow for telework at any time, such as pregnancy, handicap, or medical recommendation (Article 4).

A","- Telework is based on mutual consent and can be reversed by either party.
- The employee must have an autonomous work style, good performance, and a suitable home environment (Article 5).

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not explicitly address some topics, such as costs and privacy. In such cases, the document does not mention these topics.",T09220016734-55206277000110
58,"Eligible workers are those in a permanent contract, working full-time, with at least one year of tenure in their role. Excluded are apprentices, interns, and those in professional training contracts. The employee's role must not require physical presence or specific equipment. The employee must have a suitable workspace at home and be autonomous and proficient in their role (Article 2).
- *","Telework is allowed once a week, on either Tuesday, Wednesday, or Thursday. The day is determined based on the needs of the service and the employee's preferences (Article 1).
- *","Telework arrangements are established through a mutual agreement between the employee and their manager. The employee must submit their request to their manager and the HR department. The manager assesses the request based on the employee's eligibility and the needs of the service (Article 4.1).
- *","The company provides an internet connection and necessary equipment such as a laptop and phone. The employee receives a monthly indemnity of 16.25 euros to cover electricity, heating, and internet costs (Article 6 and Article 7).
- *","The document does not mention provisions for the right to disconnect or privacy. However, the employee is required to maintain the same working hours and availability as if they were in the office (Article 8.1).",T04218000672-42826802337699
59,"- Eligible workers are those with full-time or part-time contracts, working at least 3 days per week on-site.
- Ineligible roles include patient care, physical patient/visitor reception, and maintenance.
- The document does not mention tenure or employment type as criteria.

F","- Regular telework is limited to 2 days per week, with a minimum of 3 on-site days.
- Female employees in the last 5 months of pregnancy can telework 3 days per week.
- Handicapped employees can telework up to 3 days per week with management approval.

A","- Telework arrangements are established through a written request from the employee to the Director, with a 1-month response time.
- A formal agreement is required for regular telework, specifying work hours and contact methods.

C","- The document does not mention cost coverage for telework setup or meal allowances.

P","- The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Note: The document does not mention telework costs, right to disconnect, or privacy provisions. The 300-token limit has not been exceeded.",T08422004020-81928542000017
60,"All employees with at least 8 months of tenure and performing eligible jobs can apply for telework. Eligible jobs are those that do not require constant physical presence and allow for autonomous work.
2. F","Eligible employees can telework once a week. For part-time employees working 50-79%, telework is allowed every 15 days. Temporary telework is allowed in exceptional circumstances.
3. A","Employees must submit a written request to the DRH and Directeur. Approval or denial is communicated in writing. Annual evaluations and service needs determine telework continuation.
4. C","Employees must have high-speed internet and use it for professional purposes. The company provides necessary equipment and software.
5. P","The right to disconnect is recognized, and employees should not be expected to respond outside of agreed-upon work hours. The document does not explicitly address privacy.

The document does not mention specific provisions for cost coverage or privacy.",T03121008682-34064121600106
61,"All employees are eligible for telework, provided they can perform their tasks autonomously and have a suitable internet connection. The employee's role and tasks must be compatible with telework, and they must have a stable internet connection at their home or chosen location (Article 3-1).
- *","Telework is allowed for up to one day per week and two floating days per month. The employee must be present in the office at least one day per week to maintain team cohesion (Article 3-2).
- *","To establish telework arrangements, employees must submit a written and motivated request to their manager. The manager has one month to respond, and refusal must be justified. The passage to telework is formalized by an amendment to the employment contract (Article 3-4).
- *","The company does not cover any costs associated with telework. Employees are responsible for their own internet, electricity, and other related expenses (Article 9).
- *","The company respects the right to disconnect and the privacy of employees. Teleworkers are required to have a dedicated workspace and must inform their insurer of their telework status (Article 14). The document does not mention specific provisions for privacy.

Please note that this summary is within the 300-token limit and is based on the provided document. If you have any questions or need further clarification, please let me know.",T08520004016-35252949900019
62,"Employees with a CDI or CDD at full or part-time, not in a trial period, with at least 6 months tenure and 6 months in their current position, having autonomy and not requiring constant supervision, occupying a role compatible with telework, and having a suitable home environment for telework are eligible (Article 2.1).

2. F","Telework is allowed for one day per week, by day, and is not cumulative (Article 2.2).

3. A","Employees must submit a written request to their manager, who will respond within two months. Acceptance is based on eligibility and service needs (Article 3.1).

4. C","The company provides an office computer, software, and a 3G/4G connection for telework. Employees are responsible for their home internet connection (Article 4.2.2 and footnote 1).

5. P","The document does not explicitly address the right to disconnect or privacy. However, it encourages maintaining work-life balance and respecting personal time (Article 4.3).

Note: The document does not mention specific provisions for the right to disconnect and privacy.",T09218005470-66202519660347
63,"- Eligible workers are those in a permanent contract with at least 12 months of tenure, performing functions that do not require constant presence in the office and can be quantified and measured by the hierarchy. They must have sufficient autonomy and organizational skills to work independently and report to their manager. (Article 4.1)

F","- Telework is allowed for one day per week, during regular business hours. The day is determined by the hierarchy and cannot be changed without a 48-hour notice and manager approval. (Article 5.1)

A","- Telework arrangements are established through a formal request process, with the manager evaluating the employee's eligibility and the service's needs. The decision is communicated to the employee within one month. (Article 4.2)

C","- The document does not mention coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not explicitly address all the requested categories, and some sections may not be directly applicable to the provided context.",T06820004344-38980710800045
64,"Employees with a CDI or CDD at 80% minimum, with at least two years of tenure and six months in their current position, who can work autonomously and have the necessary technical skills for remote work are eligible (Article 2.1).
- F","Eligible employees can telework up to two days per week, with at least three days of on-site work required (Article 2.2).
- A","Employees must submit a written request to their manager, who will then assess the request and respond within a month. A three-month adaptation period is provided for both parties to assess compatibility (Article 3.1).
- C","The company provides necessary equipment and covers related costs. Employees are responsible for their internet connection and electricity (Article 4.1).
- P","The company respects employees' right to disconnect and encourages them to avoid professional communications during rest periods. The company also ensures data protection and confidentiality (Article 5.1).

The document does not mention the topic of ""Privacy"" in the context of the right to disconnect and privacy of the worker.",T07718000596-33769058000051
65,"- Eligible workers are those with a CDI contract, at least 6 months of seniority, and who have completed their probationary period (Article 3.3).
- Functions eligible for telework are those that can be performed remotely without requiring physical presence in the company's facilities (Article 3.1).
- Specific provisions apply to collaborators with significant transportation constraints and those with disabilities or specific family or medical situations (Article 3.2).

F","- Telework is allowed in cycles of two weeks, with up to 2 days per cycle for the weekly cycle and up to 4 days per month for the monthly cycle (Article 4.1).
- The weekly cycle is for roles with predictable and regular tasks, while the monthly cycle is for roles with high autonomy (Article 4.2).
- The document does not mention the minimum requirement for employee presence in the office.

A","- Telework arrangements are established through an agreement between the employee and their manager, formalized by an HR-issued avenant (Article 5.1).
- The document does not mention the process for obtaining permission or the manager's discretion over allowability.

C","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

P","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.
- The document does mention the importance of respecting the privacy of teleworkers and the confidentiality of their work (Article 6.1).

Note: The document does not mention the process for establishing telework arrangements or the coverage of costs associated with telework. Additionally, the document does not explicitly address the right to disconnect or privacy provisions for teleworkers.",T07519014434-33289035900323
66,"Employees with at least six months of seniority and a permanent contract are eligible for telework. The employee's role must be compatible with telework, and they must have the necessary skills and autonomy. The employee's home must meet specific criteria, such as having a suitable workspace and internet connection.
2. F","Telework is allowed for a maximum of three days per week or 12 days per month. Employees must be present at the office for at least two days per week.
3. A","Telework arrangements are established through a tripartite agreement between the employee, their manager, and the HR department. The employee must submit a request via a specific form, and the manager will determine if the employee's role is compatible with telework.
4. C","The company does not cover costs associated with telework, such as electricity or internet. However, the company provides an annual 200€ allowance for telework-related expenses.
5. P","The company recognizes the right to disconnect and encourages employees to separate their professional and personal lives. The company also ensures the protection of personal data and the privacy of the employee's home.

The document does not mention accident coverage or meal allowance.",T06321003550-50966783800023
67,"Employees in CDI, full-time, with no impersonal presence requirement and sufficient autonomy. Junior collaborators with at least two years of professional experience are also eligible. The document does not mention other types of contracts or stages.
- *","Telework is allowed 1 day/week or 1 day every two weeks or 1 day/month. The day is fixed and can be Monday, Tuesday, Thursday, or Friday. The number of people in telework is limited to one-third of the service.
- *","Telework arrangements are established through a voluntary request by the employee and acceptance by the employer. The employer has discretion over the allowability of telework.
- *","The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.
- *","The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

Note: The document does not explicitly mention the eligibility of part-time employees or those with specific job characteristics. It also does not provide specific details on the process for establishing telework arrangements or the coverage of associated costs. Additionally, it does not explicitly address the privacy rights of teleworkers.",T01319005267-38166277400086
68,,,,,,T97419000953-13000806300013
69,"- Eligible workers are those with at least six months of tenure, a permanent or fixed-term contract, working at least 80% of a full-time position, and occupying a post that can be performed remotely. The employee must have a dedicated workspace, a high-speed internet connection, and an assurance multirisque habitation. (Article 6)

F","- Telework is allowed one day per week for regular telework and up to two days per week for occasional telework, with a minimum of four days of in-office presence. (Article 14)

A","- Telework arrangements are established through a formal request and an entente between the employee and manager. The decision is made within 15 days for regular telework and in the shortest time possible for occasional telework. (Article 8)

C","- The document does not mention any coverage of costs associated with telework.

P","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. However, it emphasizes the importance of maintaining a balance between professional and personal life. (Article 21)

Note: The document does not mention specific articles for each category. The above points are based on the provided text.",T07519010800-77568322000104
70,"Eligible workers are sédentary salaried employees, full or part-time, with more than four months of tenure at Chr Hansen France. Excluded are those with contracts that already include telework, interns, apprentices, and those on leave. The job must allow for immatériel or administrative tasks and not require physical presence or direct interaction with colleagues or clients (Article 1.2).
- *","Telework is allowed up to 1 day per week or 4 non-consecutive days per month, with flexibility for exceptional circumstances. It is not an entitlement and is subject to manager approval (Article 2.1).
- *","Employees must submit a written request to their manager 7 days in advance, with exceptions for extraordinary circumstances. Managers have discretion to approve or deny requests and must provide reasons for refusal. Demands should be made via the new HR portal for traceability (Article 3).
- *","Chr Hansen France does not cover any telework-related costs, except for professional expenses. Employees are responsible for their internet, phone, and ergonomic workstations (Article 5).
- *","The right to disconnect is recognized, with no contact outside of regular work hours. The document does not explicitly address privacy provisions (Article 4.3).

Note: The document does not mention specific provisions for the right to disconnect or privacy beyond the right to disconnect.",T09119002535-55210390500048
71,"- Eligible workers are those with a CDI contract and at least 9 months of tenure in the company.
- Only full-time or more than 80% CDI employees are eligible.
- Activities must be compatible with telework, and the employee's role must allow for partial and regular remote work.
- Employees must have a suitable home environment for telework, including a dedicated workspace, high-speed internet, and a good-quality phone line.
- Employees must provide an attestation of multirisks home insurance covering telework.

*","- Telework is allowed 1 to 4 days per month, with a maximum of 1 to 4 days per week.
- The telework schedule is fixed or modulable, with a maximum of 2 days per week.
- Occasional telework is limited to 2 consecutive days and 4 days per month.

*","- Telework arrangements are established through a mutual agreement between the employee and the employer.
- A written request is submitted to the immediate supervisor and HRBP, with a response within one month.
- An avenant to the employment contract is signed for 6 to 12 months, renewable after an annual review.

*","- The company provides the necessary equipment for telework, including a laptop and VPN access.
- Employees are responsible for providing a suitable workspace and internet connection.
- The company covers the costs of telework setup and meal allowances.

*","- The right to disconnect is recognized and respected.
- The company and employees commit to maintaining a balance between work and personal life.
- The document does not mention specific privacy provisions.",T06020002543-45233063200061
72,"Employees with at least six months of seniority and a permanent contract are eligible for telework. Specific job roles listed include assistants, chargé(e)s d'opérations, chefs de projet, attaché(e)s d'opérations, adjoint(e)s administratif(ve)s, gestionnaires, comptables, and attaché(e)s de direction. Postes not initially included, such as chefs de projet and attaché(e)s de direction, have been added (Article 2).
- *","The maximum number of telework days allowed per month is four, non-reportable and non-cumulative. Exceptions are made for specific roles such as chargé(e) d'opérations and attaché(e)s d'opérations, who are allowed four days per week (Article 1).
- *","Telework arrangements are established through a formal agreement between the employer and employee. The employee must submit a request to their manager, who has discretion to approve or deny the request (Article 6).
- *","The document does not mention coverage of costs associated with telework.
- *","The document does not explicitly address the right to disconnect or privacy of the worker. However, it does emphasize the importance of maintaining social connections and teamwork in the telework policy.",T01322015393-61162089900108
73,"- Eligible workers are those with a compatible job nature, allowing partial and regular remote work without negatively impacting the service or team.
- Eligible workers must have a suitable home environment for telework, including a dedicated space, adequate electrical installation, and high-speed internet.
- Employees must have the required material (laptop, secure connection, Microsoft Teams), and sufficient autonomy to work independently.

*","- Telework is allowed for one or two days per week, depending on the employee's role and the team's needs.
- The company and employee can agree on specific days for telework, considering the service's needs and the team's organization.

*","- Telework arrangements are established through a written request to the direct supervisor, followed by DRH approval.
- The DRH will assess the employee's eligibility and formalize the telework arrangement with an amendment to the employment contract.

*","- The company provides an allocation for telework expenses, such as internet and electricity costs.
- The allocation is 10€ per month for one day of telework or 15€ per month for two days of telework.

*","- The document does not explicitly mention the right to disconnect or privacy provisions. However, it encourages the responsible use of communication tools and discourages off-hour communication.
- The document also emphasizes the importance of maintaining a healthy work-life balance and respecting personal time.",T07521036324-77603861400041
74,"Employees with an autonomous role, working in a job that can be done remotely, and using accessible company applications are eligible for telework (Article 3).
- *","Telework is not explicitly defined in terms of days per week, but it is noted that the situation is reversible and can be ended at any time (Article 2).
- *","Telework arrangements are established based on mutual consent and can be reversed at any time (Article 2).
- *","The company provides an ordinateur portable and secure remote access, with associated costs borne by the employee (Article 3).
- *","The company respects the employee's privacy and sets specific contact hours during telework (Article 5). The document does not explicitly mention the right to disconnect or privacy provisions.

Confidentiality and security are essential, with the employee committing to protect company data and maintain confidentiality (Article 4). In case of technical issues, the employee should contact the IT department and return to the office if necessary (Article 3).",T06021003173-31237887000017
